text,source_party,label,source,reliability,bias
Tickets are $40-$60 for Dec. 1; $30 for Dec. 2 - more at sanluisrey.org.,Lean Left,0,san-diego-union-tribune,45.68,-1.76
"ESCONDIDO Hanukkah Party and Latke Contest Congregation B’nai Tikvah will hold its annual Hanukkah Party and Latke Contest at 6:30 p.m. Dec. 8 at the Masonic Center, 1331 S. Escondido Blvd.",Lean Left,0,san-diego-union-tribune,45.68,-1.76
"ArtReach received $74,501 in combined grants for its programs, which use visual art in schools and the community to promote the advancement of social, racial, and economic equity.",Lean Left,0,san-diego-union-tribune,45.68,-1.76
"Donald Parham dropped a huge, easy catch that could have ended things.",Lean Left,0,san-diego-union-tribune,45.68,-1.76
"He was like, ‘You don’t understand English, do you?’ My name on the cast list went from A to C cast, only because my English skills was not there.",Lean Left,1,san-diego-union-tribune,45.68,-1.76
"Enjoy a game truck, bounce house, arts and crafts, rock climbing and live music.",Lean Left,0,san-diego-union-tribune,45.68,-1.76
"Strained tomatoes, such as from Pomi, are a similar, excellent option.",Lean Left,0,san-diego-union-tribune,45.68,-1.76
"Colleagues who voted against his re-election said he sometimes prevents input from the public, is openly hostile to City Attorney Mara Elliott and acts punitively toward the four council members outside his alliance.",Lean Left,0,san-diego-union-tribune,45.68,-1.76
"Doctors and other medical professionals who generally work on inpatient units came to him for specialty consults, blood work, medical imaging and other services.",Lean Left,0,san-diego-union-tribune,45.68,-1.76
"Demand is high for the limited number of appointments offered each day, users say the app is riddled with flaws and it’s only available in English, Spanish and Haitian Creole.",Lean Left,0,san-diego-union-tribune,45.68,-1.76
"The sleigh was originally built around 1840 in Albany, New York, and was sold and used by other families in Pennsylvania and Indiana until Richard Rovsek, chairman of Spirit of Liberty Foundation, sourced and purchased it.",Lean Left,0,san-diego-union-tribune,45.68,-1.76
"Yaacov was bitterly aware that in one cruel way, she was lucky.",Lean Left,1,san-diego-union-tribune,45.68,-1.76
Client is responsible for ensuring that its payment information is up to date at all times.,Lean Left,0,san-diego-union-tribune,45.68,-1.76
"Transfer pan to a wire rack to cool for 5 minutes, then brush the rolls with the remaining butter mixture.",Lean Left,0,san-diego-union-tribune,45.68,-1.76
"Now, if there are not playoff implications, bowls are glorified exhibitions where fans chug umbrella drinks.",Lean Left,1,san-diego-union-tribune,45.68,-1.76
Brown and Chen are planning to move the business out of their two-story loft to its own building in City Heights in the future.,Lean Left,0,san-diego-union-tribune,45.68,-1.76
"Making your own fried onions is noble, but canned French-fried onions such as French’s are superior.",Lean Left,1,san-diego-union-tribune,45.68,-1.76
"The event features boutique shopping, silent auction, luncheon and fashion show.",Lean Left,0,san-diego-union-tribune,45.68,-1.76
"Free family event with entertainment, performers and vendors from different cultures.",Lean Left,0,san-diego-union-tribune,45.68,-1.76
"On a trip to Egypt, he wore his red clown nose in a crowd.",Lean Left,0,san-diego-union-tribune,45.68,-1.76
"In fact, clams, fish and other seafood were abundant in the area, so they were probably present in some form, whether in sobaheg or another dish.",Left,0,alternet,32.71,-14.76
"Well, then we have a titanic ethical dilemma no serious person in the pro-life movement talks about.",Left,1,alternet,32.71,-14.76
"North Dakota recently advanced similar legislation to Tennessee, with other bills also introduced in Texas, West Virginia, Nebraska, and South Carolina.",Left,0,alternet,32.71,-14.76
"O'Rourke points out that the Oath Keepers, founded in 2009, have been joining President Donald Trump in claiming, without evidence, that the election was stolen from him because of widespread voter fraud.",Left,0,alternet,32.71,-14.76
"Knowing that the country’s meat is being produced on the backs of laborers who are mistreated, we’ve got to ask: Is it really worth it?",Left,1,alternet,32.71,-14.76
Nearly half of the Senate Republican caucus is threatening to block the annual defense authorization bill unless Congress agrees to abolish the military’s coronavirus vaccine mandate for troops and reinstate all those dismissed under the policy.,Left,0,alternet,32.71,-14.76
"Unfortunately, Graham forgot the cardinal rule of serving at the pleasure of Trump, which is that one must vigorously and without fail agree with every single thing the guy does and says, at all times, forever and always.",Left,1,alternet,32.71,-14.76
"Last year, to celebrate the centennial of their charming Craftsman home, Kyona and Kenneth Zak repainted it in historically accurate colors - gray, bronze green and copper red.",Left,0,alternet,32.71,-14.76
That may seem like a bit of a throwback in the era of Trump.,Left,1,alternet,32.71,-14.76
"It has also fundamentally changed how corporations interact with government-rather than trying to keep government out of its business (as they did for a long time), companies are now increasingly bringing government in as a partner, looking to see what the country can do for them.",Left,1,alternet,32.71,-14.76
"The International Organization for Migration will help with logistics and test asylum-seekers for COVID-19 before they enter the U.S., spokeswoman Liz Lizama said.",Left,0,alternet,32.71,-14.76
"If they were involved in a plan to help Trump take over and run the government - as usually happens when coups involve senior levels of the military - it’s going to take a lot of digging to find out, since this coverup of their activities and conversations on January 6th was apparently in place for almost a full year before it was discovered.",Left,1,alternet,32.71,-14.76
It is never effective in helping the debtor economy pay foreign debts out of growth.,Left,1,alternet,32.71,-14.76
The closest alternative they have now is a candidate polling so dismally he failed to qualify for last week’s debate.,Left,1,alternet,32.71,-14.76
Lost in this maelstrom of events is how Donald Trump and his regime have again turned crisis into an opportunity to advance their neofascist authoritarian agenda.,Left,1,alternet,32.71,-14.76
"If that white nationalist is a racist, I’m totally against them.",Left,0,alternet,32.71,-14.76
"But these workers are seeing the strongest year-over-year pay hike, at 6.4%.",Left,0,alternet,32.71,-14.76
"Floyd, one of the 19 defendants charged in a sweeping election interference indictment, said he set aside roughly $72,000 of contributions to his own legal defense fund to help people post bail.",Left,0,alternet,32.71,-14.76
"But Garcia worries about the safety of his family given how personal the attacks have become, he said.",Left,1,alternet,32.71,-14.76
She never allowed herself to be tied in to one particular group or even one particular perspective.,Left,0,alternet,32.71,-14.76
"Adrienne Shelley, who is no longer with us, was a huge part of our creative conversations and continued the legacy of this beautiful story and film that she made.",Lean Right,0,boston-herald,36.31,9.68
"Justin Turner was arguably Boston’s most valuable player last season, greatly exceeding expectations at the plate while immediately establishing himself as an indispensable clubhouse leader.",Lean Right,1,boston-herald,36.31,9.68
"Every deputy dean has his or her assistants, and so on.",Lean Right,0,boston-herald,36.31,9.68
The Revolution are likely to have already started their search for a new sporting director and head coach.,Lean Right,0,boston-herald,36.31,9.68
"A wave of impactful arms soon materialized, helping accelerate Chicago’s rebuild and getting the Cubs back into playoff contention years ahead of schedule.",Lean Right,0,boston-herald,36.31,9.68
"Instead, they’ll return home for a regular season game on Friday night against the loser of Tuesday’s Bucks-Knicks tournament quarterfinal.",Lean Right,0,boston-herald,36.31,9.68
