text,source_party,label,source,reliability,bias
"Q: This is the time of year when a lot of people are focused on the story of Thanksgiving - a myth, really, that imagines a largely benign interaction between the Wampanoag people and the early English settlers in 1621.",Lean Left,1,san-diego-union-tribune,45.68,-1.76
Brown and Chen are planning to move the business out of their two-story loft to its own building in City Heights in the future.,Lean Left,0,san-diego-union-tribune,45.68,-1.76
"The White House decision to lump additional funding for the border in with Ukraine assistance has given lawmakers, Republicans say, an implicit nod to negotiate policy changes that would otherwise make Democrats feel uncomfortable.",Lean Left,1,san-diego-union-tribune,45.68,-1.76
"She toyed around with ingredients and what stuck was combining softened cream cheese, powdered sugar, canned pumpkin, pumpkin pie spice, vanilla and the graham cracker crumbs.",Lean Left,0,san-diego-union-tribune,45.68,-1.76
"Years later, family members participating in genetic testing found they had a genetic mutation that increases the family’s risk of frontotemporal dementia.",Lean Left,0,san-diego-union-tribune,45.68,-1.76
Miracle Babies Toy Drive: Local nonprofit Miracle Babies holds a toy drive to serve families with hospitalized infants through Dec. 20.,Lean Left,0,san-diego-union-tribune,45.68,-1.76
"In exchange for the perks they received from Flores over the years, Soriano and Parker allegedly rated Flores and his company highly during evaluations, falsified evaluation documents to benefit IntelliPeak, recommended IntelliPeak for various projects and gave Flores insider information that helped him submit the most attractive proposals.",Lean Left,0,san-diego-union-tribune,45.68,-1.76
Client is responsible for ensuring that its payment information is up to date at all times.,Lean Left,0,san-diego-union-tribune,45.68,-1.76
"Donald Parham dropped a huge, easy catch that could have ended things.",Lean Left,0,san-diego-union-tribune,45.68,-1.76
"Strained tomatoes, such as from Pomi, are a similar, excellent option.",Lean Left,0,san-diego-union-tribune,45.68,-1.76
Advertisement But here’s some basic math that shows why this is a fantastical notion.,Left,1,alternet,32.71,-14.76
One national issue DeSantis believes will be a winner for him is his stance on immigration.,Left,0,alternet,32.71,-14.76
"Six years later, in 2018, when the House was about to vote on a nonbinding carbon tax resolution, Ellender-the Koch Industries lobbyist-took the same tack.",Left,1,alternet,32.71,-14.76
