text,source_party,label,source,reliability,bias
"The 70- to 85-petaled blooms are produced in large clusters on long stems and have a strong, fruity fragrance.",Lean Left,0,san-diego-union-tribune,45.68,-1.76
AN UNPRECEDENTED TOLL: he fighting has meanwhile brought unprecedented death and destruction to the coastal strip.,Lean Left,1,san-diego-union-tribune,45.68,-1.76
"It continues all the way to the Green Valley Truck Trail, which hikers will follow back to the Blue Sky Ecological Reserve entrance.",Lean Left,0,san-diego-union-tribune,45.68,-1.76
"Again, the youngsters, like Jessica Reyes, 11, and Eric Lopez, 14, showed intense interest in the stories and the art of their forebears.",Lean Left,0,san-diego-union-tribune,45.68,-1.76
"For Gail Jennings and her family, the Thanksgiving menu is never written in ink.",Lean Left,0,san-diego-union-tribune,45.68,-1.76
"Q: This is the time of year when a lot of people are focused on the story of Thanksgiving - a myth, really, that imagines a largely benign interaction between the Wampanoag people and the early English settlers in 1621.",Lean Left,1,san-diego-union-tribune,45.68,-1.76
"In private Facebook messages with San Marcos Mayor Rebecca Jones, he made a sexually explicit comment about her partner.",Lean Left,1,san-diego-union-tribune,45.68,-1.76
"Lewis had his play-calling duties ripped away by Sanders late in the season, but it’s impossible to know how much Deion’s son playing quarterback entered into a complicated relationship.",Lean Left,1,san-diego-union-tribune,45.68,-1.76
Biden almost immediately after taking office unraveled some of former President Donald Trump’s more hardline policies.,Lean Left,1,san-diego-union-tribune,45.68,-1.76
The newsrooms or editorial departments of the Union-Tribune are not involved in the production of this content.,Lean Left,0,san-diego-union-tribune,45.68,-1.76
The chasm between the haves and have-nots is about to become more profound than any time in the history of the sport.,Lean Left,1,san-diego-union-tribune,45.68,-1.76
"Rob Douglas, current president and chief operating officer, who has been with ResMed since 2001, will retire in the new year and transition to advising the CEO until the end of 2024.",Lean Left,0,san-diego-union-tribune,45.68,-1.76
He brought up her divorce several times over the course of a few days and repeatedly asked to speak with her on the phone.,Lean Left,0,san-diego-union-tribune,45.68,-1.76
"21 Limitation of Liability; Disclaimers Except with respect to indemnification and confidentiality obligations, in no event will Client, on the one hand, and Publisher, any Service Provider, any Vendor and any of their respective affiliates, on the other hand, be liable to the other or any third party for any consequential, incidental, indirect, exemplary, special or punitive damages whatsoever (including damages for loss of use, revenue or profit, business interruption and loss of information or data), whether arising out of breach of contract, tort (including negligence) or otherwise, regardless of whether such damage was foreseeable and whether or not such party has been advised of the possibility of such damages.",Lean Left,0,san-diego-union-tribune,45.68,-1.76
"Youngblood, one of two speakeasies hidden inside CH Projects’ Neighborhood gastropub, is a 16-seat cocktail bar where visitors can reserve a 90-minute, three-course guided tasting for $67.",Lean Left,0,san-diego-union-tribune,45.68,-1.76
"Add the milk to the hot butter; the mixture should be warm to the touch (if it’s hot, let cool until warm to the touch).",Lean Left,0,san-diego-union-tribune,45.68,-1.76
Put this together with the belief that a fetus is a person.,Left,1,alternet,32.71,-14.76
They are generally in the business of limiting any president’s options.,Left,1,alternet,32.71,-14.76
"Disney CEO Bob Iger’s sprawling Los Angeles estate has been undergoing mass renovations amid a slew of shocking layoffs of some of ESPN’s top on-air talent, The Post has learned.",Left,1,alternet,32.71,-14.76
"It will fix the most economically significant large bridges in the country in need of reconstruction, and it will repair the worst 10,000 smaller bridges, including bridges that provide critical connections to rural and tribal communities.",Left,0,alternet,32.71,-14.76
"We know that supply-side economics is creating larger deficits, and we know that the rampant political corruption and massive inequality caused by supply-side economics is eroding the very fabric of our society.",Left,1,alternet,32.71,-14.76
How we did this Pew Research Center conducted this analysis to explore how Americans view racial discrimination in the United States today compared with previous years.,Left,1,alternet,32.71,-14.76
"Legislation was blocked, and the EPA, in one of the Bush administration’s so-called midnight regulatory decisions, opted not to issue any federal standard safeguarding drinking water from perchlorate contamination.",Left,1,alternet,32.71,-14.76
"Rep. Barry Moore (R-Ala.), a member of the ultra-right House Freedom Caucus, wants her to do more.",Left,1,alternet,32.71,-14.76
"It's a delicate process, Johnson explained, because each part of the puzzle - the generators producing power, the transmission lines that move the power and the customers that use it - must be carefully managed.",Left,0,alternet,32.71,-14.76
"The economic weakness under Trump, pre-pandemic, wasn't limited to the incomes of the vast majority or to spending by everyone.",Left,1,alternet,32.71,-14.76
The World Bank engages in economic warfare that is just as destructive as military warfare.,Left,1,alternet,32.71,-14.76
The watershed has been ravaged by one of the driest 22-year periods in centuries.,Left,0,alternet,32.71,-14.76
"Axiom’s founder, Jeff Roe, is leading a super PAC aimed at boosting Florida Gov.",Left,0,alternet,32.71,-14.76
The Wu Administration is actually exploring such an idea as a basic income program.,Lean Right,0,boston-herald,36.31,9.68
Our state’s end-of-year supplemental budget was held up for a few days by heroic Republicans who want better controls on the migrant mess.,Lean Right,1,boston-herald,36.31,9.68
"There’s no legal requirement for PBMs to provide equal reimbursement, so they can favor affiliated pharmacies while leaving independents out.",Lean Right,1,boston-herald,36.31,9.68
"Each of the players in that group played 27 minutes or fewer, which should have long-term benefits for the Celtics with how much they will rely on that group throughout the season, especially if they continue to pummel teams like this.",Lean Right,0,boston-herald,36.31,9.68
The EV revolution has always been primarily powered by fossil fuels.,Lean Right,1,boston-herald,36.31,9.68
"Almost three decades later, Tim Smith is still completely satisfied with his tough, dependable Dodge Ram.",Lean Right,0,boston-herald,36.31,9.68
He’s going to show up at the right times and he’s been doing that his whole career.,Lean Right,0,boston-herald,36.31,9.68
The simmering bad blood from the first match boiled over in the 33rd minute when Union center back Danion Lowe drew a yellow card for elbowing Gustavo Bou in the left eye.,Lean Right,0,boston-herald,36.31,9.68
"There’s much critics hate here - including that some lower-income households might end up paying more, not less - but don’t lay blame or thanks for this sea change at the CPUC’s feet.",Lean Right,1,boston-herald,36.31,9.68
"Putin, Hamas, Iran, Hezbollah and all the rest are watching you equivocate with every move you make.",Lean Right,1,boston-herald,36.31,9.68
It’s time to put an end to secret and unsavory practices.,Lean Right,1,boston-herald,36.31,9.68
"Burns countered with a jumper on the baseline, but Zackery answered with a drive to make it 68-68 with 1:02 remaining.",Lean Right,0,boston-herald,36.31,9.68
Most of their questions were critical of the Biden administration’s claim that the deal should not go forward because the Sacklers are not bankrupt.,Lean Right,1,boston-herald,36.31,9.68
"Their teenage children want to take to the streets - to wear the colours of protest, to march, to fight back - but all Eilish wants is to keep them hidden and safe.",Lean Left,1,the-guardian,40.67,-7.97
"The image was taken the day before Liberation Day, when military personnel visited the monument to lay flowers in honour of the late leaders.",Lean Left,0,the-guardian,40.67,-7.97
"Yet, ironically for Vincent Kompany’s ball-playing team, they turbocharged their survival bid with a dash of old-fashioned route one.",Lean Left,1,the-guardian,40.67,-7.97
He was a strong trade unionist and had become an internationalist from his service at sea.,Lean Left,0,the-guardian,40.67,-7.97
"Families like Eilish’s are suffering in Ukraine, Syria, Palestine and elsewhere, refugees fleeing political violence, women’s rights violated across the globe, and the far right on the rise in Europe.",Lean Left,1,the-guardian,40.67,-7.97
"In this piece, under new director Cheng Tsung-lung, they look a little less distinctive - there are sections that could be by Sharon Eyal or Crystal Pite - and yet there’s still something in the quality of the dancers, the finessed detail, their ability to execute the smoothest slow motion and shapeshift through endlessly long phrases, and some sense of both spectacle and spiritual.",Lean Left,0,the-guardian,40.67,-7.97
On top of that are all the other things we need.,Lean Left,0,the-guardian,40.67,-7.97
"Largely under her influence, the court steered a firm, middle-of-the-road course through most of the contentious issues it had to confront.",Lean Left,0,the-guardian,40.67,-7.97
"For the average viewer, there likely isn’t a strong sense that, say, Universal Pictures and Peacock share a parent company (or possibly even that Peacock exists at all).",Lean Left,0,the-guardian,40.67,-7.97
