text,source_party,label,source,reliability,bias
"She toyed around with ingredients and what stuck was combining softened cream cheese, powdered sugar, canned pumpkin, pumpkin pie spice, vanilla and the graham cracker crumbs.",Lean Left,0,san-diego-union-tribune,45.68,-1.76
"Holiday Lights concert: The North Coast Symphony puts on its Holiday Lights concert 2:30 p.m. Dec. 9 at the Encinitas Community Center, 1140 Oakcrest Park Drive.",Lean Left,0,san-diego-union-tribune,45.68,-1.76
"Transfer pan to a wire rack to cool for 5 minutes, then brush the rolls with the remaining butter mixture.",Lean Left,0,san-diego-union-tribune,45.68,-1.76
Opinion: American union workers are tapping into their power and fighting back. It’s paying off.,Lean Left,1,san-diego-union-tribune,45.68,-1.76
"Enjoy a game truck, bounce house, arts and crafts, rock climbing and live music.",Lean Left,0,san-diego-union-tribune,45.68,-1.76
Brown and Chen are planning to move the business out of their two-story loft to its own building in City Heights in the future.,Lean Left,0,san-diego-union-tribune,45.68,-1.76
"A week later he was invited to a callback where he cried on cue for the casting directors, and the next day he was on a plane to Los Angeles to film the ad.",Lean Left,0,san-diego-union-tribune,45.68,-1.76
"That later became Bekker’s Bar BQ and was run by her father, and now her mother and brother operate the business as Bekker’s Catering.",Lean Left,0,san-diego-union-tribune,45.68,-1.76
"Youngblood, one of two speakeasies hidden inside CH Projects’ Neighborhood gastropub, is a 16-seat cocktail bar where visitors can reserve a 90-minute, three-course guided tasting for $67.",Lean Left,0,san-diego-union-tribune,45.68,-1.76
"Improvements or updates to artwork, content, and source-code may be purchased at an additional fee.",Lean Left,0,san-diego-union-tribune,45.68,-1.76
"Scott Applewhite, File) The Senate in a single stroke Tuesday approved about 425 military promotions after Sen. Tommy Tuberville of Alabama ended a monthslong blockade of nominations over his opposition to a Pentagon abortion policy.",Lean Left,0,san-diego-union-tribune,45.68,-1.76
"There will be free train rides and holiday entertainment, photos, free holiday crafts for children ages 12 and younger and holiday activity books from Santa’s elf.",Lean Left,0,san-diego-union-tribune,45.68,-1.76
"The free community event includes holiday vendors, photos with Santa, story time with elves, crafts for kids, and a petting zoo.",Lean Left,0,san-diego-union-tribune,45.68,-1.76
"Our border is, in the end, a region facing a challenging collision of two forces - one sees borders as inherently unstable, and thus in need of walls and hyper-security; the other views borders as bridges connecting friendly neighbors, cultures, economies.",Lean Left,1,san-diego-union-tribune,45.68,-1.76
"Strained tomatoes, such as from Pomi, are a similar, excellent option.",Lean Left,0,san-diego-union-tribune,45.68,-1.76
But it was instead a sometimes-harsh referendum on his leadership over the last two years.,Lean Left,1,san-diego-union-tribune,45.68,-1.76
"If the estimated download goal is not reached for a podcast show or episode with Client’s Ad(s) in it, Union-Tribune may satisfy its obligation to Client by placing an Ad in an upcoming bonus episode of the podcast or on a new podcast show.",Lean Left,0,san-diego-union-tribune,45.68,-1.76
"It continues all the way to the Green Valley Truck Trail, which hikers will follow back to the Blue Sky Ecological Reserve entrance.",Lean Left,0,san-diego-union-tribune,45.68,-1.76
"He coached the Buffaloes’ Phillip Lindsay and Rodney Stewart, the program’s second- and third-leading rushers, during his time in Boulder.",Lean Left,0,san-diego-union-tribune,45.68,-1.76
Public comments on the notice of preparation for a draft environmental impact report for East Harbor Island redevelopment and the Topgolf project are due by Dec. 18.,Lean Left,0,san-diego-union-tribune,45.68,-1.76
"Add 2 cups water and bring to a simmer, scraping up the browned bits.",Lean Left,0,san-diego-union-tribune,45.68,-1.76
"The 70- to 85-petaled blooms are produced in large clusters on long stems and have a strong, fruity fragrance.",Lean Left,0,san-diego-union-tribune,45.68,-1.76
"Publisher shall have no liability for, and no credit shall be issued to Advertiser for, errors that do not materially affect the value of the advertisement, branded content, or advertising insert or where Advertiser is responsible for the error or omission.",Lean Left,0,san-diego-union-tribune,45.68,-1.76
Client is responsible for ensuring that its payment information is up to date at all times.,Lean Left,0,san-diego-union-tribune,45.68,-1.76
New coach Sean Lewis has signed up to solve a Rubik’s Cube on steroids.,Lean Left,1,san-diego-union-tribune,45.68,-1.76
"Even before he became a clown he wore loud shirts in crazy colors, unusual ties and wild hats, his daughter the Rev.",Lean Left,1,san-diego-union-tribune,45.68,-1.76
"Republicans meanwhile, want the president’s son to come in for a deposition before a public hearing.",Left,0,alternet,32.71,-14.76
"On Sept. 9, the state removed 41 confirmed cases from Anderson County’s cumulative case count due to adjustments from TDCJ.",Left,0,alternet,32.71,-14.76
But he should have known at the very beginning what it was all about.,Left,1,alternet,32.71,-14.76
"Whether it was suggesting that protesters should be roughed up or praising those who engaged in violence against journalists and dissenters, his remarks encouraged a dangerous disregard for the rule of law and the sanctity of peaceful protest.",Left,1,alternet,32.71,-14.76
"Alone and Exploited, Migrant Children Work Brutal Jobs Across the U.S.",Left,1,alternet,32.71,-14.76
The challenge that remains for search and rescue teams is to use sonobuoys to triangulate the noises potentially being made by the Titan's crew.,Left,0,alternet,32.71,-14.76
"But the pandemic, while having no effect on the inherent moral value of these sentient beings, has stripped them of their commercial worth.",Left,1,alternet,32.71,-14.76
"Sometimes women are painted as too stupid for freedom and sometimes they are painted as too wicked for freedom, but either way the moral is the same: If women are allowed to control their own bodies and their own lives, they will become monsters who murder children and destroy society.",Left,1,alternet,32.71,-14.76
"Then, three weeks after Trump was no longer president, CBO projected that, solely based on laws already in effect as of Jan. 12, the fiscal 2021 deficit would be $2.3 trillion.",Left,0,alternet,32.71,-14.76
"The girls studied music, and the most accomplished were placed in a special class - the figlie di coro, (daughters of the choir) - where they could attain a certain celebrity and, if lucky, marriage offers from the nobility.",Left,0,alternet,32.71,-14.76
"So that the Alexanders, Carnots, Humberts, and others should not be murdered, but it should be explained to them that they are themselves murderers, and, chiefly, they should not be allowed to kill people: men should refuse to murder at their command.",Left,1,alternet,32.71,-14.76
"Meanwhile, Cameron unveiled an education plan Tuesday that includes developing a network of state-backed tutoring programs to help students recover from pandemic learning setbacks.",Left,0,alternet,32.71,-14.76
"And their offense, averaging a measly four yards per play - four!",Lean Right,1,boston-herald,36.31,9.68
Simply email letterstoeditor .com Go here for our letters page and let us print your opinions!,Lean Right,0,boston-herald,36.31,9.68
