text,source_party,label,source,reliability,bias
"Something less invasive than a Myers Briggs assessment, but better than being trapped at a dinner, only to find shortly after the waiter brings the water that you already hate him/her.",Lean Left,0,san-diego-union-tribune,45.68,-1.76
"Liyan Chen is joined by her son, Kai, as she chops roast duck for her congee, a thick porridge of leftover roast meat, jasmine rice and water, at home in Montclair, N.J. (Rachel Vanni / The New York Times) Instant Pot Congee Makes 4 to 6 servings 2 to 3 cups diced roasted duck, chicken or turkey (preferably dark meat), with some of the skin 1 cup jasmine rice, rinsed 1½ teaspoon fine salt, plus more to taste ½ teaspoon ground white pepper, plus more to taste 2 cups chopped romaine (optional) Thinly sliced scallions, for garnish Thinly slivered ginger, soy sauce, sesame oil or chile crisp, for garnish (optional) In the pot of an electric pressure cooker, add roasted meat, rice, salt, pepper and 6 cups water.",Lean Left,0,san-diego-union-tribune,45.68,-1.76
"The free community event includes holiday vendors, photos with Santa, story time with elves, crafts for kids, and a petting zoo.",Lean Left,0,san-diego-union-tribune,45.68,-1.76
"21 Limitation of Liability; Disclaimers Except with respect to indemnification and confidentiality obligations, in no event will Client, on the one hand, and Publisher, any Service Provider, any Vendor and any of their respective affiliates, on the other hand, be liable to the other or any third party for any consequential, incidental, indirect, exemplary, special or punitive damages whatsoever (including damages for loss of use, revenue or profit, business interruption and loss of information or data), whether arising out of breach of contract, tort (including negligence) or otherwise, regardless of whether such damage was foreseeable and whether or not such party has been advised of the possibility of such damages.",Lean Left,0,san-diego-union-tribune,45.68,-1.76
"Donald Parham dropped a huge, easy catch that could have ended things.",Lean Left,0,san-diego-union-tribune,45.68,-1.76
"Improvements or updates to artwork, content, and source-code may be purchased at an additional fee.",Lean Left,0,san-diego-union-tribune,45.68,-1.76
New coach Sean Lewis has signed up to solve a Rubik’s Cube on steroids.,Lean Left,1,san-diego-union-tribune,45.68,-1.76
"Advertisement Coach Brian Dutcher said he wanted to challenge himself with the nonconference schedule, and this might have been the biggest - or perhaps, most ill-advised.",Lean Left,1,san-diego-union-tribune,45.68,-1.76
"In exchange for the perks they received from Flores over the years, Soriano and Parker allegedly rated Flores and his company highly during evaluations, falsified evaluation documents to benefit IntelliPeak, recommended IntelliPeak for various projects and gave Flores insider information that helped him submit the most attractive proposals.",Lean Left,0,san-diego-union-tribune,45.68,-1.76
"For those providing regular sitting services, this fee amounts to just pennies a day.",Lean Left,1,san-diego-union-tribune,45.68,-1.76
"If the difference between Publisher’s measurement and the Third Party Ad Server measurement exceeds 10% over the Invoice period and the Third Party Ad Server measurement is lower, the parties will facilitate a reconciliation effort between Publisher and Third Party Ad Server measurements.",Lean Left,0,san-diego-union-tribune,45.68,-1.76
"In private Facebook messages with San Marcos Mayor Rebecca Jones, he made a sexually explicit comment about her partner.",Lean Left,1,san-diego-union-tribune,45.68,-1.76
"This process culminated in the attempted putsch on January 6, 2021, which as usual was poorly planned and led, yet got alarmingly close to success nonetheless.",Left,1,alternet,32.71,-14.76
So confident was Washington that it rejected the Taliban’s offer to discuss surrendering Bin Laden to a third country if the U.S. stopped the bombing and provided proof of his responsibility for 9/11.,Left,0,alternet,32.71,-14.76
"According to Politico, Republican officials are panicking about the optics of Ms Greene winning the nomination, following a month of protests surrounding racial injustice, after the killing of unarmed black man George Floyd by a then-Minneapolis police officer.",Left,1,alternet,32.71,-14.76
"The state media’s persuasion playbook usually consists of stoking discontent in other countries, presenting Moscow as a paragon of religious propriety and freedom, and hoping that disgruntled foreigners will flow into Russia’s welcoming arms.",Left,1,alternet,32.71,-14.76
Most serious presidential candidates must first find a billionaire buddy to bankroll a race (or be a billionaire themselves).,Left,1,alternet,32.71,-14.76
"Instead, he took off his seat belt and hit the gas.",Left,0,alternet,32.71,-14.76
"That may well be true, but if so, then congressional Republicans don’t get to count the payfor against the cost of their tax plan.",Left,1,alternet,32.71,-14.76
Trump’s Obama preoccupation is likely to grow harder to let go of.,Left,1,alternet,32.71,-14.76
Canada surpassed the record for area burned by wildfires in a single year Monday as hundreds of fires continued to blaze in almost every province and territory.,Left,0,alternet,32.71,-14.76
"Irrigation allows year-round farming, and the irrigated plants naturally create a weak acid that is leeching more and more uranium from sediment.",Left,0,alternet,32.71,-14.76
"Beracha said there are a couple factors that appraisers don't consider that lead them to undervalue a property like Mar-a-Lago, which Trump purchased in 1985.",Left,0,alternet,32.71,-14.76
