text,source_party,label,source,reliability,bias
"Transfer pan to a wire rack to cool for 5 minutes, then brush the rolls with the remaining butter mixture.",Lean Left,0,san-diego-union-tribune,45.68,-1.76
"ArtReach received $74,501 in combined grants for its programs, which use visual art in schools and the community to promote the advancement of social, racial, and economic equity.",Lean Left,0,san-diego-union-tribune,45.68,-1.76
The newsrooms or editorial departments of the Union-Tribune are not involved in the production of this content.,Lean Left,0,san-diego-union-tribune,45.68,-1.76
"For those providing regular sitting services, this fee amounts to just pennies a day.",Lean Left,1,san-diego-union-tribune,45.68,-1.76
"There will be free train rides and holiday entertainment, photos, free holiday crafts for children ages 12 and younger and holiday activity books from Santa’s elf.",Lean Left,0,san-diego-union-tribune,45.68,-1.76
"Some people living with the condition become apathetic, start missing work deadlines, drastically change their eating habits or make extravagant purchases.",Lean Left,0,san-diego-union-tribune,45.68,-1.76
Miracle Babies Toy Drive: Local nonprofit Miracle Babies holds a toy drive to serve families with hospitalized infants through Dec. 20.,Lean Left,0,san-diego-union-tribune,45.68,-1.76
Proceeds benefit children and adults with disabilities at The Arc of San Diego.,Lean Left,0,san-diego-union-tribune,45.68,-1.76
In lieu of the canned soup is a homemade white sauce that takes 10 minutes to prepare.,Lean Left,0,san-diego-union-tribune,45.68,-1.76
"This is an implicit threat to filibuster, and the majority leader routinely files a cloture petition and holds a vote.",Left,1,alternet,32.71,-14.76
"With funding from PG&E, Proctor’s employer, ChemRisk, paid the Chinese author to help publish a new analysis of the data.",Left,1,alternet,32.71,-14.76
"Jerry Brown fired his top two oil regulators in a dispute over underground injection, saying that they had needlessly stepped up environmental scrutiny and slowed the permitting process.",Left,0,alternet,32.71,-14.76
The World Bank only promotes the U.S. pursuit of sustainable development.,Left,1,alternet,32.71,-14.76
"Click to expand Image A piece of the boat and a piece of baby clothing from the deadly migrant shipwreck in Steccato di Cutro near Crotone, Italy, February 28, 2023.",Left,0,alternet,32.71,-14.76
"It's a delicate process, Johnson explained, because each part of the puzzle - the generators producing power, the transmission lines that move the power and the customers that use it - must be carefully managed.",Left,0,alternet,32.71,-14.76
"This mindset is evident in the activist work he dedicates his time to, of course, but also the roles he chooses to take on, like his breakout role in Insecure.",Left,1,alternet,32.71,-14.76
The news that July will be the hottest month comes amid a slew of alarming records that have already been broken - and then broken again - this summer.,Left,1,alternet,32.71,-14.76
"Currently residents of Newark, New Jersey are drinking bottled water after the city realized lead filters it handed out had failed.",Left,0,alternet,32.71,-14.76
Kennedy’s record should remind us that-taking nothing away from other major issues of individual freedom in the court’s hands-the state of our democracy is at stake.,Left,1,alternet,32.71,-14.76
"Michigan’s Democratic attorney general, Dana Nessel, brought charges against the fake electors there in July.",Left,0,alternet,32.71,-14.76
"That case is very likely to go in front of a jury for two, maybe as long as three months, before the Republican National Convention and the nominating process.",Left,1,alternet,32.71,-14.76
