text,source_party,label,source,reliability,bias
"Something less invasive than a Myers Briggs assessment, but better than being trapped at a dinner, only to find shortly after the waiter brings the water that you already hate him/her.",Lean Left,0,san-diego-union-tribune,45.68,-1.76
"On a trip to Egypt, he wore his red clown nose in a crowd.",Lean Left,0,san-diego-union-tribune,45.68,-1.76
Publisher is not responsible for errors on copy received after deadline.,Lean Left,0,san-diego-union-tribune,45.68,-1.76
"If Client rejects a deliverable and explains to Union-Tribune how it does not meet the specifications, Union-Tribune will revise it and redeliver.",Lean Left,0,san-diego-union-tribune,45.68,-1.76
"HOW DO YOU ENSURE YOU’RE NOT KILLING INNOCENT AND PEOPLE OR SAY, ASYLUM SEEKERS WHO ARE NOT CARRYING DRUGS?",Left,1,alternet,32.71,-14.76
"So that the Alexanders, Carnots, Humberts, and others should not be murdered, but it should be explained to them that they are themselves murderers, and, chiefly, they should not be allowed to kill people: men should refuse to murder at their command.",Left,1,alternet,32.71,-14.76
"And as Trump’s election-denying allies faced lawsuits and, in some cases, criminal charges, they continued spreading his bogus theories.",Left,1,alternet,32.71,-14.76
"Under Senate Bill 1030, a drag show couldn’t be conducted between 1 a.m. and 8 a.m. on Monday through Saturday or between 1 a.m. and noon on Sunday.",Left,0,alternet,32.71,-14.76
"The Taliban certainly inspired fear and committed numerous acts of brutality and horror, but poor rural Pashtuns, their social base, didn’t view them as outsiders with strange beliefs and customs, but as part of the local social fabric.",Left,1,alternet,32.71,-14.76
"In 2007, it endorsed Steve Beshear - the current governor’s father - in his successful run.",Left,0,alternet,32.71,-14.76
"By and large, secretaries of state - Democratic and Republican - have said that they don’t believe they have the authority to make that decision on their own, and that it should be up to the courts.",Left,0,alternet,32.71,-14.76
"According to sources, Trump advisers are worried that Trump could alienate hawkish American Jews, who have been voting increasingly Republican in recent elections.",Left,0,alternet,32.71,-14.76
"As Lee sliced and diced their massive data set, she was shocked to find significantly higher national rates of violent death under Republican presidents than under Democratic ones.",Left,1,alternet,32.71,-14.76
"Over the course of seven years, Johnson has never reported a checking or savings account in his name, nor in the name of his wife or any of his children, disclosures show.""",Left,1,alternet,32.71,-14.76
There has been nothing in how the Supreme Court has behaved so far on anything related to Trump’s antics attacking democracy and the democratic process that suggests that they will rule on his side.,Left,1,alternet,32.71,-14.76
"If he had chosen to enforce the laws written and passed by Congress, maintain proven border security policies, and tell the truth, Americans would not be suffering from the devastation this crisis has caused, and almost three - quarters of the American people would not believe their government is failing on border security.",Left,1,alternet,32.71,-14.76
"This vanishingly small number of abortions are performed mostly, if not exclusively, out of medical necessity, and usually because the fetus has birth defects incompatible with life.",Left,1,alternet,32.71,-14.76
"So often the feds seem to botch the details, but one must give them credit for backing down in the end.",Left,1,alternet,32.71,-14.76
"To be sure, congressional Democrats have so far held the line in opposing Republicans’ efforts to weaken the social safety net and generally debilitate poor Americans.",Left,1,alternet,32.71,-14.76
