text,source_party,label,source,reliability,bias
AN UNPRECEDENTED TOLL: he fighting has meanwhile brought unprecedented death and destruction to the coastal strip.,Lean Left,1,san-diego-union-tribune,45.68,-1.76
"Toy bins will be set up throughout the city for folks to drop off new, unwrapped toys.",Lean Left,0,san-diego-union-tribune,45.68,-1.76
"Holiday Lights concert: The North Coast Symphony puts on its Holiday Lights concert 2:30 p.m. Dec. 9 at the Encinitas Community Center, 1140 Oakcrest Park Drive.",Lean Left,0,san-diego-union-tribune,45.68,-1.76
"The event features boutique shopping, silent auction, luncheon and fashion show.",Lean Left,0,san-diego-union-tribune,45.68,-1.76
"During that same period, fentanyl seizures nearly doubled, from 6,829 pounds in 2021 to 12,778 in 2023.",Lean Left,0,san-diego-union-tribune,45.68,-1.76
"Youngblood, one of two speakeasies hidden inside CH Projects’ Neighborhood gastropub, is a 16-seat cocktail bar where visitors can reserve a 90-minute, three-course guided tasting for $67.",Lean Left,0,san-diego-union-tribune,45.68,-1.76
"Doctors and other medical professionals who generally work on inpatient units came to him for specialty consults, blood work, medical imaging and other services.",Lean Left,0,san-diego-union-tribune,45.68,-1.76
"If Client rejects a deliverable and explains to Union-Tribune how it does not meet the specifications, Union-Tribune will revise it and redeliver.",Lean Left,0,san-diego-union-tribune,45.68,-1.76
"Store in an airtight container in the refrigerator, then enjoy cold.",Lean Left,0,san-diego-union-tribune,45.68,-1.76
"For Gail Jennings and her family, the Thanksgiving menu is never written in ink.",Lean Left,0,san-diego-union-tribune,45.68,-1.76
"Transfer pan to a wire rack to cool for 5 minutes, then brush the rolls with the remaining butter mixture.",Lean Left,0,san-diego-union-tribune,45.68,-1.76
"Called Senate Bill 43, the new law, set to take effect Jan. 1, will be the subject of a county hearing Tuesday at which supervisors will debate delaying its implementation for one year.",Lean Left,0,san-diego-union-tribune,45.68,-1.76
"If the estimated download goal is not reached for a podcast show or episode with Client’s Ad(s) in it, Union-Tribune may satisfy its obligation to Client by placing an Ad in an upcoming bonus episode of the podcast or on a new podcast show.",Lean Left,0,san-diego-union-tribune,45.68,-1.76
"The free community event includes holiday vendors, photos with Santa, story time with elves, crafts for kids, and a petting zoo.",Lean Left,0,san-diego-union-tribune,45.68,-1.76
"Gang members issued challenges to rivals outside of the party, according to the District Attorney’s Office.",Lean Left,0,san-diego-union-tribune,45.68,-1.76
"The price range last season was $250 to $1,500 in those same areas.",Lean Left,0,san-diego-union-tribune,45.68,-1.76
"Jingle Belle Cruise: One-hour family-friendly cruise Dec. 21-25 with carolers strolling throughout the ship, meet and greet and photos with Santa Claus, and interactive activities for the family, including cookie decorating, a balloon artist and face painter.",Lean Left,0,san-diego-union-tribune,45.68,-1.76
"Add the milk to the hot butter; the mixture should be warm to the touch (if it’s hot, let cool until warm to the touch).",Lean Left,0,san-diego-union-tribune,45.68,-1.76
Client is responsible for the accuracy and truthfulness of all Client Material.,Lean Left,0,san-diego-union-tribune,45.68,-1.76
"Our border is, in the end, a region facing a challenging collision of two forces - one sees borders as inherently unstable, and thus in need of walls and hyper-security; the other views borders as bridges connecting friendly neighbors, cultures, economies.",Lean Left,1,san-diego-union-tribune,45.68,-1.76
But the financial facts are something quite different from what the pollsters put out there.,Left,0,alternet,32.71,-14.76
