text,source_party,label,source,reliability,bias
"Free family event with entertainment, performers and vendors from different cultures.",Lean Left,0,san-diego-union-tribune,45.68,-1.76
"ArtReach received $74,501 in combined grants for its programs, which use visual art in schools and the community to promote the advancement of social, racial, and economic equity.",Lean Left,0,san-diego-union-tribune,45.68,-1.76
"Years later, family members participating in genetic testing found they had a genetic mutation that increases the family’s risk of frontotemporal dementia.",Lean Left,0,san-diego-union-tribune,45.68,-1.76
"The White House decision to lump additional funding for the border in with Ukraine assistance has given lawmakers, Republicans say, an implicit nod to negotiate policy changes that would otherwise make Democrats feel uncomfortable.",Lean Left,1,san-diego-union-tribune,45.68,-1.76
"Add the milk to the hot butter; the mixture should be warm to the touch (if it’s hot, let cool until warm to the touch).",Lean Left,0,san-diego-union-tribune,45.68,-1.76
The newsrooms or editorial departments of the Union-Tribune are not involved in the production of this content.,Lean Left,0,san-diego-union-tribune,45.68,-1.76
SPRING VALLEY Enchanted Village: Noah Homes hosts its Enchanted Village from 5 to 8 p.m. Dec. 15 through Dec. 22 at 12526 Campo Road.,Lean Left,0,san-diego-union-tribune,45.68,-1.76
They are large white spheres attached to a wooden pole and decorated with bright colors and a banner announcing the name of the town where festivities will be held.,Lean Left,0,san-diego-union-tribune,45.68,-1.76
"A week later he was invited to a callback where he cried on cue for the casting directors, and the next day he was on a plane to Los Angeles to film the ad.",Lean Left,0,san-diego-union-tribune,45.68,-1.76
Israel says it makes every effort to spare civilians and accuses Hamas of using them as human shields.,Lean Left,0,san-diego-union-tribune,45.68,-1.76
"That however, shows how much the bowl system has been gutted by the College Football Playoff system.",Lean Left,1,san-diego-union-tribune,45.68,-1.76
Advertisement The proposed changes to Complete Communities Housing Solutions are a bad deal for San Diego.,Lean Left,1,san-diego-union-tribune,45.68,-1.76
"He coached the Buffaloes’ Phillip Lindsay and Rodney Stewart, the program’s second- and third-leading rushers, during his time in Boulder.",Lean Left,0,san-diego-union-tribune,45.68,-1.76
"There will be free train rides and holiday entertainment, photos, free holiday crafts for children ages 12 and younger and holiday activity books from Santa’s elf.",Lean Left,0,san-diego-union-tribune,45.68,-1.76
"The event features boutique shopping, silent auction, luncheon and fashion show.",Lean Left,0,san-diego-union-tribune,45.68,-1.76
"But nothing ever became law and in the time since, Washington’s center of gravity on immigration has shifted demonstrably to the right, with the debate now focused on measures meant to keep migrants out as Republicans sense they have the political upper hand.",Lean Left,1,san-diego-union-tribune,45.68,-1.76
"Publisher shall have no liability for, and no credit shall be issued to Advertiser for, errors that do not materially affect the value of the advertisement, branded content, or advertising insert or where Advertiser is responsible for the error or omission.",Lean Left,0,san-diego-union-tribune,45.68,-1.76
Tickets are $40-$60 for Dec. 1; $30 for Dec. 2 - more at sanluisrey.org.,Lean Left,0,san-diego-union-tribune,45.68,-1.76
"Making your own fried onions is noble, but canned French-fried onions such as French’s are superior.",Lean Left,1,san-diego-union-tribune,45.68,-1.76
"Now, if there are not playoff implications, bowls are glorified exhibitions where fans chug umbrella drinks.",Lean Left,1,san-diego-union-tribune,45.68,-1.76
"For the NFL, race norming depends on the belief that race is a binary, biological concept, and therefore that differences in Black bodies and minds are not only existent, but quantifiable.",Left,1,alternet,32.71,-14.76
Many of the seniors felt that younger people don't fully appreciate or understand the aging process.,Left,0,alternet,32.71,-14.76
That meant the Trumps had to notify Jones anytime they moved more than $5 million out of the billionaire’s massive trust.,Left,0,alternet,32.71,-14.76
It's not like we have the power to bludgeon the backward right into accepting our diversity standards just because they’re urgent.,Left,1,alternet,32.71,-14.76
"Advertisement In his federal election interference case, Trump responded to a judge pausing another limited gag order by issuing comments that would transparently have violated it had the pause not been in effect.",Left,1,alternet,32.71,-14.76
"Photograph: Courtesy Soho Diner/Heidi’s Bridge Photograph: Courtesy Soho Diner/Heidi’s Bridge Champs Diner has been serving up vegan diner dishes in East Williamsburg since 2010 (it, too, recently also opened a ‘70s-themed diner follow-up called Hartbreakers, further in Bushwick).",Left,0,alternet,32.71,-14.76
"Not holding those to account for the planning, execution or complacency required to make Jan. 6 a reality only encourages lawlessness and further attacks on our democracy.",Left,1,alternet,32.71,-14.76
"But the novel made him briefly the dean of Russian literature in the eyes of the West-until, that is, the publication of Dostoevsky’s Crime and Punishment (1866) and Tolstoy’s War and Peace (1867).",Left,1,alternet,32.71,-14.76
"Even Belichick's lame, mumbly and defensive press conferences are scoring more points with a ticked-off fan base than his offense is.",Lean Right,1,boston-herald,36.31,9.68
The Wu Administration is actually exploring such an idea as a basic income program.,Lean Right,0,boston-herald,36.31,9.68
"Then, if they also lost out on Yamamoto, they may find themselves empty-handed and suddenly facing a heavily depleted pitching market.",Lean Right,0,boston-herald,36.31,9.68
Burns hit a short baseline jumper to give the Wolfpack a 56-51 lead into the third media timeout.,Lean Right,0,boston-herald,36.31,9.68
Shrinking utility profit margins and transferring social costs to general government could actually work to lower California’s crazy electric rates.,Lean Right,1,boston-herald,36.31,9.68
They tried to tie Trump to the insurrection and that hasn’t worked.,Lean Right,1,boston-herald,36.31,9.68
"We do not speak to the ex-wife, but what can we do to stop this destructive behavior?",Lean Right,0,boston-herald,36.31,9.68
"So far this season, they’ve made sure that’s not a problem.",Lean Right,0,boston-herald,36.31,9.68
But the Justice Department raised a last-minute objection and argued that wealthy people like the Sacklers should not be allowed to use the bankruptcy system to shield themselves from future lawsuits.,Lean Right,0,boston-herald,36.31,9.68
"Smith describes his Dodge pickup, with respect, as a 1-ton, four-wheel drive, extended cab, long bed pickup with dual rear wheels.",Lean Right,0,boston-herald,36.31,9.68
Most were made in far-off countries whose citizens might be proud to display them in public.,Lean Left,1,the-guardian,40.67,-7.97
"Buzz Aldrin was this balding guy, he could have been a dentist, Mike Collins looked like your biology teacher.",Lean Left,1,the-guardian,40.67,-7.97
"In a show celebrated for its storytelling though clothing choices, the placement was a marketing coup.",Lean Left,0,the-guardian,40.67,-7.97
"There are spells where he plays his breathy, Elliott Smith-y, Nick Drake-ish tunes on an acoustic guitar, which are pretty if a bit lyrically banal.",Lean Left,1,the-guardian,40.67,-7.97
But the west is very much not guiltless in supporting the corrupt systems that have bedevilled both Russia and Ukraine (anger at which drove Kyiv’s 2014 revolution).,Lean Left,1,the-guardian,40.67,-7.97
"Close your eyes, and he could almost be the blues shouter who hollered Gloria with Them back in 1964.",Lean Left,0,the-guardian,40.67,-7.97
"But its spirit is best summed up by Cooper’s words to Tim Key, when - during a digression from his pitch for comic masterpiece The Diary of a Nobody - he mentions offhand enjoying The Catcher in the Rye due to its brevity.",Lean Left,0,the-guardian,40.67,-7.97
"Holly is trying to get into the Teamsters union by working on commercial shoots so she can better look after her ailing teenage son, and is meant to be an ace driver who takes part in desert drag races with her souped-up black truck.",Lean Left,0,the-guardian,40.67,-7.97
"Then came the obligatory mention of the elite, who are said to have alienated part of the electorate.",Lean Left,1,the-guardian,40.67,-7.97
"None of the diarists of ages and administrations past have ever given anything close to this impression of rats fighting in a sack, and being so very bad at it.",Lean Left,1,the-guardian,40.67,-7.97
"Ajaccio, Corsica, 1769-1778 Napoleon was born in Ajaccio on 15 August 1769, the year the French took back Corsica from the Genoese and just a few months after the birth of Arthur Wellesley - later the 1st Duke of Wellington - in Dublin.",Lean Left,0,the-guardian,40.67,-7.97
And poor old Dimly was expected to act as if he was serious.,Lean Left,1,the-guardian,40.67,-7.97
Nicole Flattery Author of the short story collection Show Them a Good Time (Bloomsbury) and the novel Nothing Special (Bloomsbury) Emma Cline’s The Guest (Chatto & Windus) is a panic-inducing beach read that could be directed by the Safdie brothers.,Lean Left,0,the-guardian,40.67,-7.97
"It may still be true that men don’t often talk about their feelings with each other, but we do talk about our symptoms, frankly and openly.",Lean Left,0,the-guardian,40.67,-7.97
"It dares to ask big questions about trauma, grief and fate.",Lean Left,0,the-guardian,40.67,-7.97
"In 2017, a $15 billion bond authorized a complete remodeling of Los Angeles International Airport-recognized as one of the more congested, disorganized, and unpleasant airports in America.",Right,0,american-greatness,18.93,22.45
"According to recent Bloomberg News data, the average middle-class citizen has lost $33,000 in net worth so far this year.",Right,0,american-greatness,18.93,22.45
"College enrollment had risen for decades, peaking at 70.1% in 2009, but then it began to ebb.",Right,0,american-greatness,18.93,22.45
A haughty green California also regulated timber companies out of business.,Right,1,american-greatness,18.93,22.45
"The DOL probe is being led by Acting Secretary Julie Su, whose nomination has been stalled in the U.S. Senate.",Right,0,american-greatness,18.93,22.45
"It is likely, however, that even in our internal discussions, we will have disagreements about where, precisely, the one ends and the other begins.",Right,0,american-greatness,18.93,22.45
"Those who suffered exile had their property confiscated, which would explain Juvenal’s bitter depictions of impoverished writers seeking favors from indifferent patrons.",Right,0,american-greatness,18.93,22.45
"But truly free trade between nations, even when the two nations in question are relatively free and well-disposed toward one another, is more to be hoped for than expected.",Right,0,american-greatness,18.93,22.45
"While the worst interpretations of this hidden agenda may be overstatements, we would be well advised to hear them out.",Right,1,american-greatness,18.93,22.45
Particularly noteworthy is his discussion of the way certain words acquire a positive or negative charge that lifts them out of the precincts of ordinary semantics to a realm of moral inviolability.,Right,0,american-greatness,18.93,22.45
"Before anyone in any position of power begins to think about even commenting on foreign conflicts, they should solve the crises roiling our civic life at home.",Right,1,american-greatness,18.93,22.45
"But Benjamin Netanyahu is Israel’s longest-serving prime minister ever, and he comes from a famed Zionist family.",Right,1,american-greatness,18.93,22.45
"For example, middle income Hispanics struggle to deal with persistent, punishing inflation.",Right,1,american-greatness,18.93,22.45
"In the summer, he would go south to stay with his mother in the house he had bought her.",Right,0,american-greatness,18.93,22.45
Hamas could not exterminate the Israelis even if it might want to.,Right,1,american-greatness,18.93,22.45
