text,source_party,label,source,reliability,bias
"For Gail Jennings and her family, the Thanksgiving menu is never written in ink.",Lean Left,0,san-diego-union-tribune,45.68,-1.76
"Enjoy a game truck, bounce house, arts and crafts, rock climbing and live music.",Lean Left,0,san-diego-union-tribune,45.68,-1.76
"Advertisement In western Mexico, forests are being razed at a breakneck pace and while deforestation in places such as the Amazon rainforest or Borneo is driven by cattle ranching, gold mining and palm oil farms, in this hot spot, it is fueled by the voracious appetite in the United States for avocados.",Lean Left,1,san-diego-union-tribune,45.68,-1.76
"Strained tomatoes, such as from Pomi, are a similar, excellent option.",Lean Left,0,san-diego-union-tribune,45.68,-1.76
Children receive free Magic Glasses to view the light show in assorted colors.,Lean Left,0,san-diego-union-tribune,45.68,-1.76
"Liyan Chen is joined by her son, Kai, as she chops roast duck for her congee, a thick porridge of leftover roast meat, jasmine rice and water, at home in Montclair, N.J. (Rachel Vanni / The New York Times) Instant Pot Congee Makes 4 to 6 servings 2 to 3 cups diced roasted duck, chicken or turkey (preferably dark meat), with some of the skin 1 cup jasmine rice, rinsed 1½ teaspoon fine salt, plus more to taste ½ teaspoon ground white pepper, plus more to taste 2 cups chopped romaine (optional) Thinly sliced scallions, for garnish Thinly slivered ginger, soy sauce, sesame oil or chile crisp, for garnish (optional) In the pot of an electric pressure cooker, add roasted meat, rice, salt, pepper and 6 cups water.",Lean Left,0,san-diego-union-tribune,45.68,-1.76
"My aim wasn’t to improve the original, but to honor its careful calibration of flavors by replicating them from scratch.",Lean Left,0,san-diego-union-tribune,45.68,-1.76
"For those providing regular sitting services, this fee amounts to just pennies a day.",Lean Left,1,san-diego-union-tribune,45.68,-1.76
"The free community event includes holiday vendors, photos with Santa, story time with elves, crafts for kids, and a petting zoo.",Lean Left,0,san-diego-union-tribune,45.68,-1.76
"Improvements or updates to artwork, content, and source-code may be purchased at an additional fee.",Lean Left,0,san-diego-union-tribune,45.68,-1.76
So we were a community that was already rattled with these toxic stresses.,Left,1,alternet,32.71,-14.76
"Aera and TRC, another oil company that leased adjoining property, periodically pumped out the oil and sold it.",Left,0,alternet,32.71,-14.76
"The projections in the UCS report, though, are based on a scenario that seems increasingly less likely: a constant level of emissions through mid-century.",Left,1,alternet,32.71,-14.76
"BONNIE FAULKNER: When Super Imperialism: The Economic Strategy of American Empire was originally published in 1972, how was it received?",Left,0,alternet,32.71,-14.76
And those most responsible for this global crisis must finally be held accountable.,Left,1,alternet,32.71,-14.76
"This is tyrannical leadership, poor leadership, and none of you are willing to stand up for our children.",Left,1,alternet,32.71,-14.76
NC State took 19-12 when Jayden Taylor swished a corner trey with 9:04 to play.,Lean Right,0,boston-herald,36.31,9.68
The Wu Administration is actually exploring such an idea as a basic income program.,Lean Right,0,boston-herald,36.31,9.68
"Yet, you just delegate this to VP Harris - again, why she needs to go - while mayors and governors beg for millions to bail you out.",Lean Right,1,boston-herald,36.31,9.68
Our economy was not shackled by regulations and we controlled the oil market across the globe.,Lean Right,1,boston-herald,36.31,9.68
"Furthermore, the dynamics in New Hampshire are much more favorable to Haley’s posture as a mainstream, pre-Trump Republican.",Lean Right,1,boston-herald,36.31,9.68
"Fifteen years ago, the US and EU economies were of a similar size; today America’s is a third bigger.",Lean Left,0,the-guardian,40.67,-7.97
"Ah well, 18-year-old Hathaway manages to be adorable throughout, especially when talking to her cat or bouncing with frustration because her bestie, Lilly (Heather Matarazzo), doesn’t think monarchies are all that.",Lean Left,1,the-guardian,40.67,-7.97
This one doesn’t deserve to be obscure: it has a lot going for it.,Lean Left,1,the-guardian,40.67,-7.97
Blades fans made their dissatisfaction audible but their club’s lack of ambition is the main source of ire.,Lean Left,1,the-guardian,40.67,-7.97
"As well as its glorious architecture, Lyon is generally acknowledged as France’s (and to locals the world’s) gastronomic capital.",Lean Left,1,the-guardian,40.67,-7.97
"The islands of the Aegean have long been a place to relax, swim, drink to oblivion and have wild sex.",Lean Left,1,the-guardian,40.67,-7.97
"De Waal, the Dutch zoologist, has seen many escape attempts in his time.",Lean Left,0,the-guardian,40.67,-7.97
He was a strong trade unionist and had become an internationalist from his service at sea.,Lean Left,0,the-guardian,40.67,-7.97
"People just love a good story She has the unenviable task of performing Don’t Rain on My Parade by Jewish pop culture’s ultimate icon, Barbra Streisand.",Lean Left,1,the-guardian,40.67,-7.97
What we said: It turns out that Better Call Saul’s creators were saving its greatest trick for the final stretch.,Lean Left,0,the-guardian,40.67,-7.97
"Or the icy misogyny of Isaac Bashevis Singer, who wrote the short story on which Yentl was based and made a bunch of snide comments about Streisand when the movie came out?",Lean Left,1,the-guardian,40.67,-7.97
The difference in attitude speaks volumes about Scott’s reputation as a workhorse.,Lean Left,1,the-guardian,40.67,-7.97
Yet alongside these tragic deaths are those who have been killed while working.,Lean Left,0,the-guardian,40.67,-7.97
"Contemporary billionaires appear to understand civics and civilians as impediments to their progress, necessary victims of the externalities of their companies’ growth, sad artefacts of the civilisation they will leave behind in their inexorable colonisation of the next dimension.",Lean Left,1,the-guardian,40.67,-7.97
"The Toymaker’s Child features an epic cast The Toymaker’s Child Rayne theatre, London, 22 November-13 January You’ll be hard pressed to find a bigger festive cast than Chickenshed’s annual Christmas show.",Lean Left,0,the-guardian,40.67,-7.97
"David Innes-Wilkin Some like it hot, Italy Photograph: lugris/Alamy Surrounded by ornate walls and tucked away under a leafy canopy is the Parco Termale del Garda near Lake Garda.",Lean Left,0,the-guardian,40.67,-7.97
"Sadly it was cut down in an act of vandalism last month Another iconic National Trail, the Pennine Way, crosses Hadrian’s Wall on its way north to Kielder Forest, the Cheviot hills and the Scottish border.",Lean Left,0,the-guardian,40.67,-7.97
"Once the chocolate has set, cover the tray with another sheet of baking paper and place a second baking tray on top, which will help to prevent the chocolate from curling as it contracts.",Lean Left,0,the-guardian,40.67,-7.97
"In 2017 - 12 years after she started working for Walkers’ parent company, PepsiCo - she was promoted to director of global flavour and seasonings, meaning it’s her job to develop flavours for Europe, Africa and Asia.",Lean Left,0,the-guardian,40.67,-7.97
"But aside from her racist and Marxist agenda, she has been named by a government ethics group as one of the most corrupt members of Congress.",Right,1,american-greatness,18.93,22.45
"Biden claimed that Archer, his international consultancy partner, brought Burisma into their business orbit after first meeting Burisma’s founder in Kyiv.",Right,0,american-greatness,18.93,22.45
Abortion was only one of many other factors that contributed to the disappointing midterm results and lukewarm outcomes of the 2023 off-year elections.,Right,1,american-greatness,18.93,22.45
"While the Biden administration may choose to ignore this reality, the end result of their shift back to unaccountable engagement with the CCP is the erosion of America’s system of hub-and-spoke alliances in the region.",Right,1,american-greatness,18.93,22.45
"For the first time in their lives, many of the ignorant protestors suddenly professed concern about refugees, colonialism, disproportionality, innocent civilians, and the rules of war.",Right,1,townhall,24.95,19.79
"If retailers defy the law, they will get slapped with a $500 fine.",Right,0,townhall,24.95,19.79
"But years of abuse and injuries have taken their toll, questioning the jockey’s ability to continue.",Right,0,newsmax,28.9,13.54
"Green groups are supposed to be about keeping our rivers, lakes and streams clean.",Right,1,newsmax,28.9,13.54
"Adam Driver and any f person in the whole world deserves kindness and respect,"" a third added, according to the Daily Mail.",Right,0,newsmax,28.9,13.54
"Nutsy), who the jeweler believes stole a fortune in diamonds from his safe.",Right,1,newsmax,28.9,13.54
"Said Danielle Solzman of Solzy at the Movies, ""Blue Hawaii is as much of a tourist ad for Hawaii as it is a way to get people to buy the soundtrack album.",Right,0,newsmax,28.9,13.54
"It doesn't go far enough for some lawmakers on the governing Conservative Party’s authoritarian wing, who want the U.K. to go further and leave the European rights convention completely.",Right,0,newsmax,28.9,13.54
"Great powers should never cede to lesser powers, unconnected to their vital interests, the capacity to drag them into unwanted wars.",Right,1,newsmax,28.9,13.54
"The SR22 has an ingenious throttle design for easy power management, large LCD cockpit displays, and cruises at a 25,000-foot ceiling at a speed of 240 mph.",Right,0,newsmax,28.9,13.54
"Foreign affairs are becoming messier and jumbled, with long-standing political alliances breaking down and the situation at hand becoming exceedingly difficult to navigate.",Right,0,newsmax,28.9,13.54
"However, you don't have to worry about spending hours digging through the internet to find the ideal casino.",Right,0,newsmax,28.9,13.54
But there are few features of the Russian economy - which has been described as a gas station with nuclear weapons - that would cause any sane person to believe that it will become a serious threat to the economic preeminence of the United States in the next century.,Right,1,newsmax,28.9,13.54
Our experts highly recommend it to those looking for exciting bonus offers.,Right,1,newsmax,28.9,13.54
The offer gives you a 50% match up to $1000 if you deposit $55 or more.,Right,0,newsmax,28.9,13.54
"However, over six months people in the meditation group saw their adherence to the DASH diet improve significantly, and they became more tuned in to how their body feels when they treat it well - and when they don't.",Right,0,newsmax,28.9,13.54
"These bills all had the same ultimate purpose: spending money to benefit Democratic donors, not Democrat voters, and certainly not the vast range of the American citizenry.",Right,1,infowars,15.78,23.58
"Since Ukraine began its counteroffensive, the loss of advanced equipment, including jet fighters and NATO supplied tanks, has been staggering, and the loss of lives horrifying.",Right,0,infowars,15.78,23.58
"AZ: A massive group is still waiting to be taken into custody after crossing illegally into Lukeville, AZ.",Right,0,infowars,15.78,23.58
"It is now clear, because of their own testimony, that Germany, France and Ukraine used the Minsk negotiations as a deception to buy time for Ukraine to build an armed forces capable of achieving a military solution to the Donbas.",Right,1,infowars,15.78,23.58
President Biden and his family must be held accountable for this blatant corruption.,Right,1,infowars,15.78,23.58
"That the group behaved humanely to a grandmother, moreover, does not mitigate the outrage of having kidnapped a grandmother in the first place, tossing her across a motorbike and beating her with sticks.",Lean Left,1,the-economist,42.4,-1.43
"It involves China financing billions of dollars of investment in roads, railways and other infrastructure across Eurasia and Africa.",Lean Left,0,the-economist,42.4,-1.43
"What else was to be expected in a tiny strip of land, devoid of natural resources, even water, but home to approximately 2.3m people, most of them living in abject poverty and locked within the strip, while the few able to leave could only do so with great difficulty?",Lean Left,1,the-economist,42.4,-1.43
"Online as elsewhere, identity politics have obstructed robust debate and promoted soft censorship.",Lean Left,1,the-economist,42.4,-1.43
"The gradual shift from cash-in-hand payments to direct deposits could have forced poorer folk such as cleaners and taxi-drivers to report more income on tax returns, making them appear richer when in fact they were not.",Lean Left,1,the-economist,42.4,-1.43
They can disable a Bradley and potentially even blow it up.,Lean Left,0,washington-post,38.8,-6.85
"The disgraced ex-congressman debuted Monday on Cameo, the video-sharing platform where users can commission a personalized message from actors, athletes and varying grades of celebrities.",Lean Left,0,washington-post,38.8,-6.85
"Glamorizing can do the same thing: Look at the models wearing gowns, clutching coffee cups.",Lean Left,0,washington-post,38.8,-6.85
Catherine Rampell writes that Trump’s economic track record and his recent signals that he’d strong-arm the Federal Reserve as again-president mean that price hikes under him could make the inflation under President Biden look like a three-day-old birthday balloon.,Lean Left,1,washington-post,38.8,-6.85
"The White House and Congress, she said, should force drugmakers to negotiate with states to start importation programs.",Lean Left,0,washington-post,38.8,-6.85
"There are several theories why exercise may improve immune function, Kohut says, such as muscle-secreted proteins that influence the immune response and exercise-induced changes in the production of metabolites - chemical compounds that the body generates during metabolism.",Lean Left,0,washington-post,38.8,-6.85
"Whatever the argument, many people in higher education say U.S. News forces schools to share its arbitrary values or suffer the reputational consequences.",Lean Left,1,washington-post,38.8,-6.85
"Their policy choices mostly affect things only around the edges, especially in the short term.",Lean Left,1,washington-post,38.8,-6.85
"Plopped in the pillowy seats of a climate-controlled movie theater, we do not sweat.",Lean Left,1,washington-post,38.8,-6.85
"Five Murmurations National Museum of African Art, 950 Independence Ave. SW. africa.si.edu.",Lean Left,0,washington-post,38.8,-6.85
"Share this article Share When Blue’s upheld fist emerged, the crowd was ecstatic.",Lean Left,0,washington-post,38.8,-6.85
"Due to this problem, the league decided to keep patches off altogether.",Lean Right,0,fox-business,38.81,9.11
"In 2021, congressional Democrats lowered the reporting threshold for online transactions to an unreasonably low level of $600 or more - and Congress had until Dec. 31 to fix this error.",Lean Right,1,fox-business,38.81,9.11
"An ultra-rare stamp depicting an upside-down aircraft has sold for $2 million at a New York auction, setting the record for the most expensive single U.S. stamp sold.",Lean Right,0,fox-business,38.81,9.11
That resulted in a combined adjusted Ebitda loss of $169 million across all of Zillow.,Lean Right,0,fox-business,38.81,9.11
"Apple Inc Both products could see boosted processing speeds thanks to upgrades in the chips inside them, Bloomberg reported.",Lean Right,0,fox-business,38.81,9.11
"Under Speaker Johnson’s leadership, Republicans should instead unite around the commonsense conservative reforms they already support - and Americans need.",Lean Right,1,fox-business,38.81,9.11
"It has gone on to notch more weeks in the top 10 of the Billboard 200 (109 weeks) than any other album by a single music act in the history of the chart, which goes back to March 1956.",Lean Right,0,fox-business,38.81,9.11
Saudi Arabia first began scaling back output in July and has extended the production cut three times so far.,Lean Right,0,fox-business,38.81,9.11
The president has already added more than $400 billion in costs to businesses and consumers through red tape - an enormous drag on the economy.,Lean Right,1,fox-business,38.81,9.11
It would be Exxon’s largest deal since its $75 billion merger with Mobil in the late 1990s.,Lean Right,0,fox-business,38.81,9.11
"To have this administration slap us in the face by providing China and Russia with $1.6 billion while we're suffering right here at home... last week alone, we were in Oklahoma trying to save a family farmer there.",Lean Right,1,fox-business,38.81,9.11
"The retailer, which announced a search for a new, permanent CEO in June, will not pick a new leader until well into 2023, two sources familiar with the matter said.",Lean Right,0,fox-business,38.81,9.11
Reside Custom Homes claimed the company fronted the money for the additional work with Vergara agreeing to pay them back.,Lean Right,0,fox-business,38.81,9.11
"When you exercise your choice, whether it be Small Business Saturday or any given day, keep in mind how powerful and important it is to support American entrepreneurs.",Lean Right,0,fox-business,38.81,9.11
Third: Congress should free small businesses from a burdensome mandate that goes into effect this coming January.,Lean Right,0,fox-business,38.81,9.11
An online marketplace like Credible can help you compare your options.,Lean Right,0,fox-business,38.81,9.11
The person on the call spoke a little slower than his grandson.,Lean Right,0,fox-business,38.81,9.11
"It did not impact brewery and warehouse staff, the company also said.",Lean Right,0,fox-business,38.81,9.11
Then the dictator keeps his dictatorship going by walking away from Biden's deal.,Lean Right,1,fox-business,38.81,9.11
"MORE FAMILIES LOST FAITH IN ‘AMERICAN DREAM’ IN LAST 5 YEARS: STUDY But the recent surge is not entirely surprising, Nitzsche says, pointing out there has also been a steady increase in the number of consumers seeking credit counseling over the last 18 months across almost all age groups.",Lean Right,1,fox-business,38.81,9.11
"Inflation has come down, but prices are still high and real wages are still falling and the Biden administration foolishly continues to pursue its big government socialist green new deal that is keeping fossil production low and fossil prices still too high, even though they have come down a bit.",Lean Right,1,fox-business,38.81,9.11
11:12 Canada is ‘a haven for Islamic Republic agents’ warns Iranian human rights activist Prominent Iranian American journalist and human rights activist Masih Alinejad tells The New Reality she was given a bone-chilling warning from the FBI: don’t travel to Canada.,Lean Left,1,global-news,44.54,-4.26
1:15 Saskatoon council ‘crawling’ through budget He said he can see why that increase would be a concern for property owners in Saskatoon.,Lean Left,1,global-news,44.54,-4.26
"He was furious that Hashemi was apparently allowed to roam the country freely, visiting tourist sites in Montreal and Toronto.",Lean Left,1,global-news,44.54,-4.26
"Despite her eye-popping statistics sheet, Sinclair’s teammates describe her as unassuming and humble.",Lean Left,1,global-news,44.54,-4.26
Jeff Semple gets an inside look at how a volunteer team of high-tech experts are helping track down the hostages.,Lean Left,0,global-news,44.54,-4.26
The aircraft occurrence summary says the Canadian CC150 Polaris military transport plane flew to Andersen Air Force Base in Guam on July 21 to pick up Canadian service members participating in a multinational military exercise centred on Indo-Pacific security.,Lean Left,0,global-news,44.54,-4.26
"Cold winter weather has rolled in, and so has dull, flaky skin-but it doesn’t have to stick around.",Lean Left,0,global-news,44.54,-4.26
"Story continues below advertisement On Saturday, a woman in Mexico was found dead after an apparent shark attack in Melaque Bay.",Lean Left,0,global-news,44.54,-4.26
"Granted, this interactive baby teether is really for parents and grandparents to giggle over.",Lean Left,1,global-news,44.54,-4.26
"After days of shaving off the edges of key warming issues, climate negotiators Tuesday zeroed in on the tough job of dealing with the main cause of what’s overheating the planet: fossil fuels.",Lean Left,1,global-news,44.54,-4.26
Story continues below advertisement He said emergency rooms are seeing an influx of patients due to viruses and health-care professionals have been part of rotating public sector walkouts.,Lean Left,0,global-news,44.54,-4.26
"In one video she claims the Patek Philippe Nautilus 5711 on her wrist costs 100,000 pounds, or about CAD$170,000 - more than double the average Canadian’s yearly income.",Lean Left,1,global-news,44.54,-4.26
McLean said survivors often require services like housing and mental health or addictions services.,Lean Left,0,global-news,44.54,-4.26
"Story continues below advertisement The report shows that nearly 4,000 human trafficking incidents were reported to police from 2012 until 2022.",Lean Left,0,global-news,44.54,-4.26
The 2017 Canadian Survey on Disability found more than six million Canadians age 15 and over - 22 per cent of the population - identify as having a disability.,Lean Left,0,global-news,44.54,-4.26
"But the plane began rolling on its own, right over the chocks, and its nose collided with the hangar wall while the right engine of the aircraft hit a tow tractor inside the hangar.",Lean Left,0,global-news,44.54,-4.26
"Comes with fun molds including a scoop, sundae cup, and waffle press, along with toppings for your tiny shopkeeper.",Lean Left,0,global-news,44.54,-4.26
"Pat Bell / Global News In fact, The New Reality heard from Iranian Canadians, legal experts, and security and intelligence sources who say Canada has an especially big problem with hundreds, maybe thousands, of potentially dangerous regime-connected officials here on Canadian soil.",Lean Left,0,global-news,44.54,-4.26
Greer and Mikael Backlund created unforgettable moments for the young fans undergoing treatment.,Lean Left,0,global-news,44.54,-4.26
"For the parent reading this who is trying to instill godly principles into your children, but feels the pressure of the world closing in, be strong and keep fighting.",Lean Right,1,the-christian-post,36.41,10.31
One of them cut her breasts off - the others played with them like a toy.,Lean Right,1,the-christian-post,36.41,10.31
"Over the past few decades, the UMC has faced a divisive debate over whether to remove language from its Book of Discipline banning the blessing of same-sex unions and the ordination of noncelibate homosexuals.",Lean Right,0,the-christian-post,36.41,10.31
"These ‘Super Apostles’ are equal to the original Apostles - the ones who witnessed Jesus’ life, death and resurrection and were appointed by Christ Himself to the office.",Lean Right,1,the-christian-post,36.41,10.31
"They are constantly scheming to oppose Christians, even though they have already lost the war.",Lean Right,1,the-christian-post,36.41,10.31
"He discusses the new video series Expressions of Educational Freedom  K12  The Lynde and Harry Bradley Foundation (bradleyfdn.org), which point to models of excellence in private, often Christian, education.",Lean Right,0,the-christian-post,36.41,10.31
"Home Opinion The tide is turning against woke companies For conservatives and Christians seeking to live out our faith in a world that is utterly against us, putting our money where our mouth is hasn’t always been an easy - or even feasible - action to take.",Lean Right,1,the-christian-post,36.41,10.31
The other divergent side is going to be the principles of the Kingdom of God.,Lean Right,1,the-christian-post,36.41,10.31
The guest who is there for the vibe needs to be catered to - they’re the ones who have full wallets.,Left,1,vox,39.59,-10.05
"It was fun to watch the hand-wringing among Wall Street titans and talking heads on CNBC, wagging their fingers that this was all very irresponsible.",Left,1,vox,39.59,-10.05
"It’s not yet clear whether Johnson will look to take a more moderate stance as time goes on, especially on issues like keeping the government open.",Left,0,vox,39.59,-10.05
"Manufacturers often have support pages for diagnosing and troubleshooting problem issues, such as noises coming from a Samsung refrigerator or an LG air conditioner not cooling well.",Left,0,vox,39.59,-10.05
"When we found out that Russian President Vladimir Putin was preparing to invade Ukraine, we were confronted with a challenge: the United States was not committed by treaty to Ukraine’s defense, but if Russia’s aggression went unanswered, a sovereign state would be extinguished, and a message would be sent to autocrats around the world that might makes right.",Center,1,foreign-affairs,44.56,-6.55
"The discipline would make faster intellectual progress if it were organized less hierarchically and would abandon its combative, testosterone-fueled seminar culture.",Center,1,foreign-affairs,44.56,-6.55
AN EXTRAORDINARY MAN Kissinger’s influence didn’t ebb after he left the State Department in 1977.,Center,1,foreign-affairs,44.56,-6.55
"In Seville, tapas turns out to be a twentieth-century upper-class luxury, and beloved regional cuisines a politically constructed bulwark for Franco’s authoritarian rule.",Center,1,foreign-affairs,44.56,-6.55
But we will also avoid the protracted forever wars that can tie down U.S. forces and that do little to actually reduce the threats to the United States.,Center,1,foreign-affairs,44.56,-6.55
