text,source_party,label,source,reliability,bias
"Donald Parham dropped a huge, easy catch that could have ended things.",Lean Left,0,san-diego-union-tribune,45.68,-1.76
"Improvements or updates to artwork, content, and source-code may be purchased at an additional fee.",Lean Left,0,san-diego-union-tribune,45.68,-1.76
"Simply put, the French have less access to firearms than Americans, but they find other ways to end their lives.",Left,1,alternet,32.71,-14.76
"Going back, that’s why they should be putting the Doomsday Clock on the front of every newspaper.",Left,1,alternet,32.71,-14.76
"Large-scale eviction processes, accelerated by the end of pandemic-era protections, are overtly enabling gentrification, especially in minority neighbourhoods.",Left,1,alternet,32.71,-14.76
"For those correctional institutions that do allow network access, most digital educational resources are offered through closed network access.",Left,0,alternet,32.71,-14.76
"And over the past 26 years, Wage and Hour Division investigators have continued to identify sweatshop conditions in the garment industry, and in other industries with widespread wage and hour violations.",Left,0,alternet,32.71,-14.76
"An analysis of the film’s claims by the Associated Press found numerous problems with the data analysis that D’Souza and True the Vote, a conservative advocacy group, performed to reach their conclusions.",Left,1,alternet,32.71,-14.76
"Instead, he took off his seat belt and hit the gas.",Left,0,alternet,32.71,-14.76
Lost in this maelstrom of events is how Donald Trump and his regime have again turned crisis into an opportunity to advance their neofascist authoritarian agenda.,Left,1,alternet,32.71,-14.76
"As long as the blame for the chaos and division in America sits more on Trump than on the protesters, his bet on white supremacy will backfire.",Left,1,alternet,32.71,-14.76
Often these debts are reported to the credit bureaus because of payment delays by people’s insurance companies.,Left,0,alternet,32.71,-14.76
"With or without them, the United States would currently have stable debt, albeit potentially at a higher level, despite rising spending.28 In other words, these legislative changes-the Bush and Trump tax cuts-are responsible for more than 90 percent of the change in the trajectory of the debt ratio to date (see Figure 3) and will grow to be responsible for more than 100 percent of the debt ratio increase in the future.",Left,1,alternet,32.71,-14.76
"The origin story of a supposedly unitary nation, albeit now multicultural, remained intact.",Left,1,alternet,32.71,-14.76
We look at the votes that have been reported so far and adjust our estimate based on what we expect from the votes that remain.,Left,0,alternet,32.71,-14.76
A new state office has been created to investigate ‘election crimes.’ Florida’s Medicaid regulator is considering denying state-subsidized treatments to transgender people.,Left,0,alternet,32.71,-14.76
"Last year, the U.S. flu season ramped up earlier than expected, in the first few weeks of October.",Left,0,alternet,32.71,-14.76
"These provisions were publicized in Washington, D.C. on November 11, 2023, by Cardinal Christophe Pierre, apostolic nuncio to the United States.",Left,0,alternet,32.71,-14.76
His rallies have devolved into bizarre soliloquies of rage and vengeance.,Left,1,alternet,32.71,-14.76
"Governor Whitmer-open up your state, open up your schools, and open up your churches!",Left,1,alternet,32.71,-14.76
Studies show that adding new housing supply slows rent growth-both nearby and regionally-by reducing competition among tenants for each available home and thereby lowering displacement pressures.,Left,0,alternet,32.71,-14.76
"He’s president, and I’ve seen you, once the election was over, embrace people.",Left,1,alternet,32.71,-14.76
That happened with the help of a young lawyer who took the lead of a landmark case against the clothing companies that benefited from the workers’ labor.,Left,1,alternet,32.71,-14.76
One of Banksy's earliest works is the The Mild Mild West.,Left,0,alternet,32.71,-14.76
"To give just one example, did you know that the very notion of a personal carbon footprint - a concept that’s completely ubiquitous in discussions about personal responsibility - was first popularized by BP as part of a $100 million per year marketing campaign between 2004 and 2006?",Left,1,alternet,32.71,-14.76
"Mr. Trump has led the charge, but his effects are being felt far down the ballot.",Left,1,alternet,32.71,-14.76
"When the gun smoke cleared, at least 200 Black people were dead, and the only people held to account were a dozen Black men convicted of murder and sentenced to death.",Left,1,alternet,32.71,-14.76
"Well, for more on the origins of the coronavirus, Trump’s response, and where we go from here, we’re joined by a zoologist who has long studied diseases that cross the animal-human divide, and who for years has been sounding the alarm about a coming pandemic.",Left,0,alternet,32.71,-14.76
"It would continue to be ADF’s signature thesis, inverting the oppressor and the oppressed.",Left,1,alternet,32.71,-14.76
Financial supporters play no role in the Tribune ' s journalism.,Left,0,alternet,32.71,-14.76
"Specifically, prosecutors outlined in the indictment how they a) asked governors and secretaries of state to not certify the popular vote results, and b) pointed to nonexistent voter fraud to encourage state legislatures to set aside the popular vote and choose a fresh slate of pro-Trump electors.",Left,0,alternet,32.71,-14.76
It’s time to put an end to secret and unsavory practices.,Lean Right,1,boston-herald,36.31,9.68
"Putin, Hamas, Iran, Hezbollah and all the rest are watching you equivocate with every move you make.",Lean Right,1,boston-herald,36.31,9.68
"The 250 images in the show, taken between November 1963 and February 1964, were rediscovered in McCartney’s personal archive in 2020 while a team at his production company worked on a project about his late wife, Linda McCartney.",Lean Right,0,boston-herald,36.31,9.68
The defeated congresswoman has been on a book tour and working in academia - which is what happens when voters throw you out.,Lean Right,1,boston-herald,36.31,9.68
"Paul McCartney was a prolific photographer as a Beatle, and 250 of his images are making their U.S. debut in Norfolk at the Chrysler Museum of Art.",Lean Right,0,boston-herald,36.31,9.68
"It’s an unexpected blast: An engineer who saved Apollo 13, the doctor who discovered cystic fibrosis, Chicago street artist Lee Godie but also, no joke, Ida B.",Lean Right,0,boston-herald,36.31,9.68
The Pacers outscored the Celtics 37-23 in another disastrous third period for Boston.,Lean Right,0,boston-herald,36.31,9.68
Rules for the disclosure of contractual and other arrangements are practically nonexistent.,Lean Right,0,boston-herald,36.31,9.68
John Kerry continues to insult every American who works hard to put food on the table.,Lean Right,1,boston-herald,36.31,9.68
"Those who claim the system is broken regularly cite long wait times, backlogs and the lack of a path to citizenship for illegal immigrants to support their contention.",Lean Right,0,boston-herald,36.31,9.68
"President Biden’s non-response to this entire incident, alas, is also a reflection of his character.",Lean Right,1,boston-herald,36.31,9.68
"The turtles may be treated for weeks to over a year before being released back into the ocean, the Aquarium said.",Lean Right,0,boston-herald,36.31,9.68
"Part of the stress from the reintroduction is the potential to lose animals and income, Deal said.",Lean Right,0,boston-herald,36.31,9.68
"In America, Paul snapped a picture of newsmen chasing after their car and photographed the photographers who took pictures of him.",Lean Right,0,boston-herald,36.31,9.68
Florida State It’s an absolute joke that the Florida State Seminoles that went undefeated this season were not chosen for the college football playoffs.,Lean Right,1,boston-herald,36.31,9.68
"Boston, MA- An enormous 501 pound pumpkin pie is cut and served by (from L to R) Chef Jason Gorman, Mayor Michelle Wu, Liz Joacobs Glen Thornborough, TD Garden prep., and Charlie Joacobs, CEO of the Bruins, at the 27th Annual Table of Friends Event Benefits More than 1,000 Of Boston’s Unhoused held at Boston Garden on November 21.",Lean Right,0,boston-herald,36.31,9.68
"The C’s were so dominant that they barely needed Porzingis, who scored just seven points in the first half.",Lean Right,0,boston-herald,36.31,9.68
"Harvey Silverglate Cambridge Slamming Court In the wake of the Supreme Court’s affirmative action ruling striking down race-based admissions at colleges and universities, President Biden, his fellow Democrats and their coat holders in the liberal media immediately began attacking the Court and even individual justices.",Lean Right,1,boston-herald,36.31,9.68
That’s the message you’ll receive - loud and clear - when you are pushed out.,Lean Right,1,boston-herald,36.31,9.68
They tried to tie Trump to the insurrection and that hasn’t worked.,Lean Right,1,boston-herald,36.31,9.68
"And she was a woman - people said they weren’t going to listen to a woman, that kind of attitude.",Lean Left,1,the-guardian,40.67,-7.97
All these people are surely at least as deserving of merit as the artist.,Lean Left,1,the-guardian,40.67,-7.97
"They’ve devised a menu that is part bargain-priced Bentley’s or Scott’s, part kiss-me-quick-and-kiss-me-again.",Lean Left,1,the-guardian,40.67,-7.97
"Latin American countries suffered similar traumas, with the most infamous proxy confrontation centred on Cuba.",Lean Left,0,the-guardian,40.67,-7.97
"CCH Pounder is the harassed owner, Brenda, shifting from mistrust to respect as Marianne - who, like her, has been abandoned by a no-good husband - brings a much-needed dash of vivacity to her life.",Lean Left,1,the-guardian,40.67,-7.97
"However, a referee could decide to blow up for a foul.",Lean Left,0,the-guardian,40.67,-7.97
"But so many aspects of our education system belong to the past, not least the soulless treadmill of GCSEs that were invented as a final qualification for an era in which the compulsory school leaving age for many children was 16.",Lean Left,1,the-guardian,40.67,-7.97
"Aside from pervasive pro-terror attitudes, the actual track record of violence among Palestinian refugees should also serve as a dire warning.",Right,1,american-greatness,18.93,22.45
"While the worst interpretations of this hidden agenda may be overstatements, we would be well advised to hear them out.",Right,1,american-greatness,18.93,22.45
"With no engineering experience needed you will be able to convert complex energy systems from fossil fuel based to wind, solar and magic powered.",Right,1,american-greatness,18.93,22.45
They chanted genocidal anti-Semitic slogans calling for erasure of the nation of Israel.,Right,1,american-greatness,18.93,22.45
"In addition, working class citizens feel the disproportionate pain of Biden’s economic failures.",Right,1,american-greatness,18.93,22.45
But this is par for the course as her legal reasoning is infantile throughout her filings.,Right,1,american-greatness,18.93,22.45
He instantly went from being just another disgruntled prof to being a sort of academic celebrity.,Right,1,american-greatness,18.93,22.45
It ceased traditional selective logging and clearing of brush from its forests.,Right,0,american-greatness,18.93,22.45
Polls themselves can certainly be inaccurate but so too can they accurately represent public sentiment.,Right,0,american-greatness,18.93,22.45
"Twitter post from , two years ago If anything, my predictions were too optimistic given the violent crime wave already unleashed by Afghans here in America.",Right,1,american-greatness,18.93,22.45
"Fitts observes that the wealth of the world is becoming more and more concentrated into nations with advanced technology, and within those nations, disproportionately to a small elite.",Right,0,american-greatness,18.93,22.45
Precivilizational greens in California prefer blowing up dams to building them.,Right,1,american-greatness,18.93,22.45
A coastal culture of globally rich elites began passing some of the most stringent environmental and zoning regulations in the nation.,Right,1,american-greatness,18.93,22.45
"In the more extreme cases, people become homeless late in life, having lost all their resources to deal with job loss or other emergencies.",Right,0,american-greatness,18.93,22.45
The CCP’s playbook attempts to humiliate their enemies and to accomplish this supremely by enlisting the willful participation of their enemies to engage in their own debasement.,Right,1,american-greatness,18.93,22.45
