text,source_party,label,source,reliability,bias
"Years later, family members participating in genetic testing found they had a genetic mutation that increases the family’s risk of frontotemporal dementia.",Lean Left,0,san-diego-union-tribune,45.68,-1.76
"Client’s failure to timely provide material that Union-Tribune requires to move forward with a project, such as a Client login, an image that only Client is able to provide, or any other element essential to project completion, shall cause such campaign or project to be deemed inactive and cause Union-Tribune to stop work.",Lean Left,0,san-diego-union-tribune,45.68,-1.76
"Client also represents, warrants and covenants that the Client Trademarks (defined in Section 23) and all website links (including privacy policies and terms of use) that Client requests that the Union-Tribune include on a website or a distribution platform or in other Services or Content developed under this Agreement, including, but not limited to, existing URL, name, contact email address, street address and telephone number furnished by Client, are accurate and complete, and comply with all applicable laws, rules, and regulations.",Lean Left,0,san-diego-union-tribune,45.68,-1.76
"He coached the Buffaloes’ Phillip Lindsay and Rodney Stewart, the program’s second- and third-leading rushers, during his time in Boulder.",Lean Left,0,san-diego-union-tribune,45.68,-1.76
Publisher is not responsible for errors on copy received after deadline.,Lean Left,0,san-diego-union-tribune,45.68,-1.76
"Q: This is the time of year when a lot of people are focused on the story of Thanksgiving - a myth, really, that imagines a largely benign interaction between the Wampanoag people and the early English settlers in 1621.",Lean Left,1,san-diego-union-tribune,45.68,-1.76
"Called Senate Bill 43, the new law, set to take effect Jan. 1, will be the subject of a county hearing Tuesday at which supervisors will debate delaying its implementation for one year.",Lean Left,0,san-diego-union-tribune,45.68,-1.76
"Advertisement In western Mexico, forests are being razed at a breakneck pace and while deforestation in places such as the Amazon rainforest or Borneo is driven by cattle ranching, gold mining and palm oil farms, in this hot spot, it is fueled by the voracious appetite in the United States for avocados.",Lean Left,1,san-diego-union-tribune,45.68,-1.76
Public comments on the notice of preparation for a draft environmental impact report for East Harbor Island redevelopment and the Topgolf project are due by Dec. 18.,Lean Left,0,san-diego-union-tribune,45.68,-1.76
"Former Prime Minister Boris Johnson, who led Britain through the coronavirus pandemic before being ousted by scandal, is set to defend his record on Wednesday at a public inquiry into the country’s handling of COVID-19.",Lean Left,0,san-diego-union-tribune,45.68,-1.76
"Publisher shall have no liability for, and no credit shall be issued to Advertiser for, errors that do not materially affect the value of the advertisement, branded content, or advertising insert or where Advertiser is responsible for the error or omission.",Lean Left,0,san-diego-union-tribune,45.68,-1.76
Their purpose was to create an international order like a funnel to make other countries economically dependent on the United States.,Left,1,alternet,32.71,-14.76
"Haley rolled with the punches, though she was thoroughly gutted tonight.",Right,0,townhall,24.95,19.79
"If you prefer the telephone support option and would like to speak directly with a friendly support team member between the hours of 8:00 AM and 12:00 (midnight), you can call them at (888) 946-4672.",Right,0,newsmax,28.9,13.54
"Orton returned for the War Games match along side the team of Cody Rhodes, Seth Rollins, Sami Zayn and Jey Uso as they defeated the Judgment Day and Drew McIntyre.",Lean Right,0,fox-business,38.81,9.11
Millions of unwitting Americans were set to receive one (or multiple) 1099-K forms from the various platforms they used and expected to report that income to the IRS.,Lean Right,0,fox-business,38.81,9.11
"However, the alert comes after the Biden administration released updated guidance last week aimed at helping automakers and consumers determine which electric vehicles (EV) are eligible for tax credits under the 2022 Inflation Reduction Act (IRA).",Lean Right,0,fox-business,38.81,9.11
"Double-tap to switch tools and wireless pairing and charging aren’t built into it, either.",Lean Right,0,fox-business,38.81,9.11
The debt has exploded past $33.7 trillion with interest on the debt exceeding $1 trillion annually - and rising fast.,Lean Right,1,fox-business,38.81,9.11
Both loan terms offer interest rates that are much lower than higher-cost borrowing options such as credit cards.,Lean Right,0,fox-business,38.81,9.11
"The home has two secret rooms, one behind a bookshelf and the other underneath one of the spires of a turret off the garage.",Lean Right,0,fox-business,38.81,9.11
An American farmer is speaking out after the Biden administration reportedly sent billions to U.S. adversaries.,Lean Right,1,fox-business,38.81,9.11
That’s a drop in the bucket compared to the whole Treasury market.,Lean Right,0,fox-business,38.81,9.11
"In fact, late Boomers’ retirement savings seemed to be on track prior to the recession.",Lean Right,0,fox-business,38.81,9.11
"At a press conference in Frankfurt, Germany, Friday, Kelce wouldn't confirm whether Swift would attend his international game Sunday against the Miami Dolphins.",Lean Right,0,fox-business,38.81,9.11
The IRS was not prepared then nor now for the onslaught of paperwork and delayed implementation for one year.,Lean Right,0,fox-business,38.81,9.11
"Additionally, the ripples of the Great Recession didn’t spare boomers who remained in the workforce.",Lean Right,0,fox-business,38.81,9.11
"Online transactions totaling $600 or more will not trigger tax reporting on Form 1099-K, for now.",Lean Right,0,fox-business,38.81,9.11
"When you exercise your choice, whether it be Small Business Saturday or any given day, keep in mind how powerful and important it is to support American entrepreneurs.",Lean Right,0,fox-business,38.81,9.11
"Surrogacy arrangements, and especially those pursued by homosexual couples, pervert the natural order, depriving the child of the right to know and be raised by his or her biological parents - that is, his or her mother and father.",Lean Right,1,the-christian-post,36.41,10.31
"And yet, our cultural elites continue to either ignore the evidence or to disconnect it as mere conservative propaganda.",Lean Right,1,the-christian-post,36.41,10.31
"But fruit can be tricky to navigate for picky eaters, who may be uncomfortable with soft, squishy textures and seeds.",Lean Left,0,usa-today,40.78,-4.12
"Rather than obfuscate, Roberts stood tall for candor and tossed a big bowl of word salad on the floor and said, you’re doggone right, we did meet with Ohtani.",Lean Left,1,usa-today,40.78,-4.12
Mr. Combs' decision to settle the lawsuit does not in any way undermine his flat-out denial of the claims.,Lean Left,0,usa-today,40.78,-4.12
"Marvel at the amazing rock formations that line the route, and explore a variety of trails as you make your way through the breathtaking countryside.",Lean Left,0,usa-today,40.78,-4.12
Ken Tran: So House Republicans have been investigating since September in an impeachment inquiry into allegations that President Joe Biden financially and personally benefited from his family's foreign business dealings.,Lean Left,1,usa-today,40.78,-4.12
"She backed a $900 million package of subsidies for Boeing manufacturing facilities in South Carolina in 2009 while she was a state lawmaker and candidate for governor, according to The Wall Street Journal.",Lean Left,0,usa-today,40.78,-4.12
Snowman jokes What do you get if you cross a snowman and a vampire?,Lean Left,0,usa-today,40.78,-4.12
"The service is also far from ideal for those with dietary restrictions-in typical American fashion, every recipe revolves around an animal protein or heavy carbs.",Lean Left,1,usa-today,40.78,-4.12
"According to the reports, an unidentified woman originally filed a complaint against Oh in December 2021, accusing him of making unwanted physical contact during a meeting in 2017.",Lean Left,0,usa-today,40.78,-4.12
"And during last week's debate, they also tried to cast each other as mirrors of Donald Trump and Joe Biden.",Lean Left,1,usa-today,40.78,-4.12
"The little airplane-size bottles her late father, Steven Jencsik, hid to sneak alcohol.",Lean Left,0,usa-today,40.78,-4.12
Hatcher-Frazier also noted that it's not a fair expectation to assume teachers will prepare work ahead of time for your child for unexcused absences.,Lean Left,0,usa-today,40.78,-4.12
The screen also seems brighter and sharper than the original Sense.,Lean Left,0,usa-today,40.78,-4.12
"Community unites in face of disaster Many are in shelters or refugee camps, such as Aseel Mousa, a 25-year-old translator and freelance journalist in Gaza.",Lean Left,0,usa-today,40.78,-4.12
"It's a little bit like this, to use a network model.",Lean Right,0,christianity-today,41.75,5.39
"Now a huge part of my sermon was to write it and then deliver it into a little homemade studio, and got into that.",Lean Right,0,christianity-today,41.75,5.39
Our eyes need to be lubricated for us to see clearly through.,Center,0,wired,36.77,-7.24
"Setup and migration from another password manager is simple, and you’ll use a secret key to encrypt your passwords, much like BitWarden’s setup process.",Center,0,wired,36.77,-7.24
"Maybe the prosecutor is trying to convict someone and get a sentence that's way, way too high.",Center,1,wired,36.77,-7.24
To know that inside the eye of a needle has opened up the biggest world to people.,Center,1,wired,36.77,-7.24
"So then somebody's like, oh we should call you a Venom, and it kind of stuck.",Center,0,wired,36.77,-7.24
Together you’ll be able to run full-fat PC games without the slender lappy breaking too much of a sweat.,Center,1,wired,36.77,-7.24
You're telling me law students just learn every law and then some international law?,Center,0,wired,36.77,-7.24
So why has he just woken up in bed as if nothing happened?,Center,1,wired,36.77,-7.24
That’s a silly price for a card that gets you cutting-edge features like frame generation.,Center,1,wired,36.77,-7.24
"Well, our brains are constantly getting bombarded by tons and tons of different signals.",Center,0,wired,36.77,-7.24
Can you believe that we're still using that ass logo for like this long?,Center,1,wired,36.77,-7.24
"This time-twisting thriller-adapted from the comic of the same name by writer Si Spencer and artists Tula Lotay, Meghan Hetrick, Dean Ormston, and Phil Winslade-hops from Victorian London to a dystopian future and back again, as the same corpse is found in the same spot in each era.",Center,0,wired,36.77,-7.24
"Low 40s continue Wednesday, and then it will be turning warmer late this week with highs in the 50s Thursday and Friday.",Lean Left,0,cbs-news,41.76,-2.84
"Kruse was one of the best billiard players in the building, until Kriks moved in and started beating the socks off him.",Lean Left,1,cbs-news,41.76,-2.84
"In addition to numerous awards, he was inducted into the U.S. Astronaut Hall of Fame in 1993.",Lean Left,0,cbs-news,41.76,-2.84
The Headscarf Story Circle is a space for women that has become even more meaningful as many feel a divide during the Israel-Hamas war.,Lean Left,0,cbs-news,41.76,-2.84
"After a pretty even first 18 minutes, the Celtics ripped off a 12-0 run late in the second quarter, capped off by a deep Tatum three to give Boston a nine-point advantage.",Lean Left,0,cbs-news,41.76,-2.84
But does all that mean that HelloFresh is also the best meal kit service out there?,Lean Left,0,cbs-news,41.76,-2.84
"But when you are focused on undermining the institution or undermining the conference because of personal, petty reasons it's wrong.""",Lean Left,1,cbs-news,41.76,-2.84
"Michael DeWitt: If that ... rambunctious yellow lab hadn't been ... doing what ... labs like to do, chase birds ... we might not have solved this case and we might not have gotten a conviction.",Lean Left,1,cbs-news,41.76,-2.84
Find one you like and then get smart about how to introduce that.,Lean Left,0,cbs-news,41.76,-2.84
Twenty young people from around the world are now utilizing the first round of funding to embark on diverse projects ranging from eliminating carbon emissions from the atmosphere to mitigating the spread of wildfires.,Lean Left,0,cbs-news,41.76,-2.84
"Loyal customers keep coming back for the wide variety of crowd favorites, from glazed to the shop's signature strawberry.",Lean Left,0,cbs-news,41.76,-2.84
"The group punched him and then stomped on his face when he fell to the ground, apparently for no reason.",Lean Left,1,cbs-news,41.76,-2.84
An Iowa teen who is believed to be one of the earliest victims of a notorious California serial killer has been identified after 49 years.,Lean Left,0,cbs-news,41.76,-2.84
"The City of Aurora is looking for volunteers for its 2024 point-in-time count, an annual survey of people experiencing homelessness in the city.",Lean Left,0,cbs-news,41.76,-2.84
Inside the crime scene Manhattan District Attorney's Office Weiss says Nolan then reached for the kitchen knife he brought with him.,Lean Left,0,cbs-news,41.76,-2.84
"Shai Davidai: So, is a student organization celebrating a lynching of an African American male free speech?",Lean Left,1,cbs-news,41.76,-2.84
"Participants earn a salary and benefits, get hands-on experience working in the field, and receive relevant classroom instruction, sometimes culminating in a degree.",Center,0,quartz,43.87,-4.77
