text,source_party,label,source,reliability,bias
The battle over regulation The numbers only tell part of the story.,Lean Left,0,the-conversation,40.75,-4.86
"Ironically, civilization in the 1920s meant banning gay sex whereas today it means making it legal.",Lean Left,1,the-conversation,40.75,-4.86
"One interviewee described her job as: always just solving problems and putting yourself in the shoes of whoever you are dealing with [...] They have a problem and our obligation is to solve it, by whatever means necessary.",Lean Left,0,the-conversation,40.75,-4.86
This would go a long way towards rescuing his troubled term in office so far.,Lean Left,1,the-conversation,40.75,-4.86
This is aptly captured in an interview: We are always here and we see people troop in for them (shea butter).,Lean Left,1,the-conversation,40.75,-4.86
"Christopher Schaberg August 9, 2023 Air travel is in a rut - is there any hope of recapturing the romance of flying?",Lean Left,0,the-conversation,40.75,-4.86
Whiteness and Jews’ ambivalent racialized status Several factors have contributed to this.,Lean Left,1,the-conversation,40.75,-4.86
"Your local ABC radio station broadcasts emergency information, and you can search for emergency conditions on the ABC website.",Lean Left,0,the-conversation,40.75,-4.86
"When we feel we’ve chosen our path, we tend to accept our decisions and be happier about them.",Lean Left,0,the-conversation,40.75,-4.86
"They even may be exposed through miticides that beekeepers use to control Varroa mites, a devastating bee parasite.",Lean Left,0,the-conversation,40.75,-4.86
"For Israel, diverting its shipments to Asia around the southern tip of Africa - instead of through the Red Sea - would significantly increase shipping costs and transit times.",Lean Left,0,the-conversation,40.75,-4.86
"Worse, they undermine Ghana’s responsibility to address insecurity within the country.",Lean Left,1,the-conversation,40.75,-4.86
"In contrast, most of the Mediterranean currently remains below 28°C during summer.",Lean Left,0,the-conversation,40.75,-4.86
"Social influence would improve with an increased number of users, such as peers and tutors.",Lean Left,0,the-conversation,40.75,-4.86
"DeSantis got some added attention (both good and bad) in his recent Fox News debate with California governor Gavin Newsom, which turned into a slugfest.",Lean Left,1,the-conversation,40.75,-4.86
"We believe that social movements are built upon individual leadership, strong institutions, and innovative, often high-risk ideas.",Lean Left,1,the-conversation,40.75,-4.86
"Followers head to YouTube and pile on, filling the comments section with hate messages.",Lean Left,1,the-conversation,40.75,-4.86
"Australia was first to introduce a law requiring platforms to compensate news companies, followed by Canada.",Lean Left,0,the-conversation,40.75,-4.86
"According to this data, underrepresented groups declined by 12% across the University of California system.",Lean Left,0,the-conversation,40.75,-4.86
Self-imposed policing can be reinforced through deepfakes and other image manipulative technology.,Lean Left,0,the-conversation,40.75,-4.86
It included Akosombo Dam and an aluminum smelter as the dam’s main beneficiary.,Lean Left,0,the-conversation,40.75,-4.86
"Under the authoritarian trajectory of the Modi government, U.S.-India relations appear to be shifting towards an alignment with mutual interests rather than shared values.",Lean Left,1,the-conversation,40.75,-4.86
They have taken the department to court seeking clarity on the legality of using drones in fishing.,Lean Left,0,the-conversation,40.75,-4.86
"Yet, this figure represents less than 0.2% of the country’s population of 62 million.",Lean Left,0,the-conversation,40.75,-4.86
"He ran the clinic until his death in the mid-1990s, a controversial media figure until the end.",Lean Left,0,the-conversation,40.75,-4.86
"Our new book, IMF Lending: Partisanship, Punishment and Protest, shows how governments lump the burden of adjustment on opposition supporters while shielding their own backers - in other words, using IMF programmes for political gain.",Lean Left,1,the-conversation,40.75,-4.86
"And as we all know, the devil is in the detail.",Lean Left,0,the-conversation,40.75,-4.86
"Circumstantial evidence suggests the German administration wanted to destroy not only hostile individual members of a racialised group, but the group in whole or in part.",Lean Left,1,the-conversation,40.75,-4.86
"Our research also demonstrates lymphatic filariasis is not only a medical condition, but also a social and economic one.",Lean Left,0,the-conversation,40.75,-4.86
Its fall prompted local and global reaction on such a scale that we might be forgiven for concluding that felling one tree elicits a more visceral reaction than the destruction of entire rainforests.,Lean Left,1,the-conversation,40.75,-4.86
"Read more: To me, golliwogs are racist - but a tearoom tangle and a new poll shows Britain disagrees But that was then, this is now.",Lean Left,1,the-conversation,40.75,-4.86
This is significant as it goes beyond a one-size-fits-all punitive approach that has shown to be ineffective.,Lean Left,0,the-conversation,40.75,-4.86
In a patriarchal society like the Bosnian Muslims’ the whole Muslim group would not survive without its men.,Lean Left,1,the-conversation,40.75,-4.86
"Madoff, McFarland and Holmes could look people in the eye and steal their money - swindling largely through the same sorts of demeanor cues that Santos exhibits.",Lean Left,1,the-conversation,40.75,-4.86
This encourages anti-constitutionalism and loud noises for a return to (apartheid era) parliamentary supremacy.,Lean Left,1,the-conversation,40.75,-4.86
"Jacobs Stock Photography/Getty Images October 30, 2023 NZ’s workplace rules will change again with each new government - unless we do this Bringing together worker, business, and government representatives helped set clearer rules for everyone on public holidays.",Lean Left,1,the-conversation,40.75,-4.86
"These experiments seem a grotesque parody of the myriad cases of enslaved and free Black Americans who have been subjected to experimental surgeries, treatments and medical neglect.",Lean Left,1,the-conversation,40.75,-4.86
"This means Australia would reach net zero emissions by 2039, around a decade sooner than the current target of net zero by 2050.",Lean Left,0,the-conversation,40.75,-4.86
Doctors’ historical unwillingness to provide abortions is central to the access problem - and it’s underwritten by the failure of medical schools to adequately train them in this essential aspect of health care.,Lean Left,1,the-conversation,40.75,-4.86
"Worryingly, this unbridled expansion in the Cerrado is on the rise, with an alarming 17% increase in deforestation rates by 2023.",Lean Left,1,the-conversation,40.75,-4.86
"While appointing Malta as chair of the organisation for 2024 averts complete dysfunctionality, the mandates of the organisation’s other top officials, including the secretary general, were extended by only nine months, rather than the customary three-year period.",Lean Left,0,the-conversation,40.75,-4.86
"We can presume the four renegades are the remnants of these pirates - including Blue Eye Samurai’s main antagonist, the evil Abijah Fowler (voiced by Kenneth Branagh).",Lean Left,1,the-conversation,40.75,-4.86
Santos’ believable demeanor follows in the lineage of other con artists who could deceive absurdly yet adroitly.,Lean Left,1,the-conversation,40.75,-4.86
