text,source_party,label,source,reliability,bias
Public comments on the notice of preparation for a draft environmental impact report for East Harbor Island redevelopment and the Topgolf project are due by Dec. 18.,Lean Left,0,san-diego-union-tribune,45.68,-1.76
"A week later he was invited to a callback where he cried on cue for the casting directors, and the next day he was on a plane to Los Angeles to film the ad.",Lean Left,0,san-diego-union-tribune,45.68,-1.76
"Free family event with entertainment, performers and vendors from different cultures.",Lean Left,0,san-diego-union-tribune,45.68,-1.76
He brought up her divorce several times over the course of a few days and repeatedly asked to speak with her on the phone.,Lean Left,0,san-diego-union-tribune,45.68,-1.76
"Preller said, even as he acknowledged the alignment is yet to be determined.",Lean Left,0,san-diego-union-tribune,45.68,-1.76
The newsrooms or editorial departments of the Union-Tribune are not involved in the production of this content.,Lean Left,0,san-diego-union-tribune,45.68,-1.76
But farmers are pulling water out of the Ogallala faster than rain and snow can recharge it.,Left,0,alternet,32.71,-14.76
"That consideration, they argue, violates the 14th amendment, which guarantees equal protection of law to all citizens.",Left,0,alternet,32.71,-14.76
"Back in the 1970s, Congress began including nutrition assistance in the farm bill to secure votes from an increasingly urban nation.",Left,0,alternet,32.71,-14.76
"If a person sincerely believes such a thing and the country is changing and is not in agreement with that vision, it opens the door to political extremism and violence to secure that outcome.",Left,1,alternet,32.71,-14.76
"For the 20th time since 1933, Congress is writing a multiyear farm bill that will shape what kind of food U.S. farmers grow, how they raise it and how it gets to consumers.",Left,0,alternet,32.71,-14.76
Farmers shipping their grain wind up begging for a good price.,Left,1,alternet,32.71,-14.76
It’s time to put an end to secret and unsavory practices.,Lean Right,1,boston-herald,36.31,9.68
Smith has serious reservations about allowing others to drive his truck.,Lean Right,0,boston-herald,36.31,9.68
"They got the third PP of the game early in the second but, again, they were kept off the board thanks to Columbus goalie Spencer Martin.",Lean Right,0,boston-herald,36.31,9.68
"On the street, his friend John leaned into the camera frame, striking a goofy and almost schoolboy-like pose shortly before they jetted to America on a trip that would change their lives and millions of others’ forever.",Lean Right,0,boston-herald,36.31,9.68
"They went on a 14-0 run in the opening minutes, a stretch that was a testament to how scary they can be offensively.",Lean Right,0,boston-herald,36.31,9.68
"Holly is trying to get into the Teamsters union by working on commercial shoots so she can better look after her ailing teenage son, and is meant to be an ace driver who takes part in desert drag races with her souped-up black truck.",Lean Left,0,the-guardian,40.67,-7.97
"However, under the law consumer rights apply even to third party booking sites - which include flight cancellations.",Lean Left,0,the-guardian,40.67,-7.97
‘You lose a life and you restart another’: Benoit in Rebirth Rebirth (6 mins) is also about surfing.,Lean Left,1,the-guardian,40.67,-7.97
"Your report quotes National Literacy Trust statistics showing that 8.6% of children do not own a book (Almost a million children in the UK do not own a book, 28 November).",Lean Left,0,the-guardian,40.67,-7.97
"The normalization-that is to say, the currency, for there is nothing normal about it-of transexualism and attendant phenomena from the Baedeker of Kraft-Ebbing might make for a pandering line in Joe Biden’s State of the Union Address.",Right,1,american-greatness,18.93,22.45
"The number of apprentices registered with the Department of Labor has surpassed 593,000, which represents a 65% increase from the level a decade ago.",Right,0,american-greatness,18.93,22.45
"Contra Alex Jones and company, our rulers are not Machiavellian geniuses carrying out millennia long conspiracies to destroy humanity.",Right,1,american-greatness,18.93,22.45
"Chances are, if the team finished in last place-they probably need to replace all of the above.",Right,1,american-greatness,18.93,22.45
"In 2021, the Biden administration restarted funding for the United Nations Relief and Works Agency.",Right,0,townhall,24.95,19.79
"Not a single thing will change, except that we will finally kick the financial struts out from underneath a persistent parasite that has finally come close to achieving its goal of killing its host.",Right,1,townhall,24.95,19.79
Advertisement Our behavior generally reflects who we are and not necessarily what we have.,Right,0,townhall,24.95,19.79
"For example, if a white person goes to college, gets a degree and a job, and then buys a home in an up-and-coming, affordable neighborhood, he is unwittingly contributing to systemic racism by pushing out people of color who rent in the neighborhood.",Right,1,townhall,24.95,19.79
This site is also the best online gambling option for sports bettors.,Right,1,newsmax,28.9,13.54
"The casino also offers other games like RNG table games, video poker, and live dealer games.",Right,0,newsmax,28.9,13.54
The disparity in ad buys is even greater here: The GOP has spent $3.6 million to Democrats’ $1.1 million.,Right,0,newsmax,28.9,13.54
"Senate Republicans dealt another blow to getting more aid to Ukraine, vowing Wednesday to quash any bill for Ukraine aid that does not address the southern U.S. border.",Right,0,newsmax,28.9,13.54
"Myth : Putin Wants to Wipe Ukraine Off the Map The US has consistently accused Putin of seeking to annex Ukraine, end its sovereignty and erase it from the map.",Right,1,infowars,15.78,23.58
And Western accounts are painting a quite different picture with only hints of the alternative.,Right,1,infowars,15.78,23.58
The reason Americans aren’t that into Joe Biden is because he’s governing as a radical leftist instead of as the principled moderate he claimed to be in 2020.,Right,1,infowars,15.78,23.58
"Since Ukraine began its counteroffensive, the loss of advanced equipment, including jet fighters and NATO supplied tanks, has been staggering, and the loss of lives horrifying.",Right,0,infowars,15.78,23.58
"As in early modern Europe, women in developing countries have often been especially affected by Protestantism.",Lean Left,0,the-economist,42.4,-1.43
"When the Tories reduced the rate, to a level still higher than it had been for most of New Labour’s term, the Conservatives were pilloried.",Lean Left,1,the-economist,42.4,-1.43
"But bored ministers, their aides, stuck-for-ideas civil servants, journalists and wonks certainly do.",Lean Left,1,the-economist,42.4,-1.43
"People in the south were fiercely loyal to their family, but more distrustful of outsiders-whereas in the north people were happier to form connections with strangers, Mr Putnam argued.",Lean Left,1,the-economist,42.4,-1.43
In August 2022 the data broker Kochava filed a preemptive suit against the commission.,Lean Right,0,reason,36.26,4.84
"Copying the constitutionally dubious approach taken by states such as New York, New Jersey, Maryland, and Hawaii, S.B.",Lean Right,1,reason,36.26,4.84
Greg Abbott is following in the footsteps of other Republicans in targeting legislators from his own party who oppose letting parents guide their children's education.,Lean Right,1,reason,36.26,4.84
"You'd go to a doctor if you lost a leg, but you would never do it if you broke your heart or anything like that.",Lean Right,0,reason,36.26,4.84
"As the economy exited the pandemic, Trump policies slowing down immigration processing worsened labor shortages, which probably contributed to inflation.",Lean Left,1,washington-post,38.8,-6.85
"But somewhere between her second and third pregnancies, Ihle started to wonder: did the people she knew only peripherally and kept in vague touch with through social media need to know?",Lean Left,0,washington-post,38.8,-6.85
"And online, where the brand has always been viewed with a sneering skepticism that Demna was a cynic pulling the wool over shoppers’ eyes, the criticism has only sharpened.",Lean Left,1,washington-post,38.8,-6.85
Is that someone you’d want to be part of the Harvard community?,Lean Left,1,washington-post,38.8,-6.85
"CHINA EXPE WARNS US IS ‘FUELING’ THEIR MILITARY BUILDUP ‘CONFIGURED TO KILL AMERICANS’ ""Like, somehow the corporate elite of this country thinks when it's time to make money, you stand up.",Lean Right,1,fox-business,38.81,9.11
"In terms of the economy overall, small businesses contribute almost 44% of GDP (Gross Domestic Product).",Lean Right,0,fox-business,38.81,9.11
"While his reputation has not fully recovered, the music industry-radio, streaming, concert promoters-has re-embraced him and country-music fans have stood by him.",Lean Right,0,fox-business,38.81,9.11
Hamas slaughters Israelis and Venezuela throws out Biden's deal and laughs at us.,Lean Right,1,fox-business,38.81,9.11
11:12 Canada is ‘a haven for Islamic Republic agents’ warns Iranian human rights activist Prominent Iranian American journalist and human rights activist Masih Alinejad tells The New Reality she was given a bone-chilling warning from the FBI: don’t travel to Canada.,Lean Left,1,global-news,44.54,-4.26
"Pat Bell / Global News In fact, The New Reality heard from Iranian Canadians, legal experts, and security and intelligence sources who say Canada has an especially big problem with hundreds, maybe thousands, of potentially dangerous regime-connected officials here on Canadian soil.",Lean Left,0,global-news,44.54,-4.26
He finds it outrageous that regime-connected insiders have been able to use Canada as their safe haven for so long.,Lean Left,1,global-news,44.54,-4.26
