text,source_party,label,source,reliability,bias
"Jingle Belle Cruise: One-hour family-friendly cruise Dec. 21-25 with carolers strolling throughout the ship, meet and greet and photos with Santa Claus, and interactive activities for the family, including cookie decorating, a balloon artist and face painter.",Lean Left,0,san-diego-union-tribune,45.68,-1.76
"The event features boutique shopping, silent auction, luncheon and fashion show.",Lean Left,0,san-diego-union-tribune,45.68,-1.76
Their website (discoverbaja.com; 800-727-BAJA) provides members with up-to-date information regarding road conditions and best routing to return to the U.S. border.,Lean Left,0,san-diego-union-tribune,45.68,-1.76
"A week later he was invited to a callback where he cried on cue for the casting directors, and the next day he was on a plane to Los Angeles to film the ad.",Lean Left,0,san-diego-union-tribune,45.68,-1.76
"The ‘reuse’ of partially treated wastewater for agriculture and industry, without necessarily making it safe to drink, is another highlighted approach.",Left,0,alternet,32.71,-14.76
"While viewership of the Abascal interview pales in comparison to those with other right-wing titans, Carlson does seem to be drawing attention to the cause.",Left,0,alternet,32.71,-14.76
The DEQ did not provide anyone for an interview for this story.,Left,0,alternet,32.71,-14.76
We spoke for hours in person and she set me on a fascinating path.,Lean Right,0,boston-herald,36.31,9.68
"Yet today, Mr. Trump’s loudest critics are now overtly engaging in the very behavior they once condemned.",Lean Right,1,boston-herald,36.31,9.68
But the Union shifted to full aggression mode with two strategic substitutions in the 67th minute.,Lean Right,0,boston-herald,36.31,9.68
The Italian government will build the two centers where asylum requests will be processed.,Lean Right,0,boston-herald,36.31,9.68
"If you want to see the canal, and enjoy it, and have the legs for a walk to a pub afterwards, Sankey Viaduct to Fiddlers Ferry is eight miles and a perfect day out.",Lean Left,0,the-guardian,40.67,-7.97
"Once Barry Humphries came in and sat next to me, and we had a lovely old chat.",Lean Left,0,the-guardian,40.67,-7.97
"The rate of emissions decline has slowed, and factors such as the increasing popularity of SUVs, failure to insulate homes and the slow deployment of windfarms and solar power in England have hampered further cuts.",Lean Left,0,the-guardian,40.67,-7.97
"For him, communing with this classic was an almost ecstatic experience, a virtual seance of every creative contributor to the film, he seemed to know every line, every scene, every musical cue; his connoisseurship was compelling.",Lean Left,0,the-guardian,40.67,-7.97
"For years, bushtucker trials have made for uncomfortable viewing thanks to its dubious habit of putting animals in direct contact with hysterical, thrashing celebrities.",Lean Left,1,the-guardian,40.67,-7.97
"For as long as this integrative power remains strong, the radical attack stands refuted as hopeless.",Right,1,american-greatness,18.93,22.45
"So like modern Vandals or Goths, contemporary Californians are far better destroying the work of others than creating anything of their own.",Right,1,american-greatness,18.93,22.45
"It is to deny the power of deception, and the propensity of millions, gripped by mass psychosis, to participate in abominations while thinking all the while that they are saving the world.",Right,1,american-greatness,18.93,22.45
"Their only desire is to destroy Israel, and any Palestinian advantage that does not help to do that is of no interest to their leaders and a large part of their population.",Right,1,townhall,24.95,19.79
"In 2017, when Harvard rescinded admissions offers for 10 students involved in posting offensive memes in a Facebook messaging group, the school pointed to its right to withdraw offers under certain conditions.",Right,0,townhall,24.95,19.79
But it’s bad news for the OPEC+ coalition countries whose oil income props up their economies.,Right,1,townhall,24.95,19.79
Hamas’ attack on Israel on a Sabbath-holiday may also be a watershed event in the affairs of mankind.,Right,1,townhall,24.95,19.79
The early days of her congressional career actually had her continuing her college studies via online courses.,Right,0,newsmax,28.9,13.54
"In November of 2012, it peaked at a Great Depression-like level of 28.20%.",Right,0,newsmax,28.9,13.54
"After a single mother moves into a townhouse in the Georgetowm section of Washington, D,C., she begins noticing strange behavior in her daughter.",Right,0,newsmax,28.9,13.54
The Kremlin had the plainest of answers to its terror test: Ukraine cannot be defeated.,Right,1,newsmax,28.9,13.54
That is the final hypocrisy put on full display in Stoltenberg’s comments to reporters.,Right,1,infowars,15.78,23.58
"2, the House GOP border-security bill that’s a non-starter for Democrats.",Right,1,infowars,15.78,23.58
"Days later, as the shock and confusion of the initial offensive began to dissipate, Ukrainian president Volodymyr Zelensky attempted to set up indirect talks with Russian president Vladimir Putin.",Right,0,infowars,15.78,23.58
The reason Americans aren’t that into Joe Biden is because he’s governing as a radical leftist instead of as the principled moderate he claimed to be in 2020.,Right,1,infowars,15.78,23.58
"Fitted out in the trappings of a scheme to manage the production of coal and steel, the treaty was at its heart a Franco-German peace accord.",Lean Left,1,the-economist,42.4,-1.43
