text,source_party,label,source,reliability,bias
"Publisher shall have no liability for, and no credit shall be issued to Advertiser for, errors that do not materially affect the value of the advertisement, branded content, or advertising insert or where Advertiser is responsible for the error or omission.",Lean Left,0,san-diego-union-tribune,45.68,-1.76
Rookie Quentin Johnston had a big catch getting his guys out of horrible field position and then had another ridiculous drop.,Lean Left,1,san-diego-union-tribune,45.68,-1.76
Biden almost immediately after taking office unraveled some of former President Donald Trump’s more hardline policies.,Lean Left,1,san-diego-union-tribune,45.68,-1.76
"On the same day, Caldwell messaged to Donovan Crowl, a Marine Corps veteran who breached the Capitol with Watkins: ""[Person Three] has a room and is bringing someone.",Left,0,alternet,32.71,-14.76
Trump revealed the target letter as he prepares to fight on another front to delay a criminal trial - also resulting from charges brought by Smith - related to his hoarding of national security secrets at his Mar-a-Lago estate.,Left,1,alternet,32.71,-14.76
"But a major theme of the conference, raised repeatedly by speakers, has been denying transgender identity - in addition to arguing that schools shouldn’t teach about the topic.",Left,1,alternet,32.71,-14.76
The campaign’s argument is that some states are still winnable - particularly Arizona and Georgia - according to a person on the call.,Left,0,alternet,32.71,-14.76
"This year, Parnas and his buddies used a company called Fraud Guarantee, that apparently had no employees and no customers, to funnel money to Giuliani through a complicated deal with a Long Island lawyer and a shell company in Belize.",Left,1,alternet,32.71,-14.76
Revenue from the millionaire’s surtax - which by law must be spent on transportation and education costs - is expected to eventually bring in double the cash estimated by budget writers before the law went into effect.,Lean Right,0,boston-herald,36.31,9.68
"Yet, you just delegate this to VP Harris - again, why she needs to go - while mayors and governors beg for millions to bail you out.",Lean Right,1,boston-herald,36.31,9.68
And that is so even though Hamas’ genocidal sadism was worse even that that of the Nazis.,Lean Right,1,boston-herald,36.31,9.68
"They are rent-seekers, whose aim is to own the very platform on which other people do the work.",Lean Left,1,the-guardian,40.67,-7.97
"The remainder of the show leans on the more swaggering side of the band’s catalogue: hits North Country Boy and One to Another, 1995 album track Toothache and more recent single Let the Good Times Be Never Ending.",Lean Left,1,the-guardian,40.67,-7.97
Bring a pan of salted water to the boil and cook the pasta of your choice (following the instructions on the pack) until al dente.,Lean Left,0,the-guardian,40.67,-7.97
"Darnton, who built his reputation as an inventive, often iconoclastic historian in works such as The Great Cat Massacre, turns the conventional narrative upside down.",Lean Left,0,the-guardian,40.67,-7.97
All claimed they could not proceed as we were on the Economy 7 tariff.,Lean Left,0,the-guardian,40.67,-7.97
Berkeley is one of the most radical congressional representatives to ever serve in Congress.,Right,1,american-greatness,18.93,22.45
The South had not so much been defeated as crushed by the Union armies: that was bad enough.,Right,1,american-greatness,18.93,22.45
"At a time when we have a president who is non compos mentis and suffers from historic disapproval ratings, it’s no surprise that Levin’s book is now No.",Right,1,american-greatness,18.93,22.45
The answer to who Americans should support in the war between Hamas and the Israelis is simple: America.,Right,1,american-greatness,18.93,22.45
The U.S. needs to take a hardnosed look at what precisely the U.S. gained from these exchanges-did they help or hinder U.S. national security?,Right,0,american-greatness,18.93,22.45
"Perhaps it’s because renewables, even with subsidies and government backing, don’t power efficiently, are unreliable, and have a worse environmental footprint.",Right,1,townhall,24.95,19.79
We need major reeducation in the nation's communities of color that big government is not their friend.,Right,1,townhall,24.95,19.79
"In fact, they can be accessed from smartphones, tablets, smartwatches, laptops, and desktop computers.",Right,0,newsmax,28.9,13.54
This is the sane view of what happened on that fateful day.,Right,1,newsmax,28.9,13.54
"Declaration of Independence and sent it on a three-year tour of U.S. schools, libraries and events.",Right,0,newsmax,28.9,13.54
First you identify the nation at war with the individual who leads the nation.,Right,1,infowars,15.78,23.58
