text,source_party,label,source,reliability,bias
"Years of unrelenting drought and temperatures pushed higher by climate change are shrinking the flow into the lake, contributing to the large mismatch between the demands for water and the Colorado’s diminishing supply.",Left,0,alternet,32.71,-14.76
That she would use the children to hurt a blameless child is appalling.,Lean Right,1,boston-herald,36.31,9.68
"Even Belichick's lame, mumbly and defensive press conferences are scoring more points with a ticked-off fan base than his offense is.",Lean Right,1,boston-herald,36.31,9.68
"After she was bitten by the shark, a lifeguard went out in a rescue boat and retrieved both the woman and her male relative.",Lean Right,0,boston-herald,36.31,9.68
But there is no debating they are the NFL’s most boring.,Lean Right,1,boston-herald,36.31,9.68
"Even when they built big leads, they lost focus and lost them.",Lean Right,1,boston-herald,36.31,9.68
"Fans feel it, like the rain droplets that soaked their jerseys and sweatshirts Sunday; tears from the Foxboro football gods above.",Lean Right,1,boston-herald,36.31,9.68
"Then, if they also lost out on Yamamoto, they may find themselves empty-handed and suddenly facing a heavily depleted pitching market.",Lean Right,0,boston-herald,36.31,9.68
Unless - and it was a big unless - we could live in an affordable 55+ community.,Lean Right,1,boston-herald,36.31,9.68
"The terrorists were able to kill indiscriminately for hours before the IDF was able to push them back into Gaza, but not before hundreds of Israelis were taken hostage and spirited into Hamas-controlled territory.",Lean Right,1,boston-herald,36.31,9.68
"While their first two victories of the season required some grit and toughness, the Celtics and their stacked talent have begun to exert their will on opponents, showing how scary good they can be.",Lean Right,1,boston-herald,36.31,9.68
"Also, a loving filmography, a minor class in underground cinema, a cast yearbook, a lionizing and some great contextual essays (including one by David Simon).",Lean Right,0,boston-herald,36.31,9.68
There's still five games to play and find out how far away rock bottom really is.,Lean Right,0,boston-herald,36.31,9.68
"The Celtics, just like Monday, were unstoppable offensively to start the game.",Lean Right,1,boston-herald,36.31,9.68
"In the Netherlands, Gert Wilder’s anti-immigration Freedom Party finished first in last week’s parliamentary elections in another sign of Europe’s shift to the right on immigration.",Lean Right,1,boston-herald,36.31,9.68
Credit to them for fighting through a miserably cold rain Sunday.,Lean Right,0,boston-herald,36.31,9.68
"In a playoff-like atmosphere, the C’s couldn’t get the job done on Monday night in Indiana.",Lean Right,0,boston-herald,36.31,9.68
"The Democrats didn’t want Hillary Clinton again and Liz Warren is annoying, so the DC elite set you up for an Oval Office reservation.",Lean Right,1,boston-herald,36.31,9.68
"Without fossil fuels, there is simply no way we could maintain the standard of living that we have become accustomed to.",Right,1,townhall,24.95,19.79
"If we sold or disclosed your personal information for a business purpose, two separate lists disclosing: sales, identifying the personal information categories that each category of recipient purchased; and disclosures for a business purpose, identifying the personal information categories that each category of recipient obtained.",Right,0,townhall,24.95,19.79
"Sure, the smarter ones leave and find jobs in Europe or the US.",Right,1,townhall,24.95,19.79
To have America’s officers sourced only through the college pipeline is not only elitist but also dishonest to the needs of the military.,Right,1,townhall,24.95,19.79
Bold words from elected officials mean little when Jews are told they cannot safely enter an entire neighborhood in their own city.,Right,1,townhall,24.95,19.79
"Prior to this, Dorr was Chief Marketing Officer for 45th President Donald J. Trump’s re-election campaign.",Right,0,townhall,24.95,19.79
"Shouldn’t we put on our own oxygen mask first, before we concern ourselves with helping others?",Right,0,townhall,24.95,19.79
This experience led her to advocate against men in women’s sports.,Right,1,townhall,24.95,19.79
Rainer Zitelmann is the author of the book In Defense of Capitalism.,Right,0,townhall,24.95,19.79
Kilmeade said he plans to get to the library early to tour it and see what Washington saw 123 years ago.,Right,0,townhall,24.95,19.79
"Following the fraudulent exposé by Media Matters, several advertisers have fled the platform, including Disney.",Right,1,townhall,24.95,19.79
Israel must finish the job or an emboldened Hamas will be free to repeat their savage attacks.,Right,1,townhall,24.95,19.79
"The overwhelming number of Mustangs after already attending basic training, have had the pleasure of their physical fitness needs shaped up by OCS.",Right,0,townhall,24.95,19.79
Carlos Machado was 15 years old in 1963 when the bullets from the firing squad shattered his body.,Right,0,townhall,24.95,19.79
Such prevention while the rest of the world consumes them in mass quantities reeks of hypocrisy.,Right,1,townhall,24.95,19.79
"When he won in 2016, flipping five battleground states by razor-thin margins, the white vote nationally totaled 70%.",Right,0,townhall,24.95,19.79
"Many times, they can prevent you from doing really stupid stuff, if you entrust them with that level of confidence.",Right,1,townhall,24.95,19.79
"Haley rolled with the punches, though she was thoroughly gutted tonight.",Right,0,townhall,24.95,19.79
"DeSantis is better on the issues than Trump, but the fact is that Trump is more than good enough on policy.",Right,1,townhall,24.95,19.79
"Given the high upfront costs associated with setting up a nationwide system (again, this wouldn't be an issue if we left the federal government out of it), and assured of pushback from the motoring public, state and federal legislators should start charging only large trucks and other heavy-duty commercial vehicles.",Right,1,townhall,24.95,19.79
"Still, McCarthy is expected to remain active in party affairs, including exacting revenge against the Republican critics who helped torpedo his short-lived speakership.",Right,1,townhall,24.95,19.79
"The Left has long believed that anonymity leads to hate speech, and therefore it needs to be regulated.",Right,1,townhall,24.95,19.79
Advertisement Another possible factor in the leveling off of sales is that many highly motivated consumers to buy EVs have already done so.,Right,0,townhall,24.95,19.79
"The hard numbers, as measured by the Federal Government, show that the economy was stronger under President Trump.",Right,1,townhall,24.95,19.79
To shy away from taking sides is to betray the principles of justice and compassion that ought to guide our actions.,Right,1,townhall,24.95,19.79
"He was hot fire, and if the commies had messed with us, that fire would have been hotter than a million suns.",Right,1,townhall,24.95,19.79
Make other internal and lawful uses of that information that are compatible with the context in which you provided it.,Right,0,townhall,24.95,19.79
"Not a single thing will change, except that we will finally kick the financial struts out from underneath a persistent parasite that has finally come close to achieving its goal of killing its host.",Right,1,townhall,24.95,19.79
"Atheism produced the French Revolution, the guillotine, communism, and countless deaths.",Right,1,townhall,24.95,19.79
"By labeling a leader a madman, you render him incapable of reason or, therefore, of negotiation in the public imagination.",Right,1,infowars,15.78,23.58
Here are four photos of Biden meeting with his deadbeat son's business associates.,Right,1,infowars,15.78,23.58
"It has not seen Russia’s militarily weakened, a goal Defense Secretary Lloyd Austin identified.",Right,1,infowars,15.78,23.58
