text,source_party,label,source,reliability,bias
"Part of the stress from the reintroduction is the potential to lose animals and income, Deal said.",Lean Right,0,boston-herald,36.31,9.68
The only reason this airstrip was never completed was because one year later Reagan sent in the Marines to remove the communists from power while also rescuing stranded American medical students enrolled at a Grenadian Medical school.,Right,1,american-greatness,18.93,22.45
"Atheism produced the French Revolution, the guillotine, communism, and countless deaths.",Right,1,townhall,24.95,19.79
The months of October and November saw the unfortunate passing of two American heroes - T.K.,Right,0,townhall,24.95,19.79
"Israel has made it clear that the PA will not take over Gaza, and daily, Israel enters PA areas of the West Bank to arrest and kill terrorists.",Right,0,townhall,24.95,19.79
"Whether during daylight hours or after dark, their lack of a key survival instinct connected with highway traffic is unfortunate for both the deer and for the next unsuspecting motorist.",Right,0,townhall,24.95,19.79
Advertisement History bears witness to the grievous consequences of those who chose to stand on the sidelines when confronted with profound injustices.,Right,1,townhall,24.95,19.79
It mostly came from the close-range murders of unarmed and defenseless men - and boys.,Right,1,townhall,24.95,19.79
"One might think of the approximately 25,000 soldiers and civilians killed in wars and attacks over 100 years and say, statistically we’re doing okay.",Right,1,townhall,24.95,19.79
11:12 Canada is ‘a haven for Islamic Republic agents’ warns Iranian human rights activist Prominent Iranian American journalist and human rights activist Masih Alinejad tells The New Reality she was given a bone-chilling warning from the FBI: don’t travel to Canada.,Lean Left,1,global-news,44.54,-4.26
"She said she was trafficked for a year before she was able to escape, though she said she also returned a few times afterwards because of the coercion and manipulation her trafficker exerted on her.",Lean Left,0,global-news,44.54,-4.26
"After days of shaving off the edges of key warming issues, climate negotiators Tuesday zeroed in on the tough job of dealing with the main cause of what’s overheating the planet: fossil fuels.",Lean Left,1,global-news,44.54,-4.26
Many scientists blame the pet trade for releasing exotic animals into Florida.,Left,1,vox,39.59,-10.05
He was penalized by the league; he’s also currently the starting quarterback for the Cleveland Browns.,Left,0,vox,39.59,-10.05
"So that's a very heavy handed solution to what are typically just bugs or mistakes in software, for instance, Windows in this case.",Center,0,wired,36.77,-7.24
"Director Sammi Cohen perfectly captures the heightened melodrama that paints everyone's teen years, while delivering emotional moments at all the right points.",Center,1,wired,36.77,-7.24
"And it's said that this is the day of his career more than any other, when he was in most danger of being killed.",Center,1,wired,36.77,-7.24
But please step to the side 'cause somebody behind you might think they are and we need them to come to the party.,Center,1,wired,36.77,-7.24
"Skinner acknowledges that crypto is a gamble-but the promise of the future it might deliver seems, to him, magnitudes better than sticking to the status quo.",Center,1,wired,36.77,-7.24
"So you know, if we need to like, [iPhone thuds] throw something behind our shoulders, it sounds accurate to what a iPhone sounds like.",Center,1,wired,36.77,-7.24
"Whatever the case, this is a slick laptop for those of us who think ThinkPads are, ahem, slick.",Center,1,wired,36.77,-7.24
"But HBO’s streaming arm has gotten into the original content game too, with highly acclaimed series like Hacks, Station Eleven, and The Staircase (the owl did it!).",Center,1,wired,36.77,-7.24
"With its groundbreaking (not to mention bone-breaking) fight choreography, stunning stunt work, and phenomenal cinematography, director Gareth Evans’ ferocious action epic set a new standard for the genre back in 2011.",Center,1,wired,36.77,-7.24
