text,source,label,reliability,bias
"""If you go door to door knocking, the American people know the country is headed in the wrong direction,"" Brat said.",huffpost,0,37.82,-10.75
"""It is unfortunate that this administration continues to insist on pushing failed solutions to our nation's most pressing problems,"" the NRA said after meeting with Biden last week.",huffpost,0,37.82,-10.75
"“You can’t really blame Nancy Pelosi for gerrymandering and for the national election,” Rep. Hank Johnson (D-Ga.) told reporters.",huffpost,0,37.82,-10.75
Politico reports:,huffpost,0,37.82,-10.75
"KANSAS CITY, Mo. — Leaders of the country's largest civil rights organization accused tea party activists on Tuesday of tolerating bigotry and approved a resolution condemning racism within the political movement.",huffpost,0,37.82,-10.75
"He has falsely claimed the caravan is stocked with criminals, gang members and Middle Eastern terrorists, and has threatened to cut off aid to Honduras, El Salvador and Guatemala, the countries where most of the migrants hail from.",huffpost,0,37.82,-10.75
Boehner is heading back to Ohio for the weekend.,huffpost,0,37.82,-10.75
"Trump then pivoted to Clinton, apparently referring to the FBI’s investigation into her use of a private email server.",huffpost,0,37.82,-10.75
"It would also stem the use of military-style weapons -- the White House says its proposal would improve on the 1994 Assault Weapons Ban, which was riddled with loopholes -- and give schools and communities resources to address violence when it occurs.",huffpost,0,37.82,-10.75
"Aitan Goelman, Strzok’s attorney, said in a statement that Strzok was fired late Friday afternoon on the orders of FBI Deputy Director David Bowdich, despite an FBI career official’s recommendation that Strzok face a 60-day suspension and a demotion.",huffpost,0,37.82,-10.75
"When HuffPost asked Hunter how his campaign was going at the end of July, just before House lawmakers left for the August break, Hunter said things were good.",huffpost,0,37.82,-10.75
"Bruning, along with Oklahoma Attorney General Scott Pruitt, argue that under the U.S. Constitution's Supremacy Clause, Colorado's legalization of recreational marijuana is unconstitutional because marijuana remains illegal under federal law.",huffpost,0,37.82,-10.75
Trump’s remarks were riddled with falsehoods on everything from trade to the number of illegal immigrants in the country to the way NATO works.,huffpost,0,37.82,-10.75
"“What the president is interested in is working with Congress to achieve a deal that avoids the fiscal cliff and, beyond that, addresses our long-term fiscal challenges in a balanced way.",huffpost,0,37.82,-10.75
"“I believe in my heart, if we’re going to win as Democrats, we have to have the kind of message that resonates in every corner of this country.”",huffpost,0,37.82,-10.75
"""Why can't Mitt Romney run his race and I'll run mine?"" Akin continued.",huffpost,0,37.82,-10.75
"""When the dust settles, he will be vindicated,"" McGinley added.",huffpost,0,37.82,-10.75
Republicans have consistently supported the effort.,huffpost,0,37.82,-10.75
"“Former President Vicente Fox, who is railing against my visit to Mexico today, also invited me when he apologized for using the “f bomb.””",huffpost,0,37.82,-10.75
That’s what it was about.”,huffpost,0,37.82,-10.75
"The stalemate caused a record-breaking partial government shutdown that forced an estimated 800,000 government employees to go without pay for 35 days.",huffpost,0,37.82,-10.75
"The emails, disclosed in response to a Freedom of Information Act lawsuit filed by the conservative group Judicial Watch, were uncovered during the 2016 presidential campaign, according to Politico, part of the FBI’s probe into Clinton’s use of a private email server during her time as secretary of state.",huffpost,0,37.82,-10.75
"“As a result, I allowed a workplace culture to take root in my office that was too permissive and decidedly unprofessional.”",huffpost,0,37.82,-10.75
Boehner has refused to budge from his refusal to consider raising tax rates on top earners while arguing that heavy spending cuts are needed.,huffpost,1,37.82,-10.75
"The letter quotes the U.S. Conference of Catholic Bishops, which wrote several letters to Congress saying “a just framework for future budgets cannot rely on disproportionate cuts in essential services to poor persons.”",huffpost,0,37.82,-10.75
"Colorado voters approved Amendment 64, legalizing recreational marijuana in the state, in 2012.",huffpost,0,37.82,-10.75
"Asked whether the country would find itself dipping towards the economic doldrums if Congress waited a month or two to get a tax cut package passed, Rob Shapiro, a former commerce official in the Clinton White House and a proponent of the current tax cut deal, offered more sober-minded analysis.",huffpost,0,37.82,-10.75
Trump said in an interview with “Axios on HBO” taped Monday that he could execute the change via executive order.,huffpost,0,37.82,-10.75
"With a majority of Americans now supporting marijuana legalization, and with states continuing to pass legalization laws, it seems unlikely that the federal government would push back against the legalizations.",huffpost,0,37.82,-10.75
"Obama has yet to make an endorsement in the race, but White House officials have said that it could come as early as this week.",huffpost,0,37.82,-10.75
"Shortly after the meeting ended, both camps put out identical, banal statements.",huffpost,0,37.82,-10.75
"I want to invite all those organizations, and anyone interested in a state that promotes equality and opportunity, to come visit Washington.",huffpost,0,37.82,-10.75
"In a statement, union President Randi Weingarten called the report ""a cruel hoax that will fail to keep our children and schools safe,"" adding that the findings ""are simply designed to assist gun manufacturers flood the nation and our schools with more guns.""",huffpost,0,37.82,-10.75
"Democrats came to her defense, and other media outlets soon pointed out that the rules against using personal email were not relayed to government officials until 2014.",huffpost,0,37.82,-10.75
"The offer for that position was made more than a month before -- on March 26, 2009 -- to Ray Mabus.",huffpost,0,37.82,-10.75
"“I don’t think it’s OK,” he said Thursday.",huffpost,0,37.82,-10.75
"Iran was following the pact’s rules, according to the International Atomic Energy Agency, which monitors the use of nuclear energy and has verified Iranian compliance with the accord multiple times since 2015.",huffpost,0,37.82,-10.75
"The attack took place shortly after 7 a.m. at Eugene Simpson Stadium Park, less than 8 miles south of the White House.",huffpost,0,37.82,-10.75
"Earlier Friday, chairman of the House Intelligence Committee Rep. Adam Schiff (D-Calif.) revealed that his committee had already begun searching for witnesses and documents to confirm BuzzFeed’s report. ",huffpost,0,37.82,-10.75
"“I would like to thank my staff both in Washington and Texas for all of their hard work on behalf of our constituents. I would also like to thank my family for their unwavering support and most importantly the people that elected me,” he said.",huffpost,0,37.82,-10.75
"“I can’t imagine what this place would be ― I can’t imagine what the country would be ― with Donald Trump as our president,” Ginsburg told The New York Times in an article published Sunday.",huffpost,0,37.82,-10.75
"Santorum had said that because of this trend, health insurance providers should not be forced to make the procedures available free of charge.",huffpost,0,37.82,-10.75
"But from the start, the evidence on the scene in Benghazi was more complex.",huffpost,0,37.82,-10.75
"All nine Republican members of the House Intelligence Committee are calling on Rep. Adam Schiff (D-Calif.) to resign as its chairman over his public comments about the Russia investigation, which did not determine that President Donald Trump or anyone on his campaign conspired with Russia to win the 2016 election.",huffpost,0,37.82,-10.75
"Trump, returning to Washington after spending the holidays at his Florida resort, posted an early-morning tweet lashing out at former Clinton aide Huma Abedin, apparently in response to Abedin emails released by the State Department on Friday.",huffpost,1,37.82,-10.75
"“I believe the issue of marriage must be decided by the states, and by the people in the states, not by judges and not even by legislators, but by the people themselves.""",huffpost,0,37.82,-10.75
"And if McConnell doesn’t follow through on immigration, Democrats will still be able to use his promise to vote against the next spending bill on Feb. 8 and pin the blame on Republicans.",huffpost,0,37.82,-10.75
"Biden, aware of this, told voters they should be suspicious somebody “who would actually put in motion a plan that … added $6,400 a year more to the cost of Medicare?”",huffpost,0,37.82,-10.75
"The FBI said it was processing a cell phone, a computer and a camera recovered from Hodgkinson’s van, which was in the parking lot of a YMCA adjacent to the park.",huffpost,0,37.82,-10.75
"$1,071,872.87, to be exact, though of course this is more back-of-the-envelope than exact.",huffpost,0,37.82,-10.75
“I’m astounded that this caucus refuses to acknowledge reality and change.”,huffpost,0,37.82,-10.75
But conservatives weren't the only ones taking sides.,huffpost,0,37.82,-10.75
"""Well, which is it?"" Scalia asked.",huffpost,0,37.82,-10.75
"There was one problem: Mr. Blumenthal, a Democrat now running for the United States Senate, never served in Vietnam.",huffpost,0,37.82,-10.75
"Former GOP candidate Rick Santorum, for example, put out a statement shortly after Romney's remarks that claimed Obama ""has consistently fought against protecting the institution of marriage from radical social engineering at both the state and federal level.""",huffpost,0,37.82,-10.75
I'm endorsing Rick Perry because we need a tough-on-crime president who will champion and fund full-time border security operations from Brownsville to San Diego.,huffpost,0,37.82,-10.75
"Senate Minority Leader Chuck Schumer and House Speaker-to-be Nancy Pelosi made their first visit to the White House since their Dec. 11 meeting with Trump, when he said he would be “proud” to take responsibility for a government shutdown in his effort to force Congress to spend billions of dollars on a wall along the southern border.",huffpost,1,37.82,-10.75
"""When the [U.S. Capitol] Visitor Center was opened ... they did not have the national motto in there.",huffpost,0,37.82,-10.75
"Dear Sasha and Malia, I get you’re both in those awful teen years, but you’re a part of the First Family, try showing a little class.",huffpost,0,37.82,-10.75
"Huckabee, an ordained Southern Baptist minister, is a celebrated figure among evangelical Christians.",huffpost,0,37.82,-10.75
"I think there should be some punishment, but the punishment ought to be on the rapist.""",huffpost,0,37.82,-10.75
"“Big-game trophy decision will be announced next week but will be very hard pressed to change my mind that this horror show in any way helps conservation of Elephants or any other animal,” he posted to Twitter Sunday evening.",huffpost,0,37.82,-10.75
