text,source,label,reliability,bias
"“We need to use whatever compulsory mechanism necessary to get the information he possesses … the Fifth Amendment right not to provide materials or documents is limited,” he added.",huffpost,0,37.82,-10.75
"""I have decided not to be the moderator of the Newsmax debate,"" Trump said in a statement.",huffpost,0,37.82,-10.75
"Previously, she had spoken out against the military's former ""don't ask, don't tell"" policy.",huffpost,0,37.82,-10.75
"At times, Biden repeatedly butted in on Ryan's answers, refusing to let Ryan finish his thought.",huffpost,0,37.82,-10.75
"WASHINGTON ― President Donald Trump’s offer to Democrats over the weekend seeking to trade temporary protections for some immigrants in exchange for funding for a wall on the U.S.-Mexico border received positive coverage from some outlets, including being called a “compromise” and a move by Trump “toward the center.”",huffpost,0,37.82,-10.75
"""Their side is all spending their time talking about laughing and facial tics,"" said Obama campaign manager Jim Messina.",huffpost,0,37.82,-10.75
"""I recommend that every member read the classified version, which goes into greater detail that I cannot speak to here today.",huffpost,0,37.82,-10.75
"Boehner also dismissed top Obama campaign strategist David Axelrod's comment on Sunday that House Republicans are under a ""reign of terror"" brought about by the far right of their party.",huffpost,1,37.82,-10.75
"A U.S. intelligence official told The Huffington Post the review was completed ""early this year.""",huffpost,0,37.82,-10.75
"According to New York Magazine writer Yashar Ali, Griffin claims that the image is an “expression of art” inspired by Trump’s comments about former Fox News correspondent Megyn Kelly having “blood coming out of her eyes” and “out of her — wherever.”",huffpost,0,37.82,-10.75
"The ad features Netanyahu laying out Israel’s security concerns about Iran’s nuclear program, which Republicans have used to knock President Barack Obama’s sometimes frosty relationship with the Israeli prime minister. ",huffpost,1,37.82,-10.75
"However, there's not a lot of time for that to happen before next Thursday's election, and leadership elections generally are dominated by inside baseball politics and arcane political interests.",huffpost,0,37.82,-10.75
"Farenthold used $84,000 in taxpayer funds to settle a sexual harassment lawsuit his former communications director, Lauren Greene, had filed in 2014, Politico reported in December.",huffpost,0,37.82,-10.75
"As a possible victory in the 2018 elections loomed, they made it clear that the reforms would be their No. 1 priority.",huffpost,0,37.82,-10.75
I couldn’t agree more.,huffpost,0,37.82,-10.75
"Mueller’s office, the report said, learned of Trump’s orders to Cohen “through interviews with multiple witnesses from the Trump Organization and internal company emails, text messages, and a cache of other documents.”",huffpost,0,37.82,-10.75
"He added that the report found that ""local school authorities are in the best position"" to determine their own school security measures, ""specifically whether an armed security guard is necessary and supported by the education and citizen community.""",huffpost,0,37.82,-10.75
"Jackson said he was clearheaded and had not been under treatment for alcohol or drug abuse, though he did have a beer last night.",huffpost,0,37.82,-10.75
