text,source,label,reliability,bias
"Obama, meanwhile, took on Ryan for the second straight day Tuesday, using a stop in Oskaloosa, Iowa, to criticize Ryan’s and Romney’s tax plan.",fox-news,0,35.44,11.06
"Appearing at Joey’s Diner here, in the southern end of the state, Mr. Arpaio, who had also been courted by Representative Michele Bachmann and Herman Cain, praised what he called Mr. Perry’s efforts to interdict illegal crossings by sending Texas Rangers and other state law enforcement to the Texas border with Mexico.",the-new-york-times,0,40.94,-7.94
"“Coming back in for a special session will be discussed and all options around the governor’s political future are on the table,” said the Democratic leader of the Senate, Justin Alfond.",the-new-york-times,0,40.94,-7.94
"The spate of voluntary disclosures on Friday, intended to highlight Mrs. Clinton’s efforts at transparency, came after a week of renewed attention to her use of a private email server while she was secretary of state.",the-new-york-times,0,40.94,-7.94
But Mr. Romney’s campaign is also trying hard to make sure that the convention projects an image that swing voters in battleground states will find appealing.,the-new-york-times,0,40.94,-7.94
"The leadership elections, conducted by secret ballot behind closed doors, stamped out calls for new leaders.",the-new-york-times,1,40.94,-7.94
"WASHINGTON — President Trump made his first “Crooked Hillary” Twitter post less than 48 hours into the new year on Tuesday, accusing a former Clinton aide of “disregarding basic security protocols,” and calling his own Justice Department a “deep state.”",the-new-york-times,1,40.94,-7.94
"The inspector general said the email, which included a draft of the search warrant affidavit, contained information that appeared to be under seal.",the-new-york-times,0,40.94,-7.94
"“I can’t imagine what this place would be — I can’t imagine what the country would be — with Donald Trump as our president,” Justice Ginsburg told The Times in an interview published Sunday.",the-new-york-times,0,40.94,-7.94
"The packages — virtually identical in plain manila envelopes — have been addressed to former President Barack Obama; former Vice President Joseph R. Biden Jr.; former Secretary of State Hillary Clinton; Representative Maxine Waters of California; former Attorney General Eric Holder; John O. Brennan, a former C.I.A. director, the actor Robert De Niro; and George Soros, the billionaire Democratic donor.",the-new-york-times,0,40.94,-7.94
"I crossed the line. I move the line, I cross it. I went way too far.",the-new-york-times,0,40.94,-7.94
"But in an interview Tuesday, Mr. Ryan suggested few ideas for how to appeal to voters beyond essentially crowdsourcing the task to more House Democrats, and he offered no indication that working with the Republican majority on any particular policy compromises would be a priority.",the-new-york-times,0,40.94,-7.94
"“And as they changed, he tried to stand by his new views.”",the-new-york-times,0,40.94,-7.94
Let’s get it done!”,the-new-york-times,0,40.94,-7.94
"“You maybe get a political issue, but you won’t get results.",the-new-york-times,0,40.94,-7.94
"“I think the parent should be in charge,” he added, “working with the local school district to try to design an educational environment for each child that optimizes their potential.”",the-new-york-times,0,40.94,-7.94
"As my colleagues Kim Severson and Robbie Brown report from Atlanta, where Chick-fil-A began in the 1940s, the president, Dan T. Cathy, made comments last month about the biblical arguments against homosexuality.",the-new-york-times,0,40.94,-7.94
“Where did they come up that public education and bigger education bureaucracies was the rule in America?” he said.,the-new-york-times,0,40.94,-7.94
"“Benghazi didn’t happen in a vacuum,” she said.",the-new-york-times,0,40.94,-7.94
"Senator Harry Reid of Nevada, the Senate majority leader and a Democrat facing a difficult re-election fight, said through a spokesman that those who plan to erect the Islamic center should look elsewhere.",the-new-york-times,0,40.94,-7.94
"During his nomination hearing this week to become attorney general, William P. Barr was asked if the president would have committed a crime if he had coached a witness to testify falsely — or not to testify at all.",the-new-york-times,0,40.94,-7.94
"During his presidency, Mr. Obama has repeatedly mourned victims of mass shootings, often expressing anger and frustration at what he has said is the country’s apparent willingness to let them become a “normal” part of life.",the-new-york-times,0,40.94,-7.94
"Mr. Ryan tried to be respectful, listening to the vice president with a tilted head, choirboy smile and puppy-dog eyes, but he showed his irritation when Mr. Biden kept interrupting to attack his policy on Medicare.",the-new-york-times,0,40.94,-7.94
"The speech, scheduled for March 3, was arranged by Mr. Boehner and the Israeli ambassador without consulting the White House — a move that Mr. Obama’s team has called a breach of protocol.",the-new-york-times,0,40.94,-7.94
She sees it as a paperwork bother more than a financial issue.,the-new-york-times,0,40.94,-7.94
"Republicans must be willing to take these challenges head on with new leadership, fresh ideas and a different approach.”",the-new-york-times,0,40.94,-7.94
"At almost all of his campaign rallies, Donald J. Trump leads a familiar refrain as he details his plan to build a giant wall along the border with Mexico.",the-new-york-times,0,40.94,-7.94
"Mr. Jones has had his posts and videos on his personal account and on Infowars severely restricted or removed by Apple, Facebook, Google and Spotify. ",the-new-york-times,0,40.94,-7.94
Newt Gingrich and Rick Santorum were the only two Republicans who agreed to participate.,the-new-york-times,0,40.94,-7.94
"It started Wednesday with the most innocuous of events: the annual naming of the National Thanksgiving Turkey, when Mr. Obama officially liberated Cheese, a large white bird with impressive plumage, from the Thursday dinner table.",the-new-york-times,0,40.94,-7.94
"Representative Jim Jordan, Republican of Ohio, tried to link the I.R.S. scandal with other controversies that are dogging the Obama administration.",the-new-york-times,0,40.94,-7.94
"The administration, by disclosing the briefings, sought to push back on claims by Democrats and Republicans in Congress that they were either not aware of programs to mine vast amounts of Internet data and business telephone records or were insufficiently briefed on the details.",the-new-york-times,0,40.94,-7.94
"On Thursday, as Democrats and Republicans in the House traded recriminations, the Senate panel quietly called back for another interview with Jared Kushner, Mr. Trump’s son-in-law and senior adviser.",the-new-york-times,0,40.94,-7.94
Democrats have largely avoided the internal insurrections that upended Republicans over the past decade.,the-new-york-times,0,40.94,-7.94
"The House approved the Ryan budget plan on March 29 by a vote of 228 to 191, with all but 10 Republicans voting for it.",the-new-york-times,0,40.94,-7.94
"“I’m a believer in following the plain text of the Constitution, and I think in this case, the 14th Amendment is pretty clear, and that would involve a very, very lengthy constitutional process.”",the-new-york-times,0,40.94,-7.94
“It’s a fake question.”,the-new-york-times,0,40.94,-7.94
"“My intention has always been to be completely clear and accurate and straightforward, out of respect to the veterans who served in Vietnam,” he said.",the-new-york-times,0,40.94,-7.94
"And he may elect to do so, given the objections of some Republicans on Wednesday after he dismissed her.",the-new-york-times,0,40.94,-7.94
He reserved his harshest criticism for the use of tear gas by the police — a mistake he said he made in Seattle and one he regrets to this day.,the-new-york-times,0,40.94,-7.94
"Last year, Mr. Trump also criticized the Justice Department and Attorney General Jeff Sessions for not pursuing investigations of his political opponents.",the-new-york-times,0,40.94,-7.94
"Reince Priebus, the chairman of the Republican National Committee, tried to deflect questions on behalf of Mr. Romney, saying on Fox News that “this is the platform of the Republican Party, it is not the platform of Mitt Romney.”",the-new-york-times,0,40.94,-7.94
"“Like anyone else, native-born Americans, whoever their parents are, can be charged with crimes if they disobey U.S. law,” Mr. Legomsky said.",the-new-york-times,0,40.94,-7.94
Sensitive information is different from classified information.,the-new-york-times,0,40.94,-7.94
And Ms. Pelosi could not resist suggesting that Republicans were the initiators of the present rancor.,the-new-york-times,0,40.94,-7.94
"“I would say that there is a two-in-three chance that we win control of the House again, but there’s a one-in-three chance that we could lose, and I’m being myself, frank,” he said in an interview first posted online by the newspaper The Hill.",the-new-york-times,0,40.94,-7.94
"The hearing, the second this week on the I.R.S.’s efforts to target conservative groups, offered few new revelations.",the-new-york-times,0,40.94,-7.94
"Instead, they must file together as “married filing jointly” or individually as “married filing separately.”",the-new-york-times,0,40.94,-7.94
"While he and his wife were away from their home this week, he added, he told his neighbor not to collect their mail.",the-new-york-times,0,40.94,-7.94
"He outlined a dark vision of an America afflicted by “the ravages” of economic dislocation and foreign exploitation, requiring his can-do approach to turn around.",the-new-york-times,0,40.94,-7.94
"But with significant help from conservative talk radio hosts like Laura Ingraham, Mr. Brat was able to galvanize opposition to Mr. Cantor in one of Virginia’s most conservative congressional districts.",the-new-york-times,0,40.94,-7.94
"In September, Mr. Trump acknowledged in a closed-door interview with the Senate Judiciary Committee that he had corresponded with the group during the campaign, the officials said.",the-new-york-times,0,40.94,-7.94
"Mr. Rother said the group’s stance on possible cuts, which was first reported in The Wall Street Journal in Friday’s editions, should be seen less as a major change in position than as a reflection of the political and financial realities facing the Social Security system and the country as a whole.",the-new-york-times,0,40.94,-7.94
Mr. Ryan and Mr. Romney would limit the government’s current open-ended financial commitment to Medicare.,the-new-york-times,0,40.94,-7.94
A dozen officers in plain clothes and uniforms stood watch as he spoke; one warned photographers to “remain stationary” during the event.,the-new-york-times,0,40.94,-7.94
"In short, both Mr. Romney and Mr. Obama have adopted the favored position of their ideological base on a subject that profoundly animates both of those camps.",the-new-york-times,0,40.94,-7.94
"HOUSTON — The decision by Republican convention delegates to oppose abortion without explicit exceptions for rape and incest poses a tricky political challenge for Mitt Romney as he prepares to accept the presidential nomination in Tampa, Fla., next week.",the-new-york-times,0,40.94,-7.94
"The former Pennsylvania senator has a 3-year-old daughter, Bella, with a serious chromosomal disorder, and he said that doctors who detect such a condition before birth typically recommend abortion.",the-new-york-times,0,40.94,-7.94
"That day, Mr. Trump defended his role in the Trump Tower Moscow discussions, brushing aside concerns that he was advancing his business interests at the time he was hoping to become president.",the-new-york-times,0,40.94,-7.94
"“We’re seeing a lot of marijuana coming over from Colorado,” said Sheriff Adam Hayward of Deuel County, Neb., who said that he was gratified that the two states were challenging Colorado’s marijuana laws.",the-new-york-times,0,40.94,-7.94
