text,source,label,reliability,bias
"Shot by celebrity photographer and director Tyler Shields, the comedian stares the camera down in one photo, as she holds what resembles the bloody head of President Donald Trump.",huffpost,0,37.82,-10.75
"I am going to be a President for all Americans, and I am going to protect and defend all Americans.""",huffpost,0,37.82,-10.75
"Bruning, along with Oklahoma Attorney General Scott Pruitt, argue that under the U.S. Constitution's Supremacy Clause, Colorado's legalization of recreational marijuana is unconstitutional because marijuana remains illegal under federal law.",huffpost,0,37.82,-10.75
Paul said that a number of aides were lying down during the attack as the shooter fired bullets their way.,huffpost,0,37.82,-10.75
"News of Mattis’ departure comes in the wake of reports that the White House had been discussing who might replace him, a topic that was first reported by The Washington Post in early September.",huffpost,0,37.82,-10.75
"Trump celebrated Strzok’s firing on Twitter, writing Monday that the investigation into his campaign “should be dropped” and that the investigation into Clinton “should be properly redone.”",huffpost,0,37.82,-10.75
"“I think it’s immoral. I think it’s unethical. I think it’s unpatriotic, and yes, I think it’s corrupt and evidence of collusion.”",huffpost,0,37.82,-10.75
"Akin also claimed he would help Romney and the Republican party in November by soldiering on, but admitted that no senator had called him to ask him to stay in the race.",huffpost,0,37.82,-10.75
"The White House initiated the conversation, which occurred over phone.",huffpost,0,37.82,-10.75
The White House didn’t immediately respond to a HuffPost request for comment on the report.,huffpost,0,37.82,-10.75
"It is also quite obvious, from 223 years of legal and political debate on the topic, that the text of the Constitution itself, including those portions that deal with legislative power, is susceptible to many different (and often evolving) views and interpretations, a practical reality that would likely render most “Constitutional Authority Statements” controversial and contentious.”",huffpost,0,37.82,-10.75
"""I think the GOP race has been, in many cases, a race to the bottom.""",huffpost,0,37.82,-10.75
"""In the House of Representatives, what have you guys been doing, John?"" Obama continued, calling out Speaker of the House John Boehner (R-Ohio).",huffpost,0,37.82,-10.75
Immigration activists have targeted McCarthy specifically due to his high rank in the House GOP.,huffpost,0,37.82,-10.75
"""They are wasting their taxpayers’ dollars by filing this suit and forcing Coloradans to pick up the bill for defending our state against it.",huffpost,0,37.82,-10.75
Senate Republicans refused to hold public hearings for Garland and declined to meet with him in private.,huffpost,0,37.82,-10.75
"The Wednesday hearing would have been Lerner's first public appearance, and first under oath, since she apologized for the IRS' inappropriate targeting of conservative groups at a May 10 American Bar Association meeting.",huffpost,0,37.82,-10.75
They are following an incorrect reading of the Foreign Sovereign Immunities Act.”,huffpost,0,37.82,-10.75
“I was stunned when Eric Cantor lost his primary election earlier this week.,huffpost,0,37.82,-10.75
Lawmakers from both parties expressed sympathy for the victims.,huffpost,0,37.82,-10.75
"Asked whether the country would find itself dipping towards the economic doldrums if Congress waited a month or two to get a tax cut package passed, Rob Shapiro, a former commerce official in the Clinton White House and a proponent of the current tax cut deal, offered more sober-minded analysis.",huffpost,0,37.82,-10.75
His health care plan would cut Medicare by $800 billion -- that means a 22 percent cut in benefits.,huffpost,0,37.82,-10.75
"Cesar Sayoc, 56, of South Florida was taken into custody on Friday, FBI Director Chris Wray confirmed at a press conference.",huffpost,0,37.82,-10.75
“We are giving him a Republican path to do that.,huffpost,0,37.82,-10.75
"In a follow-up statement on Saturday, a BuzzFeed spokesman told The New York Times that the news site had “re-confirmed” its reporting and seen “no indication that any specific aspect of our story is inaccurate.”",huffpost,0,37.82,-10.75
"And I keep on saying this, the single most important thing they can do to avert that is to stabilize housing prices.""",huffpost,0,37.82,-10.75
"Axios cited John Eastman, a constitutional law professor at Chapman University and director of The Claremont Institute’s Center for Constitutional Jurisprudence, who said the amendment has been misapplied and was not intended to apply to every person born in the U.S. regardless of parentage.",huffpost,0,37.82,-10.75
"The Trumps also met with Crystal Griner, one of the two U.S. Capitol Police officers injured in the attack, and her wife.",huffpost,0,37.82,-10.75
"Obama went on to defend those who operated the programs as ""professionals.""",huffpost,0,37.82,-10.75
"But Hensarling pondered his options for a full day Wednesday, while McCarthy moved quickly to generate support.",huffpost,0,37.82,-10.75
"From his seat on the Senate Foreign Relations Committee, Rubio has already played a key role in U.S. foreign policy debates, often staking out positions that directly counter President Barack Obama's administration.",huffpost,0,37.82,-10.75
Williams sustained a minor leg injury.,huffpost,0,37.82,-10.75
"This mission was driven not just by party leaders, but also by the candidates who would ultimately deliver Democrats their first majority in the House in eight years.",huffpost,0,37.82,-10.75
He faces up to 48 years in prison.,huffpost,0,37.82,-10.75
"“We know, and we know and have seen, that the Supreme Court reshapes power in our country.”",huffpost,0,37.82,-10.75
"No one I have ever talked to.""",huffpost,0,37.82,-10.75
"“I would like to thank my staff both in Washington and Texas for all of their hard work on behalf of our constituents. I would also like to thank my family for their unwavering support and most importantly the people that elected me,” he said.",huffpost,0,37.82,-10.75
"""I abhor discrimination.",huffpost,0,37.82,-10.75
"As director of the IRS exempt organizations unit, she is in charge of the division overseeing nonprofit organizations, which includes the Cincinnati office that was the source of the inappropriate targeting criteria.",huffpost,0,37.82,-10.75
The task force also suggested that states loosen current legal restrictions on who can carry a firearm on school property.,huffpost,0,37.82,-10.75
"More than 30 nations, including Canada and Mexico, have similar policies.",huffpost,0,37.82,-10.75
"We do not support this legislation.""",huffpost,0,37.82,-10.75
"The source said it would not be surprising if more than one conversation took place, though there were no other intermediaries involved.",huffpost,0,37.82,-10.75
"But Netanyahu pushed back against these criticisms in two separate interviews on Sunday, first telling CNN, “I know that people are trying to draw me into the American election.",huffpost,0,37.82,-10.75
"It is no surprise Linda McMahon would want to smear the Attorney General, considering all of the debauchery at the WWF under her watch, including her attempt to interfere with an investigation into widespread drug abuse.",huffpost,0,37.82,-10.75
"Ted Cruz's problem with the National Enquirer is his and his alone, and while they were right about O.J. Simpson, John Edwards, and many others, I certainly hope they are not right about Lyin' Ted Cruz.”",huffpost,1,37.82,-10.75
"House Speaker Nancy Pelosi is not upset over Michigan Rep. Rashida Tlaib’s vulgar comment on impeaching President Donald Trump, said just hours after Thursday’s swearing-in ceremony on the House floor.",huffpost,0,37.82,-10.75
"He was involved in the Clinton investigation, which was highly public, as well as the investigation into the Trump campaign and Russian interference in the 2016 election, which the bureau never publicly acknowledged until months into Trump’s presidency.",huffpost,0,37.82,-10.75
"WASHINGTON ― In a stinging blow to President Barack Obama, the Senate voted Wednesday to override his veto of a bill to let 9/11 victims sue Saudi Arabia for its alleged role in the terrorist attacks.",huffpost,1,37.82,-10.75
He adding that the issue has been “under study for years” but that he would provide an update after additional review.,huffpost,0,37.82,-10.75
"He added later, ""That's a decision that every Republican will have to make in laying out the principles, but that's my personal position.""",huffpost,0,37.82,-10.75
Many will miss their first paycheck on Jan. 11 unless Trump signs a spending bill before then.,huffpost,0,37.82,-10.75
"Lerner's decision to plead the Fifth comes as the Department of Justice has initiated an investigation into whether laws were broken at the IRS, according to Taylor's letter to the committee.",huffpost,0,37.82,-10.75
"A Republican staffer on Friday apologized for a Facebook post that criticized Malia and Sasha Obama's appearance at the annual White House turkey pardon ceremony, one of America's silliest holiday traditions.",huffpost,0,37.82,-10.75
"“That could be further evidence of an attempt to interfere with the investigation,” Schiff said of Trump’s reported request to Coats and Rogers.",huffpost,0,37.82,-10.75
"“I believe that, based upon the interview he gave today on ABC, it said that he had changed his view, but you’re a better judge of that than I am,"" Romney said.",huffpost,0,37.82,-10.75
FBI officials said they believed the package to be related to the others mailed out this week.,huffpost,0,37.82,-10.75
"Somewhat misleadingly, the GOP committee members stated in their letter that Mueller’s findings “conclusively refute” Schiff’s “past and present assertions” about the investigation.",huffpost,1,37.82,-10.75
"In January, Trump asserted that he had “the absolute right to declare a national emergency,” according to CNN.",huffpost,1,37.82,-10.75
"Justice Ruth Bader Ginsburg said that at this stage of the lawsuit, the issue is not proving discrimination but showing enough evidence to go forward.",huffpost,0,37.82,-10.75
“They’re just grateful everyone was able to work together as a team and get out.”,huffpost,0,37.82,-10.75
"According to BuzzFeed, “Cohen then acknowledged those instructions during his interviews with that office.”",huffpost,0,37.82,-10.75
"On Wednesday, the Democratic leaders emerged from the White House after 90 minutes, unified on not giving in to Trump.",huffpost,0,37.82,-10.75
Biden did another thing Obama did not a week ago.,huffpost,0,37.82,-10.75
"The president pledged to prosecute those responsible ― “them, him, her, whoever it may be,” he said ― to the fullest extent of the law.",huffpost,0,37.82,-10.75
Biden didn’t worry so much about numbers.,huffpost,0,37.82,-10.75
"The cache of emails paint a fuller picture than did an email leaked earlier this week, which portrayed a State Department concerned about its public image.",huffpost,0,37.82,-10.75
"And on Monday, the executives of nine Indiana-based companies, including Angie's List and Anthem, sent a letter to Pence outlining their concerns.",huffpost,0,37.82,-10.75
"The total wall funding will now come to about $8 billion, partially approved by Congress but mostly by Trump alone.",huffpost,0,37.82,-10.75
"The second-term congressman represents New York’s 11th District, which includes Staten Island and part of Brooklyn.",huffpost,0,37.82,-10.75
"""They're followers of a false prophet.""",huffpost,1,37.82,-10.75
