text,source,label,reliability,bias
The investigation was internal at first with the White House reaching conclusions at least two-and-a-half months ago.,huffpost,0,37.82,-10.75
One issue that may come up is the department's funding.,fox-news,0,35.44,11.06
"Before he spoke on Friday, throngs of protesters were causing disruptions on the edges of the security zone in Washington. ",fox-news,0,35.44,11.06
He tarnished the FBI's sterling reputation and severely damaged public trust in an institution where trust is paramount. ,fox-news,0,35.44,11.06
"House Speaker Nancy Pelosi, D-Calif., tweeted, “What we didn’t hear from the President was any sympathy for the federal workers who face so much uncertainty because of the chaos of the #TrumpShutdown.”",fox-news,0,35.44,11.06
I understand there are going to be people that hate this.,fox-news,0,35.44,11.06
"I’m disappointed, but I think the party’s better off because of this.”",fox-news,0,35.44,11.06
U.S. Attorney Adam Braverman said Tuesday’s indictment proved that “no one is above the law.”,fox-news,0,35.44,11.06
“We knew it was going to be an uphill battle.,fox-news,0,35.44,11.06
"He said the administration policy is that employees ""should use their official email accounts when they're conducting official government business.""",fox-news,0,35.44,11.06
"The key vote for a Wal-Mart victory could belong to Justice Anthony Kennedy, who said he was troubled by what he called an inconsistency in the women's lawsuit.",fox-news,0,35.44,11.06
"“The Mueller report needs to be made public, the underlying investigative materials should be handed over to Congress, and Barr must testify.",fox-news,0,35.44,11.06
Reps for Griffin did not immediately return Fox News' request for comment.,fox-news,0,35.44,11.06
"Nick Merrill, a Clinton spokesman, said the former secretary of state expected that emails to State Department officials -- which she sent to department accounts -- would be preserved.",fox-news,0,35.44,11.06
"Top Republican Sen. John Thune, of South Dakota, all but confirmed Wednesday that his party is willing to use what’s known as the “nuclear option,” to lower the vote threshold to confirm Judge Neil Gorsuch if Democrats try to filibuster.",fox-news,0,35.44,11.06
"Burton said that he ""can't speak to the politics of what the Republicans are doing,"" but the president was not looking to make political hay with his remarks, which he reportedly considered carefully before delivering them at a White House dinner on Friday night.",fox-news,1,35.44,11.06
"Brat is married and has two children, an 11-year-old daughter and a 15-year-old son.",fox-news,0,35.44,11.06
"“For one thing, this proposal does not include the permanent solution for the Dreamers and TPS recipients that our country needs and supports.”",fox-news,0,35.44,11.06
"Herrod added she was surprised and disappointed that ""in America today, false attacks and irresponsible characterizations about a piece of legislation can so intimidate and persuade people to change their opinion about religious liberty.""",fox-news,0,35.44,11.06
"Still, then-Deputy Assistant Secretary for Diplomatic Security Charlene Lamb testified in October that the size of the attack -- and not the money -- was the issue.",fox-news,0,35.44,11.06
"""I need to ask what she did (with the server) and when she did it and importantly why she did it,” he said on Fox News' ""On the Record with Greta Van Susteren.""",fox-news,0,35.44,11.06
Sandra Jackson was a Chicago alderman before she resigned last month during the federal investigation.,fox-news,0,35.44,11.06
"I only speak to myself, however.",fox-news,0,35.44,11.06
"It has expanded to probe financial crimes of Trump associates before the election, conversations Trump’s national security adviser had with the Russians during the transition and whether Trump obstructed justice with his comments and actions related to the probe.",fox-news,0,35.44,11.06
New York Republican Rep. Michael Grimm's attorney confirmed late Friday that federal prosecutors plan to file criminal charges against the congressman.,fox-news,0,35.44,11.06
"According to the slides, there has been “continued exponential growth in tasking to Facebook and Skype.""",fox-news,0,35.44,11.06
Obama called as well for legislation to bar the possession and importation of armor-piercing bullets and to require criminal background checks for nearly all gun sales.,fox-news,0,35.44,11.06
Our leadership is weak and ineffective. I called it and asked for the ban. Must be tough.”,fox-news,0,35.44,11.06
"With the moderator, ABC News' Martha Raddatz, opening the debate with a question about the Libya strike, which happened a month ago Thursday, Ryan criticized the administration for waiting more than a week after the strike to call it a coordinated terror attack.",fox-news,0,35.44,11.06
"The news that Mattis will be leaving sooner than expected comes just days after Brett McGurk, the U.S. envoy for the global coalition to defeat Islamic State (ISIS), on Saturday accelerated his planned departure and announced his resignation.",fox-news,0,35.44,11.06
"""Although Rep. Akin has apologized, I believe he should take time with his family to consider whether this statement will prevent him from effectively representing our party in this critical election.""",fox-news,0,35.44,11.06
Fox News’ Matt Richardson and John Roberts contributed to this report.,fox-news,0,35.44,11.06
The fierce competition will end next month with the selection of a chairman for the 2012 election cycle.,fox-news,0,35.44,11.06
There is also concern about abandoning the U.S.' Kurdish allies.,fox-news,0,35.44,11.06
That potential ruling would get Wal-Mart off the hook for any financial damages.,fox-news,0,35.44,11.06
"I always believed that kid could go from hope to higher ground.""",fox-news,0,35.44,11.06
"Angie’s List, the business-rating website, this weekend put on hold plans to expand its Indianapolis headquarters.",fox-news,0,35.44,11.06
