text,source,label,reliability,bias
"While some, such as black conservative group BOND Action, have directly announced their intentions to work toward insuring Steele's termination at the committee, other Republicans have simply lined up behind his growing list of challengers.",huffpost,0,37.82,-10.75
"“I thought both Whitehouse and others rightly pointed out that after Roberts’ confirmation we gotta pull away that fake story that you’re just calling balls and strikes,” Teachout said.",huffpost,1,37.82,-10.75
"The House bill “is just the first step in our efforts to change politics in this country ― to change politics in this town,” freshman Rep. Max Rose (D-N.Y.) said on Thursday ahead of the vote.",huffpost,0,37.82,-10.75
"""Radical Islam advocates hate for women, gays, Jews, Christians and all Americans.",huffpost,0,37.82,-10.75
HuffPost reported in November 2012 Christie turned down an invitation to appear at an event with Republican presidential candidate Mitt Romney days ahead of the election.,huffpost,0,37.82,-10.75
"In his video, flanked by an American flag and a Texas state flag, he added: “You know, I look forward to staying in touch with everyone.",huffpost,0,37.82,-10.75
"He semi-voiced his opinion, but we all did the talking.",huffpost,0,37.82,-10.75
And the Washington Post reported earlier this week that Trump asked Director of National Intelligence Dan Coats and National Security Agency Director Mike Rogers to push back on the FBI’s Russia investigation.,huffpost,0,37.82,-10.75
"Netanyahu was invited to speak in front of a joint session of Congress by House Speaker John Boehner (R-Ohio), who did not seek approval from the White House before sending the invitation.",huffpost,0,37.82,-10.75
Schumer said in a statement that “glad-handing with Vladimir Putin on the heels of these indictments would be an insult to our democracy.”,huffpost,0,37.82,-10.75
Politics Daily recently reported:,huffpost,0,37.82,-10.75
"The NRA said it needs ""time to digest"" the findings, but it commended Hutchinson and his team for contributions that ""will go a long way to making America's schools safer.""",huffpost,0,37.82,-10.75
"As governor, Huckabee signed a ban on gay marriage (which was overturned by a federal judge last year), and he has been outspoken in his opposition against states legalizing marriage equality.",huffpost,0,37.82,-10.75
"""I've repeatedly said I don't question the president's faith,"" Santorum told host Bob Schieffer, denying what some have said was a signal that Santorum had challenged the legitimacy of Obama's Christianity.",huffpost,0,37.82,-10.75
"On Thursday, the state's general assembly passed new language explicitly stating that the law does not allow discrimination based on sexual orientation or gender identity.",huffpost,0,37.82,-10.75
"“Because neighboring states have expressed concern about Colorado-grown marijuana coming into their states, we are not entirely surprised by this action,"" Suthers said.",huffpost,0,37.82,-10.75
"He is famous for pushing worksite raids and creating a ""Tent City,"" a military-style holding ground for inmates, now in its eighteenth year.",huffpost,0,37.82,-10.75
Paul said that a number of aides were lying down during the attack as the shooter fired bullets their way.,huffpost,0,37.82,-10.75
"Because we’re gonna go in there, and we’re gonna impeach the motherfucker.”",huffpost,0,37.82,-10.75
"In a rare statement issued Friday night, special counsel Robert Mueller’s team disputed BuzzFeed’s explosive report Thursday that said President Donald Trump directed attorney Michael Cohen to lie to Congress.",huffpost,0,37.82,-10.75
But he does have a solution. Sort of.,huffpost,1,37.82,-10.75
"Beck didn't really name names - save for a swipe at one Republican (presumably Sen. John McCain) for admiring another Republican, Teddy Roosevelt -- the latter of whom Beck accused of launching the modern progressive movement.",huffpost,0,37.82,-10.75
Nothing in the emails supports theories that the talking points were changed in order to influence the 2012 election.,huffpost,0,37.82,-10.75
"WASHINGTON -- In a bold and potentially historic attempt to stem the increase in mass gun violence, President Barack Obama unveiled on Wednesday the most sweeping effort at gun control policy reform in a generation.",huffpost,1,37.82,-10.75
