text,source,label,reliability,bias
"Reince Priebus lasted barely six months as White House chief of staff, and Sean Spicer had a similarly short tenure as press secretary.",huffpost,0,37.82,-10.75
Indiana’s new law contains no reference to sexual orientation.,huffpost,0,37.82,-10.75
"“We’re asking the president to open the government,” she told reporters on the White House driveway.",huffpost,0,37.82,-10.75
"I trust in God, but God wants to see us help ourselves by putting people back to work.""",huffpost,0,37.82,-10.75
Obama made the same argument on the stump.,huffpost,0,37.82,-10.75
"A Labrador bid helps all parties regardless of the outcome -- including Labrador himself, since a run will elevate him as a leader inside the House GOP.",huffpost,0,37.82,-10.75
Chairman Issa remains hopeful that she will ultimately decide to testify tomorrow about her knowledge of outrageous IRS targeting of Americans for their political beliefs.”,huffpost,1,37.82,-10.75
"Earlier in the day on Saturday, Santorum had also said that health insurance plans shouldn’t be required to cover prenatal testing, because that testing results in more abortions, as well as contending that government-run public education was “anachronistic.”",huffpost,0,37.82,-10.75
"Some people were told that they would be meeting with an official from the Justice Department, but not that it was Holder.",huffpost,0,37.82,-10.75
"And while many predict that Steele will call it quits after his current term, his increasing seclusion and detachment from other Republican advisers has made his forthcoming decision difficult to ascertain.",huffpost,0,37.82,-10.75
'One party won't tax and will spend.,huffpost,0,37.82,-10.75
"""Senator Reid respects that but thinks that the mosque should be built someplace else.",huffpost,0,37.82,-10.75
"""Why can't Mitt Romney run his race and I'll run mine?"" Akin continued.",huffpost,0,37.82,-10.75
"WASHINGTON -- The nation's leading advocate for senior citizens says that it hasn't wavered in its opposition to cutting Social Security benefits, though a top official with the group said it is open to a discussion about raising the retirement age and other changes.",huffpost,0,37.82,-10.75
Feinstein is a ranking member of the Senate Judiciary Committee.,huffpost,0,37.82,-10.75
Peña Nieto’s approval rating fell to a record low earlier this year amid several corruption scandals.,huffpost,0,37.82,-10.75
He repeatedly has said it was “a possibility” that he would be indicted in Mueller’s investigation into Russian interference in the 2016 presidential election and possible Trump campaign collusion.,huffpost,0,37.82,-10.75
"""They are pulling people together and focusing on the negative, and then it's hard to make anything positive out of that,"" said Anita L. Russell, president of the Kansas City, Mo., branch of the NAACP, which introduced the resolution.",huffpost,0,37.82,-10.75
"White House deputy chief of staff Joe Hagin, who also served in the Ronald Reagan, George H.W. Bush and George W. Bush administrations, is expected to leave his post in July, Politico reported.",huffpost,0,37.82,-10.75
"There were roughly 520,000 arrests for unauthorized border crossings last year, which is about one-third of the 1.6 million arrests that happened in 2000.",huffpost,0,37.82,-10.75
Their concerns at other times were more mundane.,huffpost,0,37.82,-10.75
Stone has previously admitted to being in contact with Julian Assange of WikiLeaks during the Trump campaign.,huffpost,0,37.82,-10.75
"WASHINGTON -- Massachusetts Gov. Deval Patrick (D) on Wednesday appointed William ""Mo"" Cowan to the Senate seat vacated by newly confirmed Secretary of State John Kerry.",huffpost,0,37.82,-10.75
"He beat GOP establishment candidate Sen. Luther Strange (R-Ala.), who was chosen to fill the seat left vacant when Jeff Sessions became Trump’s attorney general.",huffpost,0,37.82,-10.75
Sayoc is a registered Republican and a self-described promoter and booking agent.,huffpost,0,37.82,-10.75
"Buying a car, by contrast he said, is ""designed to meet the needs of a customer.",huffpost,0,37.82,-10.75
"He said the California progressive has lost the connection with working-class people in the Midwest ― the same people who make up his district, and the same people who turned out in droves to vote for Trump and help defeat Democratic presidential nominee Hillary Clinton weeks ago.",huffpost,0,37.82,-10.75
"All we've heard, the Fox News host complained, is ""we need a big tent. We need a big tent. Can we get a bigger tent? How can we get a big tent?",huffpost,1,37.82,-10.75
"The Pentagon chief, nicknamed “Mad Dog Mattis” during his time as a Marine, echoed Trump’s call for strengthening the military and beefing up its combat readiness.",huffpost,0,37.82,-10.75
"The assailant, who authorities have identified as 66-year-old James T. Hodgkinson of Belleville, Illinois, was shot by police and later died of his injuries at a hospital.",huffpost,0,37.82,-10.75
"Yet AARP reassured labor groups that it had not changed its position on Social Security, labor officials told HuffPost.",huffpost,0,37.82,-10.75
"Senate Majority Leader Mitch McConnell, though, said he will not take up legislation that Trump has not endorsed, which means the shutdown will continue.",huffpost,0,37.82,-10.75
Republicans know if they admit their involvement in this game of gotcha it will undermine their credibility.,huffpost,0,37.82,-10.75
"""It is not as though we had this whole policy paper sitting on the shelf somewhere,"" said a senior administration official.",huffpost,0,37.82,-10.75
