text,source,label,reliability,bias
"The House committee’s subpoenas “will be designed to maximize our chance of getting the information that we need,” Schiff told reporters at a breakfast hosted by the Christian Science Monitor.",huffpost,0,37.82,-10.75
"Stone’s attorney, Grant Smith, said in a statement that “there was no Russian collusion” and that the charges were “a clear attempt at silencing Roger.”",huffpost,0,37.82,-10.75
"Some people were told that they would be meeting with an official from the Justice Department, but not that it was Holder.",huffpost,0,37.82,-10.75
"""If I saw a restaurant owner refuse to serve a gay couple, I wouldn’t eat there anymore.",huffpost,0,37.82,-10.75
But conservatives weren't the only ones taking sides.,huffpost,0,37.82,-10.75
"As such, independent fact-checkers and news analysts alike have disputed the Romney campaign's characterization.",huffpost,0,37.82,-10.75
Trump infamously bragged about grabbing women “by the pussy” in a leaked tape from 2005; since taking office he has referred to certain other nations as “shithole countries” and slung insults at a wide range of political foes.,huffpost,1,37.82,-10.75
"Summers himself, downplayed the significance of continuing the Bush tax cuts back in September -- though he was speaking, then, about the rates for the rich and the tax cut deal, at that point in time, did not include money for a 13-month extension of unemployment insurance or other tax incentives to help lower income workers.",huffpost,0,37.82,-10.75
CIA officers also removed the reference to al Qaeda in order to avoid prejudging the outcome of a FBI investigation into the incident.,huffpost,0,37.82,-10.75
"A day after Trump’s suspension, the Safari Club sent out a “call to arms,” encouraging hunters to contact Trump and Zinke and “tell them how much you appreciate the efforts of the Fish & Wildlife Service to remove barriers to sustainable use conservation for African wildlife.”",huffpost,0,37.82,-10.75
"According to the Washington Post, Seddique Mateen expressed gratitude toward the Afghan Taliban in videos posted online.",huffpost,0,37.82,-10.75
Sen. Scott Brown (R-Mass.) recently introduced a compromise bill on extending unemployment benefits.,huffpost,0,37.82,-10.75
"""Like Governor Romney has refused to specify how he will pay for his $5 trillion tax cuts weighted toward millionaires, Senator McCain would have cut $1.3 trillion from health care programs to pay for tax cuts while refusing to rule out cutting benefits or to say what he was cutting,"" Obama's current campaign press secretary, Ben LaBolt, said in an email to The Huffington Post.",huffpost,0,37.82,-10.75
"“[B]y tilting the political playing field so heavily toward corporations and against individuals, hasn’t the court impacted the composition of who is in Congress and made it therefore even harder for Congress to taking meaningful,” Hirono said.",huffpost,0,37.82,-10.75
Presumptive GOP presidential nominee Mitt Romney on Tuesday joined a chorus of Republicans calling for Rep. Todd Akin (R-Mo.) to drop out of the U.S. Senate race in Missouri.,huffpost,1,37.82,-10.75
"Abedin reportedly forwarded State Department emails, including some that contained passwords, to a personal account.",huffpost,0,37.82,-10.75
"""There's a real sense in the Republican Party that there's no one speaking, not only to them, but speaking for them,"" Huckabee said then.",huffpost,0,37.82,-10.75
"On Wednesday, Senate Majority Leader Harry Reid (D-Nev.) received a letter signed by all 42 Senate Republicans, which stated, ""[W]e write to inform you that we will not agree to invoke cloture on the motion to proceed to any legislative item until the Senate has acted to fund the government and we have prevented the tax increase that is currently awaiting all American taxpayers.""",huffpost,0,37.82,-10.75
"“I can’t speculate about the time frame,” Carney said at his daily briefing.",huffpost,0,37.82,-10.75
The pushback crested with Bill Kristol — still an influential voice among Republican lawmakers — writing a letter to Steele on his Weekly Standard site calling for the RNC leader’s resignation.,huffpost,0,37.82,-10.75
"We stand by the integrity of our coverage and remain committed to our aggressive reporting on such an important topic,"" a spokesman said.",huffpost,0,37.82,-10.75
Trump’s remarks were riddled with falsehoods on everything from trade to the number of illegal immigrants in the country to the way NATO works.,huffpost,0,37.82,-10.75
"More important, what extra money does come in will be from tariffs, which are paid by people in the U.S., not Mexico.",huffpost,0,37.82,-10.75
"""I was in the ICU at 2 a.m. with families faced with the decision to disconnect a respirator on their loved one; I counseled fifteen-year-old pregnant girls who were afraid to tell their parents about their condition; I spent hours hearing the grief of women who had been physically and emotionally clobbered by an abusive husband.""",huffpost,0,37.82,-10.75
