text,source,label,reliability,bias
"""This is not a national security matter.",huffpost,0,37.82,-10.75
"KANSAS CITY, Mo. — Leaders of the country's largest civil rights organization accused tea party activists on Tuesday of tolerating bigotry and approved a resolution condemning racism within the political movement.",huffpost,0,37.82,-10.75
"I wouldn’t use that language,” the House speaker continued, noting that she doesn’t tell her colleagues what to say.",huffpost,0,37.82,-10.75
"Investigators identified Sayoc based on a fingerprint found on the package sent to Waters and a DNA sample from a previous arrest in Florida, DOJ officials said Friday.",huffpost,0,37.82,-10.75
"""As president, I'll end Obama's war on religion and I'll fight against liberal attacks on our religious heritage,"" the Texas governor continues.",huffpost,0,37.82,-10.75
"Is the photo of him? I can't say with certitude"" he told Russert.",huffpost,0,37.82,-10.75
"Cowan will become the second black senator from Massachusetts, after Edward Brooke, who served from 1967 to 1979.",huffpost,0,37.82,-10.75
"Earlier in the day, the allegations spilled over into an almost surreal exchange on CNN between Cruz's former communications director Amanda Carpenter and Boston Herald columnist Adriana Cohen, in which Cohen accused Carpenter of having an affair with Cruz.",huffpost,0,37.82,-10.75
The July 2018 indictment of 12 Russian intelligence officers in connection with the hack of a Democratic National Committee server during the 2016 election referred to Stone as “a person who was in regular contact with senior members of the presidential campaign of Donald J. Trump.”,huffpost,0,37.82,-10.75
Huckabee ran for president in 2008.,huffpost,0,37.82,-10.75
"""I recommend that every member read the classified version, which goes into greater detail that I cannot speak to here today.",huffpost,0,37.82,-10.75
"Earlier this year, Fox railed against Trump in an expletive-laden outburst, promising that Mexico would “never pay for that fucking wall.”",huffpost,0,37.82,-10.75
"He raised the issue of Romney’s comments at a fundraiser in May in which he talked disparagingly about people who receive government benefits, claiming that he could “never convince them they should take personal responsibility and care for their lives.""",huffpost,0,37.82,-10.75
A series of explosive reports over the last week have heightened the appearance that Trump interfered with the investigation.,huffpost,1,37.82,-10.75
"WASHINGTON -- The nation's leading advocate for senior citizens says that it hasn't wavered in its opposition to cutting Social Security benefits, though a top official with the group said it is open to a discussion about raising the retirement age and other changes.",huffpost,0,37.82,-10.75
"""It is unfortunate that this administration continues to insist on pushing failed solutions to our nation's most pressing problems,"" the NRA said after meeting with Biden last week.",huffpost,0,37.82,-10.75
President Obama's National Commission on Fiscal Responsibility and Reform drafted a plan that would tweak Social Security by increasing taxes and reducing benefits both.,huffpost,0,37.82,-10.75
"Santorum also told Schieffer that government-provided education was not working and that the process ought to be customizable, like buying a car.",huffpost,0,37.82,-10.75
"""I intend to use whatever weight this office holds to make them a reality,"" said the president, speaking about his full set of recommendations.",huffpost,0,37.82,-10.75
Democrats on the committee appeared frustrated that Gorsuch refused to acknowledge the court’s role in transforming both the political and economic worlds the country’s citizens operate in.,huffpost,0,37.82,-10.75
"""Stay tuned -- our position has not changed on Social Security,"" an AARP spokeswoman said in an email to HuffPost.",huffpost,0,37.82,-10.75
His most prominent moment in the public spotlight occurred in April when he handled briefings on Trump’s decision to conduct targeted airstrikes against Syria in response to the alleged use of chemical weapons by Assad’s regime in that nation’s civil war.,huffpost,0,37.82,-10.75
"“The president cannot erase the Constitution with an executive order, and the 14th Amendment’s citizenship guarantee is clear,” said Omar Jadwat, director of the ACLU’s Immigrants’ Rights Project.",huffpost,0,37.82,-10.75
"Practically speaking, he continued, impeachment is only possible if Republican lawmakers and the general public believe Trump is unfit for office.",huffpost,0,37.82,-10.75
"""We need to protect all Americans, of all backgrounds and all beliefs, from Radical Islamic Terrorism - which has no place in an open and tolerant society,"" Trump said.",huffpost,0,37.82,-10.75
"""The principles aren't combined, written out yet, but in my personal belief I think it'll go with legal status that will allow you to work and pay your taxes,"" McCarthy told KBFX Eyewitnesses News.",huffpost,0,37.82,-10.75
Akin had also vowed to remain in the race earlier Tuesday on the radio show of former Republican presidential candidate Mike Huckabee.,huffpost,0,37.82,-10.75
"""That means that all families — regardless of how they look or how they are made — all families are entitled to the same rights, privileges and protections as every other.""",huffpost,0,37.82,-10.75
Gattine said after their meeting he believes the governor should resign even though he apologized for the voicemail.,huffpost,0,37.82,-10.75
"Senior administration officials, discussing that internal review, relayed that some CIA officials didn't like that the original draft of the talking points said the government ""know[s] that Islamic extremists with ties to al-Qa'ida participated in the attack,"" because at that time it was premature to name those responsible for the attacks.",huffpost,0,37.82,-10.75
Republicans know if they admit their involvement in this game of gotcha it will undermine their credibility.,huffpost,0,37.82,-10.75
"The former representative, who co-wrote a 1999 book with his father, Rev. Jesse Jackson, titled It's About the Money!: How You Can Get Out of Debt, Build Wealth, and Achieve Your Financial Dreams, was accused of spending $750,000 in campaign funds on personal items for himself and for his wife.",huffpost,0,37.82,-10.75
"In a briefing with reporters at the White House on Wednesday afternoon, senior administration officials used the 100 pages of emails to show that a number of government agencies, not just the State Department, drove many of the changes to the talking points that were ultimately used by U.N. Ambassador Susan Rice.",huffpost,0,37.82,-10.75
"Prior to the declaration, House Speaker Nancy Pelosi (D-Calif.) called the proclamation a “gross abuse of the power of the presidency” and vowed that “Congress will defend our constitutional authorities.”",huffpost,0,37.82,-10.75
"As the days went on, Trump began making noises about possibly canceling the debate; however, as late as Monday night, he was still saying that the forum was taking place.",huffpost,1,37.82,-10.75
"If it were anyone other than Biden, who is treated by the press as a lovable, half-crazy uncle, he would have been labeled insufferable.",huffpost,0,37.82,-10.75
"Four states have legalized recreational marijuana, along with voters in D.C. -- though the D.C. measure is the subject of a congressional Republican effort to block its implementation.",huffpost,0,37.82,-10.75
"“I believe Sen. McConnell will follow through,” independent Sen. Angus King of Maine, who caucuses with the Democrats, told reporters on Monday.",huffpost,0,37.82,-10.75
There is always a chance that grassroots fervor in support of Labrador could gain a level of intensity that Boehner and McCarthy did not anticipate.,huffpost,0,37.82,-10.75
"Nuland said in a Sept. 14 email that she didn't want that information included because it ""could be abused by members [of Congress] to beat up the State Department for not paying attention to warnings, so why would we want to feed that either? Concerned ...""",huffpost,0,37.82,-10.75
"And in many cases -- and in fact in most cases -- most physicians recommend, if there is a problem, they recommend abortion,"" Santorum said.",huffpost,0,37.82,-10.75
"“I don’t think they have American citizenship and if you speak to some very, very good lawyers — and I know some will disagree — but many of them agree with me and you’re going to find they do not have American citizenship.",huffpost,0,37.82,-10.75
Trump said in an interview with “Axios on HBO” taped Monday that he could execute the change via executive order.,huffpost,0,37.82,-10.75
"He said that if he’s nominated, “I’d like to beat him straight up,” not on the basis of the birth issue.",huffpost,0,37.82,-10.75
"U.S. Capitol Police officers assigned to Scalise engaged Hodgkinson in gunfire, and Alexandria Police responded soon after.",huffpost,0,37.82,-10.75
About a quarter of the federal government ran out of operating money at midnight Dec. 21 after Trump reneged on his commitment to a sign a short-term spending bill that had already passed the Senate on a unanimous vote.,huffpost,0,37.82,-10.75
"“On it! @SecretService has a robust protective intelligence division that monitors open source reporting & social media to evaluate threats,” the tweets read.",huffpost,0,37.82,-10.75
"Braley's remarks were released Tuesday by America Rising, a conservative political action committee which conducts opposition research on Democrats.",huffpost,0,37.82,-10.75
"Abedin reportedly forwarded State Department emails, including some that contained passwords, to a personal account.",huffpost,0,37.82,-10.75
[...],huffpost,0,37.82,-10.75
"The continued dialogue provides some rays of hope to a negotiating process that, in recent days, has shown very little progress.",huffpost,0,37.82,-10.75
"Ryan smiled, and continued to work through a data-filled argument, mentioning the $831 billion stimulus, an 8 percent unemployment rate for 43 months, the 1.3 percent growth rate of the economy, the $90 billion for green energy programs in the stimulus, and the 12 million jobs he and Romney say their economic program would create.",huffpost,0,37.82,-10.75
"Had they been a heterosexual couple, Windsor's tax burden would have been zero.",huffpost,0,37.82,-10.75
And he speculated that a Lieberman nomination would split the chamber.,huffpost,0,37.82,-10.75
"Now that they have opened the door to reform, it is time for lawmakers to walk through it.""",huffpost,0,37.82,-10.75
