text,source,label,reliability,bias
"Four states have legalized recreational marijuana, along with voters in D.C. -- though the D.C. measure is the subject of a congressional Republican effort to block its implementation.",huffpost,0,37.82,-10.75
"I trust in God, but God wants to see us help ourselves by putting people back to work.""",huffpost,0,37.82,-10.75
"None of the money will come from hurricane relief, Mulvaney said.",huffpost,0,37.82,-10.75
The proposal would instead affect the future production and sale of military-style weapons or high-capacity magazines.,huffpost,0,37.82,-10.75
"He suggested raising the age at which retirees can receive full benefits -- currently, 66 years old -- would be on the table even though doing so represents ""a massive benefit cut for people.""",huffpost,0,37.82,-10.75
"Last weekend, a lewd photo of a man's bulging underpants was sent to a 21-year-old female college student in Seattle from Weiner's Twitter account.",huffpost,0,37.82,-10.75
"But there was no sign the story, or the speculation about who may have been responsible for tweeting the photo, was fading.",huffpost,0,37.82,-10.75
They picked up just six seats in this election cycle ― far fewer than expected.,huffpost,0,37.82,-10.75
"A secure border is vital to protecting America's national security, public safety and jobs.",huffpost,0,37.82,-10.75
"Obama Gun Control Proposals Unveiled, Marking Biggest Legislative Effort In A Generation",huffpost,0,37.82,-10.75
"Once DOMA was overturned in June, the question became: What about same-sex married couples who moved to a state that didn’t recognize their marriage (a couple married in Massachusetts who moved to Arkansas, for example)?",huffpost,0,37.82,-10.75
Sayoc is a registered Republican and a self-described promoter and booking agent.,huffpost,0,37.82,-10.75
"Kevin Sabet, president of anti-legalization group Smart Approaches to Marijuana, applauded the action by Nebraska and Oklahoma.",huffpost,1,37.82,-10.75
He said he will be seeking “spiritual guidance” from his family.,huffpost,0,37.82,-10.75
"At a rally in Iowa, Clinton said that if the president can't come to terms with Pelosi, there should be no deal.",huffpost,0,37.82,-10.75
Obama portrayed the programs as a trade-off between security and civil liberties.,huffpost,0,37.82,-10.75
The more substantive criticism concerned McCain's proposal to tax worker health care plans as a way of generating money to give people a new tax credit so that they could buy private insurance.,huffpost,0,37.82,-10.75
"“We must never allow political violence to take root in America,” Trump said.",huffpost,0,37.82,-10.75
"The president's plan also calls on Congress to allocate resources to help schools, other educational institutions and houses of worship develop emergency management plans.",huffpost,0,37.82,-10.75
“This is the kind of trade we don’t need.”,huffpost,0,37.82,-10.75
