text,source,label,reliability,bias
"""Dick Cheney a couple days ago... says it is going to be a good year for conservative ideas,"" he declared at one point, wiping the sweat from his brow.",huffpost,0,37.82,-10.75
"The special counsel’s statement Friday homed in on the statements, documents and testimony that was obtained by Mueller, but it did not directly dispute that Trump had directed Cohen to lie to Congress, nor did it make mention of the Trump Tower deal in Moscow.",huffpost,0,37.82,-10.75
"""But they are walking backwards now.""",huffpost,0,37.82,-10.75
While the president's team has pointed to the Republican plan to turn Medicare into a quasi-voucher program -- in which recipients would receive a check to buy either insurance through the private market or traditional Medicare -- the Romney team has responded by noting that Obama took more than $700 billion out of Medicare as part of his health care overhaul.,huffpost,0,37.82,-10.75
"If anything, the pitch being offered from the administration to the rest of the party was: take the package now or risk being blamed for an economic downturn.",huffpost,0,37.82,-10.75
"Clinton responded to the controversy on Wednesday, tweeting that she had asked the State Department to make her private emails publicly available.",huffpost,0,37.82,-10.75
"Two of the named plaintiffs, Christine Kwapnoski and Betty Dukes, attended the argument.",huffpost,0,37.82,-10.75
But putting together ideas is the easy part.,huffpost,0,37.82,-10.75
"In a letter to the Clinton’s lawyer, Rep. Trey Gowdy (R-S.C.), the committee chairman, said the committee is not interested in emails relating to personal or private matters, and instead will focus solely on those pertaining to “Libya and Benghazi during the relevant time periods.”",huffpost,0,37.82,-10.75
“This was a Republican party tracking operation.,huffpost,0,37.82,-10.75
That the administration wavered over its public declarations of the cause of the assault -- repeatedly citing the video before eventually confirming that it was clearly an act of terrorism -- was widely interpreted among critics as evidence of a desire to suppress or conceal the truth.,huffpost,0,37.82,-10.75
"And if McConnell doesn’t follow through on immigration, Democrats will still be able to use his promise to vote against the next spending bill on Feb. 8 and pin the blame on Republicans.",huffpost,0,37.82,-10.75
"He has also shown an eagerness to assail presumptive GOP nominee Donald Trump, which could be an important asset in helping Clinton defeat Trump in the general election.",huffpost,0,37.82,-10.75
"Hutchinson called them ""totally inadequate.""",huffpost,0,37.82,-10.75
"Trump tweeted that “too many voices are being destroyed, some good and some bad, and that cannot be allowed to happen.” So, he added: “Let everybody participate, good & bad, and we will all just have to figure it out!”",huffpost,0,37.82,-10.75
"Even if he doesn’t follow through or succeed, though, Trump’s vow to try aligns with other messaging and actions attacking undocumented immigrants ahead of the midterm elections next Tuesday.",huffpost,0,37.82,-10.75
Rep. Mo Brooks (R-Ala.) told reporters that he used his belt as a tourniquet to stop a staffer’s bleeding.,huffpost,0,37.82,-10.75
"In a Wednesday press conference announcing his opposition to the initial version of the bill, Hutchinson said his son had asked him to veto the legislation.",huffpost,0,37.82,-10.75
"Trump denied that he had been looking to replace Mattis, telling reporters that he was “very happy” with him.",huffpost,0,37.82,-10.75
"Still, Sen. Tom Udall (D-N.M.) announced the outlines of a Senate companion bill on Wednesday.",huffpost,0,37.82,-10.75
"Akin, however, continued his refusal to step down Tuesday in a subsequent interview on Sean Hannity's radio show.",huffpost,0,37.82,-10.75
"""The reality is, we have more people older and who are living longer, so we need to make changes.",huffpost,0,37.82,-10.75
"The Wall Street Journal reported Friday morning that AARP, one of the most influential lobbying groups in Washington, was softening its opposition to cutting retirement benefits.",huffpost,0,37.82,-10.75
"Huckabee, 59, quit his job hosting his own Fox News show, ""Huckabee,"" in January.",huffpost,0,37.82,-10.75
"“Whatever the deal is with other countries, we want a better deal for America’s workers.”",huffpost,0,37.82,-10.75
"Conservation groups celebrated Trump’s sudden change in course Friday, which was believed to be a response to public pressure.",huffpost,0,37.82,-10.75
The 37 million-member lobbying powerhouse launched a national ad campaign Thursday warning members of Congress not to reduce benefits for recipients of Social Security and Medicare.,huffpost,0,37.82,-10.75
"“For the country, it could be four years.",huffpost,0,37.82,-10.75
"It wasn't quite the metaphorical flare of mushroom cloud imagery, but outgoing senior economic adviser Larry Summers offered a fairly dire assessment of the stakes in the tax cut debate.",huffpost,0,37.82,-10.75
"Jackson, dressed in a blue tie, blue shirt and a blue suit, looked back in the direction of his father and wife several times during the hearing.",huffpost,0,37.82,-10.75
I don't believe that's what we're here to do ... We're not here to serve the earth.,huffpost,0,37.82,-10.75
"""If it's a legitimate rape, the female body has ways to try to shut that whole thing down.",huffpost,0,37.82,-10.75
"Show me something. Show me a policy,” Biden said.",huffpost,0,37.82,-10.75
"For example, CIA officials also decided to change the phrase ""attacks in Benghazi ... evolved into a direct assault against the US Consulate"" to ""demonstrations in Benghazi"" because they believed ""attacks"" and ""assault"" were synonymous, making the phrase illogical.",huffpost,0,37.82,-10.75
"“Censorship is a very dangerous thing & impossible to police,” he added, before embarking on a now familiar rant about “fake news” CNN and MSNBC — which he admitted to sometimes watching, but “just with a grain of salt.”",huffpost,1,37.82,-10.75
“I was stunned when Eric Cantor lost his primary election earlier this week.,huffpost,0,37.82,-10.75
“Meaningful action to say past laws to protect worker safety or the access of students with special needs to an education?”,huffpost,0,37.82,-10.75
“We need immediate federal action to reverse these policies and protect these amazing animals.”,huffpost,0,37.82,-10.75
"“If Trump oversteps his authority and abandons negotiations with Congress by declaring a fabricated national emergency, we won’t only call his bluff, we will do what we must to hold him accountable.”",huffpost,0,37.82,-10.75
"President Obama has again mistaken America's tolerance for different lifestyles with an endorsement of those lifestyles.""",huffpost,0,37.82,-10.75
"Debate was mostly closed to the public, but the final version ""calls on the tea party and all people of good will to repudiate the racist element and activities within the tea party,"" said Hilary Shelton, director of the NAACP's Washington bureau.",huffpost,0,37.82,-10.75
NEW YORK -- U.S. Sen. Marco Rubio (R-Fla.) set forth a foreign policy vision Wednesday that invoked President John F. Kennedy in an assertive call to project American power abroad.,huffpost,1,37.82,-10.75
"""These are programs that have been authored by large bipartisan majorities repeatedly since 2006.""",huffpost,0,37.82,-10.75
"The “President cannot obstruct justice because he is the chief law enforcement officer under [the Constitution’s Article II] and has every right to express his view of any case,” Dowd said.",huffpost,0,37.82,-10.75
"That puts him on the same page as Clinton, who has said she backs the bill.",huffpost,0,37.82,-10.75
But the Weekly Standard editor was not alone.,huffpost,0,37.82,-10.75
Obama made the same argument on the stump.,huffpost,0,37.82,-10.75
"More recently, Grimm was in the news in January after he physically threatened a reporter in the Capitol.",huffpost,0,37.82,-10.75
"It's a long time coming and we're thrilled the president's putting the full weight of his office behind this,"" said Josh Horowitz, executive director of the Coalition to Stop Gun Violence.",huffpost,0,37.82,-10.75
"If AARP is open to reducing benefits, it would be a major boost for Social Security reformers who say the program is too generous and therefore unaffordable.",huffpost,1,37.82,-10.75
"McConnell said over the weekend that he intends to move to vote on an immigration bill if both parties can’t agree to one by Feb. 8, as long as the government is still fully open.",huffpost,0,37.82,-10.75
"“If all of this is part of a pattern by the White House of interference or worse, that’s something that we have to find out about and it’s something we have to stop,” he said.",huffpost,0,37.82,-10.75
"That person could order the attorney general to enforce federal prohibition regardless of state law.""",huffpost,0,37.82,-10.75
"In recent months, he has at times said the wall could just be steel slats, which would be like the “bollard fencing” developed during President Barack Obama’s administration.",huffpost,0,37.82,-10.75
"""Like Governor Romney has refused to specify how he will pay for his $5 trillion tax cuts weighted toward millionaires, Senator McCain would have cut $1.3 trillion from health care programs to pay for tax cuts while refusing to rule out cutting benefits or to say what he was cutting,"" Obama's current campaign press secretary, Ben LaBolt, said in an email to The Huffington Post.",huffpost,0,37.82,-10.75
"This discontent may be satisfied if Rep. Steve Scalise (R-La.) wins his race against Rep. Peter Roskam (R-Ill.) for House majority whip, taking McCarthy's spot.",huffpost,0,37.82,-10.75
"""Not a single thing he said is accurate,"" Biden said.",huffpost,0,37.82,-10.75
"It is going to be a long, hot summer.",huffpost,0,37.82,-10.75
"""We will not allow law-abiding gun owners to be blamed for the acts of criminals and madmen.""",huffpost,0,37.82,-10.75
"“I believe that, based upon the interview he gave today on ABC, it said that he had changed his view, but you’re a better judge of that than I am,"" Romney said.",huffpost,0,37.82,-10.75
Trump has maintained he is innocent and on Friday accused Cohen of lying to the special counsel in order to reduce his jail time.,huffpost,0,37.82,-10.75
"""The same kid who got stopped on the New Jersey freeway is now the attorney general of the United States,"" Holder added.",huffpost,0,37.82,-10.75
"“We’re asking the president to open the government,” she told reporters on the White House driveway.",huffpost,0,37.82,-10.75
"Rennie's article was initially re-posted on Linda McMahon's website, but the story has since been removed.",huffpost,0,37.82,-10.75
"He also appeared Friday at an event with Sen. Rand Paul (R-Ky.), who offered his support for Labrador's candidacy.",huffpost,0,37.82,-10.75
"Though it was Biden at the center of attention and who made it hard for Ryan to get in a word edgewise at times, the 42-year-old kept his composure for much of the night and got in some well-aimed shots at the vice president, who at 69 is his senior by 27 years.",huffpost,0,37.82,-10.75
"There is no national emergency,” California Attorney General Xavier Becerra, who has sued the Trump administration multiple times, said in a statement.",huffpost,0,37.82,-10.75
Newsweek's latest issue features a Michele Bachmann cover that's sure to stir up controversy.,huffpost,0,37.82,-10.75
"Cowan embraced the temporary appointment Wednesday, repeating over and over that his stint would be short.",huffpost,0,37.82,-10.75
"“He had his Red Bull. He certainly had his caffeine,” Sen. John Thune (R-S.D.) said after the debate.",huffpost,0,37.82,-10.75
"He later apologized, and even invited Trump “to come to Mexico and to learn about the real Mexico.”",huffpost,0,37.82,-10.75
"""Stay tuned -- our position has not changed on Social Security,"" an AARP spokeswoman said in an email to HuffPost.",huffpost,0,37.82,-10.75
"On another, WikiLeaks wrote it was happy to see the elder Trump mentioning the group on the campaign trail.",huffpost,0,37.82,-10.75
"""It’s a stunning record of secrecy and corruption, of cronyism run amok.""",huffpost,0,37.82,-10.75
This country is capable of change. But change doesn't happen by itself.”,huffpost,0,37.82,-10.75
"Then he cautioned: ""The physics and the blood and the sweat that might be involved in that, I'm not entirely sure I would put it quite as simply as that.""",huffpost,0,37.82,-10.75
"Hotline On Call says the nature of the decision is a ""closely guarded secret"" and reports that ""even his top advisors, both inside and outside the committee, say they don't know which direction he will take.""",huffpost,0,37.82,-10.75
"Mediaite, in a response to the Big Government post, writes about the problems with anonymous inflammatory assault interviews, and argues that it might be this new brand of “journalism” that has Etheridge on edge:",huffpost,0,37.82,-10.75
Presumptive GOP presidential nominee Mitt Romney on Tuesday joined a chorus of Republicans calling for Rep. Todd Akin (R-Mo.) to drop out of the U.S. Senate race in Missouri.,huffpost,1,37.82,-10.75
"The FBI said it was processing a cell phone, a computer and a camera recovered from Hodgkinson’s van, which was in the parking lot of a YMCA adjacent to the park.",huffpost,0,37.82,-10.75
"“I feel very badly for Gen. Flynn,” Trump told reporters before leaving for a trip to Utah, saying that Flynn’s life has been “ruined.”",huffpost,0,37.82,-10.75
"After Gorsuch repeatedly stated that there was ample room for Congress to legislate without worrying about court decisions, Democrats reminded him of how the court’s decisions play a key role in shaping who is elected to Congress and, therefore, what bills can be passed in the first place.",huffpost,0,37.82,-10.75
"“President Obama has said that he’s determined to prevent Iran from getting nuclear weapons and I appreciate that and I respect that,” Netanyahu said on NBC’s “Meet the Press.”",huffpost,0,37.82,-10.75
They want someone different.,huffpost,0,37.82,-10.75
Democrats want access to special counsel Robert Mueller’s investigation into Russian interference in the 2016 presidential election before President Donald Trump has a chance to interfere.,huffpost,0,37.82,-10.75
"If funding for his border wall is not secured by the end of the negotiation period, Trump said he is prepared to shut down the government again or issue a national emergency declaration in order to get funding ― a plan that would strip funding from disaster recovery efforts.",huffpost,0,37.82,-10.75
The proposal would instead affect the future production and sale of military-style weapons or high-capacity magazines.,huffpost,0,37.82,-10.75
"Some of the top names that were reportedly under consideration included four-star Army Gen. Jack Keane, Sen. Tom Cotton (R-Ark.), Sen. Lindsey Graham (R-S.C.), former Treasury Department official David McCormick and former Republican Sen. Jim Talent of Missouri.",huffpost,0,37.82,-10.75
"The following month, Comey testified before the Senate that Trump had requested that Comey put an end to the agency’s investigation into Flynn.",huffpost,0,37.82,-10.75
"The criteria directed the IRS to conduct a more intensive review of applications for tax-exempt status from groups with the name ""tea party"" or ""patriot.""",huffpost,0,37.82,-10.75
"Now that they have opened the door to reform, it is time for lawmakers to walk through it.""",huffpost,0,37.82,-10.75
"Because we’re gonna go in there, and we’re gonna impeach the motherfucker.”",huffpost,0,37.82,-10.75
Trump implied earlier this month that he had “tapes” of discussions with recently fired FBI Director James Comey that would be damaging to Comey.,huffpost,0,37.82,-10.75
Sellers said that lower courts had been persuaded by statistical and other evidence put forth so far in the lawsuit.,huffpost,0,37.82,-10.75
"-On a few occasions out of hundreds, Dick misspoke and he'll be the first to admit that those were mistakes.",huffpost,0,37.82,-10.75
"WASHINGTON ― President Donald Trump on Tuesday renewed his attack on his “deep state” Justice Department, and said a top aide to 2016 election rival Hillary Clinton should be jailed.",huffpost,0,37.82,-10.75
"A day after telling reporters that he's ""not going to talk about this anymore,"" Congressman Anthony Weiner (D-N.Y.) broke his silence Wednesday about the controversy surrounding a lewd photo sent from his Twitter account.",huffpost,0,37.82,-10.75
"The campaign and the state party intend to cooperate with the U.S. Attorney's office and the state legislative committee and will respond to the subpoenas accordingly.""",huffpost,0,37.82,-10.75
"Pointing to his time as a recovering alcoholic, the Fox News host urged the GOP to embark on a 12-step program of recovery.",huffpost,0,37.82,-10.75
"No members or staff were harmed in the shooting, but the building sustained bullet damage.",huffpost,0,37.82,-10.75
"“I don’t believe he made any commitment whatsoever and I think it would be foolhardy to believe that he made a commitment,” Harris said.",huffpost,0,37.82,-10.75
"He acknowledged he ""used money that shouldn't have been used,"" calling the government's statement accurate and saying he had ""no interest in wasting the taxpayers' time or money.""",huffpost,0,37.82,-10.75
"“The bill is near and dear to my heart as a New Yorker because it would allow the victims of 9/11 to pursue some small measure of justice,” Schumer said Wednesday.",huffpost,0,37.82,-10.75
"“I will no longer speak to the press ever again after today,” he told reporters Wednesday.",huffpost,0,37.82,-10.75
"""As many of you know, one of my daughters is gay and it is something we have lived with for a long time in our family.",huffpost,0,37.82,-10.75
Administration officials warn that it would put Americans overseas at legal risk and leave the United States vulnerable to bogus lawsuits ― and hefty bills ― in court systems around the world.,huffpost,0,37.82,-10.75
"However, Perry netted just six percent support among likely Republican caucus-goers, according to a Des Moines Register poll released Saturday.",huffpost,0,37.82,-10.75
"WASHINGTON -- The U.S. Attorney’s office in New Jersey has subpoenaed documents from the reelection campaign of New Jersey Gov. Chris Christie (R) and the New Jersey Republican State Committee, as part of its investigation into the ""Bridgegate"" scandal.",huffpost,1,37.82,-10.75
"But Reid plans to file cloture this week on at least three measures: the DREAM Act, collective bargaining for firefighters, and a 9/11 health bill.",huffpost,0,37.82,-10.75
"“Any crisis on our border is of President Trump’s own making: family separations, child detention, turning our backs on asylum seekers, and more.",huffpost,0,37.82,-10.75
"""I wish I didn't have to do it,"" he said.",huffpost,0,37.82,-10.75
"“We’re going in that direction but we’re not to that place,” said Pelosi.",huffpost,0,37.82,-10.75
"According to the report issued by the Department of the Treasury Inspector General for Tax Administration, Lerner had to correct the criteria developed by the Cincinnati office twice because she and other top IRS officials found that they were using politically fraught terms as they sought to make sure groups were properly applying for tax exemption.",huffpost,0,37.82,-10.75
The are some experts who disagree.,huffpost,0,37.82,-10.75
The July 2018 indictment of 12 Russian intelligence officers in connection with the hack of a Democratic National Committee server during the 2016 election referred to Stone as “a person who was in regular contact with senior members of the presidential campaign of Donald J. Trump.”,huffpost,0,37.82,-10.75
"The Obama administration is not taking part in the case, although it was lobbied by both sides.",huffpost,0,37.82,-10.75
"Last week, Gowdy said Clinton did not respond to any of the subpoenas requesting documents in the case, and her lawyer had informed the committee that the server used for emails during her tenure had been wiped clean.",huffpost,0,37.82,-10.75
"""I want to be crystal clear: these attacks are garbage,"" Cruz said Friday in a statement posted on Facebook.",huffpost,0,37.82,-10.75
"“Beyond its symbolic power, however, it is unclear what impact the new rule will have upon the nation.",huffpost,0,37.82,-10.75
"In the unusual letter, Mattis also wrote that he and Trump had differing views on Russian and Chinese authoritarianism: “Because you have the right to have a Secretary of Defense whose views are better aligned with yours on these and other subjects, I believe it is right for me to step down from my position.”",huffpost,0,37.82,-10.75
[...],huffpost,0,37.82,-10.75
But it is his background in politics that had Democrats reacting with severe reservation.,huffpost,1,37.82,-10.75
