text,source,label,reliability,bias
"“In fact, in his decades of service, Special Agent Strzok has proved himself to be one of the country’s top counterintelligence officers, leading to only one conclusion ― the decision to terminate was taken in response to political pressure, and to punish Special Agent Strzok for political speech protected by the First Amendment, not on a fair and independent examination of the facts.",huffpost,0,37.82,-10.75
Trump and his right-wing allies continue to raise the issue.,huffpost,0,37.82,-10.75
"One of the Republican primary field's leading candidates, businessman Mark Jacobs, immediately released a radio ad in an attempt to capitalize on the negative attention focused on Braley.",huffpost,0,37.82,-10.75
The added complexity wasn't always satisfying to the legislators who grilled her Wednesday.,huffpost,0,37.82,-10.75
"And reforming the tax code can help.""",huffpost,0,37.82,-10.75
"The top folks like to be in the inside game,"" one union official said.",huffpost,0,37.82,-10.75
"“While I planned on serving out the remainder of my term in Congress, I know in my heart it’s time for me to move along and look for new ways to serve,” he said in the statement.",huffpost,0,37.82,-10.75
"""We can confirm that the Christie for Governor re-election campaign and the New Jersey Republican State Committee received subpoenas for documents from the U.S. Attorney's office, in addition to the subpoena the campaign previously received from the state legislative committee,"" said Sheridan.",huffpost,0,37.82,-10.75
WASHINGTON ― The House intelligence committee is preparing to issue subpoenas against Michael Flynn after the former national security adviser denied a request to voluntarily turn over documents related to the committee’s Russia probe.,huffpost,0,37.82,-10.75
"“Nice to see all of you,” he said as he kept walking, CNN’s Deirdre Walsh tweeted.",huffpost,0,37.82,-10.75
"In a winding speech that touched as much on his personal turmoil as his policies and politics, Beck had the packed auditorium at CPAC captivated from the start.",huffpost,1,37.82,-10.75
I’m not going to do that.”,huffpost,0,37.82,-10.75
Party leaders got well above that level.,huffpost,0,37.82,-10.75
Interior Secretary Ryan Zinke said in a statement on Twitter that he and Trump “believe that conservation & healthy herds are critical.”,huffpost,0,37.82,-10.75
A federal grand jury impaneled by special counsel Robert Mueller charged Stone in a seven-count indictment.,huffpost,0,37.82,-10.75
"On Friday, postal officials intercepted the package for Clapper, a CNN contributor, before it could reach the CNN offices, where it was addressed, according to the network.",huffpost,0,37.82,-10.75
"The organization made multiple requests of Trump Jr., asking him to provide his father’s tax returns and suggesting the candidate refuse to concede if he lost the election to Democratic opponent Hillary Clinton.",huffpost,0,37.82,-10.75
"Sen. Mark Warner, the top Democrat on the Senate Intelligence Committee, also said he is concerned that Putin will take “full advantage of an ill-prepared” Trump.",huffpost,1,37.82,-10.75
"""I attribute [the win] to God... God acted through the people on my behalf.""",huffpost,0,37.82,-10.75
Donald Trump has announced Tuesday that he is pulling out of his own Dec. 27th debate.,huffpost,1,37.82,-10.75
"And on Wednesday, the White House began a robust process of selling the deal to Democrats -- skeptical, as they are, about an extension of Bush tax cuts for the wealthy and a generous revision of the estate tax.",huffpost,0,37.82,-10.75
"Cowan will become the second black senator from Massachusetts, after Edward Brooke, who served from 1967 to 1979.",huffpost,0,37.82,-10.75
"As a possible victory in the 2018 elections loomed, they made it clear that the reforms would be their No. 1 priority.",huffpost,0,37.82,-10.75
She’s also the only woman in top House and Senate leadership.,huffpost,0,37.82,-10.75
"Another Republican, Rep. Justin Amash of Michigan, also tweeted that such an executive order would not be possible.",huffpost,0,37.82,-10.75
"President Barack Obama's endorsement of the ""Ground Zero mosque"" during a speech on Friday night spurred some hope among supporters that a forceful case could be made for both the project's constitutionality and its larger geopolitical impact.",huffpost,0,37.82,-10.75
"Behind the scenes, White House Counsel Bob Bauer's office began investigating the matter when stories first surfaced.",huffpost,0,37.82,-10.75
"But since taking office, Trump has never asked Mexico for payment.",huffpost,0,37.82,-10.75
"AARP legislative policy director David Certner said on CNN Friday that ""there was some miscommunication with the Wall Street Journal story.""",huffpost,0,37.82,-10.75
