text,source,label,reliability,bias
"""It is unfortunate that this administration continues to insist on pushing failed solutions to our nation's most pressing problems,"" the NRA said after meeting with Biden last week.",huffpost,0,37.82,-10.75
"In a speech to Tea Party conservatives on Saturday in Columbus, Ohio, Santorum had dismissed Obama’s politics as being based in “some phony theology.”",huffpost,0,37.82,-10.75
"As scholars, we want to join the Catholic bishops in pointing out that his budget has a devastating impact on programs for the poor.”",huffpost,1,37.82,-10.75
"Separate from Wednesday's document release, the CIA recently conducted an internal review of how and why the talking points were changed -- a move that also came in response to the continuing questions from Congress.",huffpost,0,37.82,-10.75
"“I can’t imagine what this place would be ― I can’t imagine what the country would be ― with Donald Trump as our president,” Ginsburg told The New York Times in an article published Sunday.",huffpost,0,37.82,-10.75
Chris Christie Announces He's Running For President In 2016,huffpost,0,37.82,-10.75
The president said Schiff should be “forced” to step down from Congress entirely.,huffpost,0,37.82,-10.75
"""The programs are secret in the sense that they are classified.",huffpost,0,37.82,-10.75
"""The AARP has a history of division between the top folks and their base on these issues.",huffpost,0,37.82,-10.75
"The former Alaska governor said claims that tea party activists ""judge people by the color of their skin"" were false and appalling.",huffpost,1,37.82,-10.75
"Dingell said she has spoken “endlessly” to Pelosi about appealing to Midwestern voters, and said she gets it.",huffpost,0,37.82,-10.75
"On the flip side, gay couples also will now be subjected to the so-called marriage penalty, in which some (usually upper-middle class) joint filers incur a higher tax burden than they would if they filed as single people.",huffpost,0,37.82,-10.75
"The source insisted that no laws were broken in the process of offering the position, that the matter hardly rose to the level of political scandal -- suggesting that Republicans on the Hill were hoping to reap political benefits from the saga.",huffpost,0,37.82,-10.75
"""I am a candidate for president of the United States of America,"" he said.",huffpost,0,37.82,-10.75
A series of explosive reports over the last week have heightened the appearance that Trump interfered with the investigation.,huffpost,1,37.82,-10.75
"""That that is just outrageous talk,"" Boehner said.",huffpost,0,37.82,-10.75
"In fact, as recently as the US Senate debate on March 1, 2010, Blumenthal clearly stated ""serving in the United States military gave me a perspective as well, even in the reserves.",huffpost,0,37.82,-10.75
"“President Obama has said that he’s determined to prevent Iran from getting nuclear weapons and I appreciate that and I respect that,” Netanyahu said on NBC’s “Meet the Press.”",huffpost,0,37.82,-10.75
Politico reports:,huffpost,0,37.82,-10.75
"""As president, I'll end Obama's war on religion and I'll fight against liberal attacks on our religious heritage,"" the Texas governor continues.",huffpost,0,37.82,-10.75
"""They’re trying to make this election, as I said earlier, about anything other than the president’s failed economic policies.",huffpost,0,37.82,-10.75
"However, the governor and legislative leaders say they will seek to clarify that the law does not protect discrimination.",huffpost,0,37.82,-10.75
"Sullivan, for the record, called the night ""a solid win for Biden"" and called Ryan ""competent.""",huffpost,0,37.82,-10.75
"Mitt Romney’s trip to Israel during the 2012 presidential campaign, for example, did not go over well.",huffpost,0,37.82,-10.75
