text,source,label,reliability,bias
"“And if Trump v. Clinton arises in the fall, I would say that there is at the very least an appearance of bias if Justice Ginsburg participates.”",huffpost,0,37.82,-10.75
"Rep. Bruce Braley (D-Iowa), who is running to succeed retiring Sen. Tom Harkin (D-Iowa), faced tough local coverage Tuesday after critical comments he made about Sen. Chuck Grassley (R-Iowa) were made public.",huffpost,0,37.82,-10.75
"More than 30 nations, including Canada and Mexico, have similar policies.",huffpost,0,37.82,-10.75
"""It can't just be the usual suspects,"" he continued.",huffpost,0,37.82,-10.75
"The financial industry tycoon ridiculed Trump’s statements on immigration, national security, foreign trade, and his use of overseas labor.",huffpost,0,37.82,-10.75
"As she passed the microphone, the crowd erupted into cheers.",huffpost,0,37.82,-10.75
"""He stole $700 billion from Medicare to fund Obamacare,"" said RNC Chair Reince Priebus.",huffpost,1,37.82,-10.75
"He was the longest-serving Arkansas governor, from 1996 to 2007.",huffpost,0,37.82,-10.75
"It deeply influenced who they are and who I am, and gave me a profound appreciation for what farmers do for the world.”",huffpost,0,37.82,-10.75
He pleaded guilty to conspiracy before U.S. District Judge Robert L. Wilkins.,huffpost,0,37.82,-10.75
"When asked how genuine his presidential ambition is, Trump said, ""I always take things seriously, but I've never taken it seriously like this.""",huffpost,0,37.82,-10.75
"Whitehouse asked about the court’s controversial Citizens United decision, “What could be more involved in politics than to open this ocean of dark money that’s flooded into our politics?”",huffpost,1,37.82,-10.75
"“I believe Sen. McConnell will follow through,” independent Sen. Angus King of Maine, who caucuses with the Democrats, told reporters on Monday.",huffpost,0,37.82,-10.75
The more substantive criticism concerned McCain's proposal to tax worker health care plans as a way of generating money to give people a new tax credit so that they could buy private insurance.,huffpost,0,37.82,-10.75
"Elizabeth Lauten, the communications director for Rep. Stephen Fincher (R-Tenn.), wrote that the two teenagers should ""try showing a little class,"" ""dress like you deserve respect, not a spot at a bar,"" and, most of all, ""don't make faces"" at Very Serious public events.",huffpost,1,37.82,-10.75
"""My son Seth signed the petition asking me, Dad, the governor, to veto this bill,"" he said.",huffpost,0,37.82,-10.75
"This is how we will be judged,"" Obama said.",huffpost,0,37.82,-10.75
"“Now, Etheridge’s actions are only partially defensible.",huffpost,0,37.82,-10.75
The former immigration attorney stepped forward to run after a number of other conservative House Republicans declined to.,huffpost,0,37.82,-10.75
"He also said that he would run for majority leader in hopes of creating ""a leadership team that can bring the Republican conference together.""",huffpost,0,37.82,-10.75
The July 2018 indictment of 12 Russian intelligence officers in connection with the hack of a Democratic National Committee server during the 2016 election referred to Stone as “a person who was in regular contact with senior members of the presidential campaign of Donald J. Trump.”,huffpost,0,37.82,-10.75
"Cesar Sayoc, 56, of South Florida was taken into custody on Friday, FBI Director Chris Wray confirmed at a press conference.",huffpost,0,37.82,-10.75
"Because these recommendations require congressional approval, the administration is supplementing its proposal with 23 executive actions that will be taken immediately.",huffpost,0,37.82,-10.75
"The total wall funding will now come to about $8 billion, partially approved by Congress but mostly by Trump alone.",huffpost,0,37.82,-10.75
"Minnesota congresswoman and now-GOP presidential candidate Michele Bachmann and other members of the Congressional Prayer Caucus piled on weeks later, penning a letter to Obama chastising him for his alleged failure to the use the word ""God"" and ""Creator"" more in his public speeches, especially abroad.",huffpost,0,37.82,-10.75
"Another major neoconservative figure, Dan Senor, told the Huffington Post that Steele’s comments are “utterly irresponsible.”",huffpost,1,37.82,-10.75
"“You can’t really blame Nancy Pelosi for gerrymandering and for the national election,” Rep. Hank Johnson (D-Ga.) told reporters.",huffpost,0,37.82,-10.75
"Last month, he began plotting campaign strategy and hiring staff.",huffpost,0,37.82,-10.75
"While being questioned at the House Foreign Relations Committee by Rep. Jeff Duncan (R-S.C.), Clinton urged that he read the classified ARB report to find his answers.",huffpost,0,37.82,-10.75
"""The decisions are informed by the values the company provides,"" Sellers said.",huffpost,0,37.82,-10.75
"Before the surgery, Scalise was “in good spirits and spoke to his wife by phone,” his office said.",huffpost,0,37.82,-10.75
"Peter Carr, a spokesman for the special counsel, told BuzzFeed that its “description” of statements to Mueller’s office, as well as the “characterization” of documents and testimony the office obtained, was inaccurate.",huffpost,1,37.82,-10.75
"He has no federal law enforcement experience and, while currently at a high-profile law firm, is most associated as a centrist Democrat.",huffpost,0,37.82,-10.75
The Journal reported that AARP policy chief John Rother is pushing the organization to accept benefit cuts as part of a deal to make Social Security solvent.,huffpost,0,37.82,-10.75
"WASHINGTON ― In a stinging blow to President Barack Obama, the Senate voted Wednesday to override his veto of a bill to let 9/11 victims sue Saudi Arabia for its alleged role in the terrorist attacks.",huffpost,1,37.82,-10.75
"“The other justices should hold an intervention, and tell her to be quiet or step down,” wrote Josh Blackman, a Houston College of Law professor who frequently writes about the high court.",huffpost,0,37.82,-10.75
"Obama ran as an antidote to Bush's policies in 2008, but the reports reveal that he has continued many of them, leading to concerns over the reach of the national security state.",huffpost,0,37.82,-10.75
"Trump is offering a three-year extension for the Obama-era Deferred Action for Childhood Arrivals program, which protects from deportation hundreds of thousands of immigrants brought to the U.S. as kids.",huffpost,0,37.82,-10.75
"“We didn’t know it was Eric Holder [coming],” Rev. John Paul Hopping of Our Lady of Guadalupe, told HuffPost.",huffpost,0,37.82,-10.75
"The report was prepared by a 12-person task force, called the School Shield Program, led by Hutchinson.",huffpost,0,37.82,-10.75
