text,source,label,reliability,bias
"“I understand the appeal of a businessman president,” Bloomberg said.",huffpost,0,37.82,-10.75
"Mueller’s office, the report said, learned of Trump’s orders to Cohen “through interviews with multiple witnesses from the Trump Organization and internal company emails, text messages, and a cache of other documents.”",huffpost,0,37.82,-10.75
"“This bill includes the most extreme changes on asylum that I’ve ever seen,” Kerri Talbot, the director of federal advocacy at the group Immigration Hub, said on a press call on Tuesday.",huffpost,0,37.82,-10.75
"Under axiomatic legal precedent, virtually all congressional action is presumed valid anyway, at least initially.",huffpost,0,37.82,-10.75
"""And then these groups, these extremist groups, are looking for something, and they are latching on to this.""",huffpost,1,37.82,-10.75
"""I recommend that every member read the classified version, which goes into greater detail that I cannot speak to here today.",huffpost,0,37.82,-10.75
"“I don’t want to think about that possibility,” Ginsburg said when asked to consider Trump in the role of appointer-in-chief. ",huffpost,0,37.82,-10.75
"Labrador is an ambitious, sometimes savvy politician.",huffpost,0,37.82,-10.75
"He said he had never been more clear in his life, and had read the documents thoroughly and had understood the consequences of his actions.",huffpost,0,37.82,-10.75
"Journalist Charlie Rose asked Rubio after the speech whether invoking Kennedy and the Cold War might make him appear backward-looking at a time that Rubio's campaign portrays other U.S. leaders as “trapped in the past.""",huffpost,0,37.82,-10.75
"“Undoubtedly there is collusion,” Schiff told The Washington Post on Tuesday.",huffpost,0,37.82,-10.75
This feels like an “America’s Next Top Model” challenge gone so horribly wrong.,huffpost,0,37.82,-10.75
They picked up just six seats in this election cycle ― far fewer than expected.,huffpost,0,37.82,-10.75
"But recusals for political views or implicit support for certain positions are exceedingly rare, even in the face of a code of judicial conduct that guides federal judges on extra-judicial activities and how to avoid even the appearance of impropriety.",huffpost,0,37.82,-10.75
"She admitted that “looking back,” it would have been better to carry the second phone.",huffpost,0,37.82,-10.75
"WASHINGTON ― President Donald Trump is “very close” to selecting an interim candidate to replace former FBI Director James Comey, he told White House reporters on Thursday.",huffpost,0,37.82,-10.75
"He praised his home state during his speech, sharing how working as governor inspired him to run for president.",huffpost,0,37.82,-10.75
"The national emergency declaration will allow the Trump administration to use about $3.6 billion from Defense Department construction projects to build the wall, along with another $2.5 billion the department had allocated for counter-drug activities, acting White House chief of staff Mick Mulvaney told reporters.",huffpost,0,37.82,-10.75
"""It’s a stunning record of secrecy and corruption, of cronyism run amok.""",huffpost,0,37.82,-10.75
"In addition, Democrats are still irritated at Roberts for promising to call only “balls and strikes” in his 2005 confirmation hearing.",huffpost,0,37.82,-10.75
