text,source_party,label,source,reliability,bias
"He was like, ‘You don’t understand English, do you?’ My name on the cast list went from A to C cast, only because my English skills was not there.",Lean Left,1,san-diego-union-tribune,45.68,-1.76
"For programs with mandatory funding from the farm bill, operations cease after the funding expires.",Left,0,alternet,32.71,-14.76
"As it was, Chase was hunkered down in the blind as strong winds ushered in eye-tearing temperatures.",Lean Right,0,boston-herald,36.31,9.68
"Photograph: Netflix There are car chases, shootouts, deaths and kidnaps in this tale of two Los Angeles residents whose lives become consumed by a spiralling feud that’s triggered by a road rage incident.",Lean Left,0,the-guardian,40.67,-7.97
"If William of Occam (c. 1285-1347) is responsible for what’s wrong with the world, it’s time to close up shop all around.",Right,1,american-greatness,18.93,22.45
"The following categories of personal information may be sold by us or our affiliates to business partners, advertisers, and other third parties, or as part of business or asset transfers: identifiers, personal information categories listed in California Customer Records statute, characteristics of protected classifications under California or federal law, commercial information, internet or similar network activity information, geolocation data, and inferences Your Rights and Choices The CCPA provides consumers who are California residents with specific rights regarding their personal information.",Right,0,townhall,24.95,19.79
"Yet, in the interrogation with Postal Inspector Holmes and others, Oswald slipped up and said that was on one of the upper-floors during the time of the assassination and then went downstairs.",Right,0,newsmax,28.9,13.54
"Putin demonstrated his seriousness in several sets of talks, starting in Belarus in the first days of the war.",Right,0,infowars,15.78,23.58
And the battle over values plays out between the two poles.,Lean Left,1,the-economist,42.4,-1.43
"Ron DeSantis offered up a Trumpesque word salad of border boogeymen, promising to build a wall along the United States' southern border to help stop fentanyl trafficking, human trafficking, and sex trafficking.",Lean Right,1,reason,36.26,4.84
A new generation of Australian sports stars with the style has only added to the cachet.,Lean Left,0,washington-post,38.8,-6.85
"High inflation has created severe financial pressures for most U.S. households, which are still paying more for everyday necessities like food, gasoline and rent.",Lean Right,0,fox-business,38.81,9.11
"Story continues below advertisement City council played with the idea of adjusting the property tax ratio in Saskatoon during deliberations, with Coun.",Lean Left,0,global-news,44.54,-4.26
"If Hamas’ goal was to murder as many as possible, how did the terrorists allow themselves to stop for a gang rape?",Lean Right,1,the-christian-post,36.41,10.31
"We already saw early tremors of the power such reforms can hold as part of the surprisingly generous US policy response to the Covid-19 pandemic, particularly the boosted unemployment insurance.",Left,1,vox,39.59,-10.05
"The assault killed an estimated 1,000 Vietnamese civilians but had no impact on either side’s military strength or negotiating position.",Center,0,foreign-affairs,44.56,-6.55
"Thankfully, some users pointed out how beautiful the message in the video was.",Right,0,newsbusters,19.99,20.48
"No, we’re not talking about the Freevee show where James Marsden appeared as a fictionalized, narcissistic version of himself.",Lean Left,1,usa-today,40.78,-4.12
So you are right in the sweet spot of what this ministry is all about.,Lean Right,1,christianity-today,41.75,5.39
Cobra Kai While this latter-day sequel to The Karate Kid films of the 1980s started life on YouTube Red (remember that?,Center,1,wired,36.77,-7.24
They noted that Powell is a convicted felon with a background that includes violent crime.,Lean Left,1,cbs-news,41.76,-2.84
Wall Street is betting the Fed’s next move will be to cut rather than raise interest rates.,Center,0,quartz,43.87,-4.77
San Francisco builds housing less like Houston and more like the decaying Rust Belt city of Detroit.,Lean Right,1,washington-examiner,34.07,11.3
"He is among roughly 1,200 people who have been charged with federal crimes stemming from the riot that left dozens of police officers injured and halted the certification of President Joe Biden's election victory.",Right,0,fox-news,35.44,11.06
"But apparently, at the top universities in America, all of those sensitivities disappear for one specific group: Jews.",Right,1,wnd,13.06,21.0
"The hostages are two elderly women who are both Israeli nationals, the center said.",Lean Left,0,abc-news,45.25,-2.91
"What’s clearly more interesting than crystal ball gazing, however, is what the guy who’s having all that money spent against him in Iowa is doing at Florida’s top elected official.",Lean Right,1,hotair,24.77,12.78
They think you’re gullible enough to believe them when they say these things.,Right,1,the-american-spectator,17.46,22.97
She cursed as the whale disappeared without revealing any defining features.,Left,0,the-atlantic,37.96,-9.01
"In order to truly enforce such a dystopian society, they will crash the dollar and the rest of the global fiat currencies, replace them with digital and programmable CBDCs (Central Bank Digital Currencies), and require biometric digital IDs of all people, with your digital ID tied to your bank account.",Right,1,the-gateway-pundit,14.91,23.64
Speaker Johnson must at least feign that he is pushing this impeachment threat as far as he can.,Left,1,daily-beast,33.54,-10.51
"So, instead of cracking down on the criminal gangs running the small boats from Calais, yet another £15m of taxpayers’ money is to be sent to Rwanda.",Lean Left,1,the-independent,38.37,-6.99
No Republican speaker has ever been able to ride a tiger like this.,Center,1,christian-science-monitor,44.22,-2.47
"Hunter Biden's lawyer Abbe Lowell responded to the subpoena, writing a letter to the committee late last month demanding a public hearing, rather than a closed door deposition.",Lean Right,0,just-the-news,33.31,10.7
The rules were structured to coerce manufacturers to produce more vehicles in the U.S.,Center,0,cnbc,43.82,-1.81
Mr. Trump also has been sharing polls on social media showing him with massive leads in the GOP nomination race and also leading President Biden in battleground states.,Lean Right,0,washington-times,34.92,11.31
"It increases the risk of accidents and crime, and it undermines social relationships, intimate partnerships and family functioning.",Lean Left,1,the-conversation,40.75,-4.86
The song keeps working with the throwback influences of 2020’s Jaguar with another hooky Motown-esque horn riff and a down-and-dirty bass line holding things together.,Left,1,new-york-magazine,39.84,-9.95
The film uses the politics of hatred to flaunt a repudiation of the cinematic and cultural norms of the independent-film scene while also using those politics as a crowbar to force its way to prominence in it.,Left,1,the-new-yorker,40.91,-12.25
