text,source_party,label,source,reliability,bias
"Youngblood, one of two speakeasies hidden inside CH Projects’ Neighborhood gastropub, is a 16-seat cocktail bar where visitors can reserve a 90-minute, three-course guided tasting for $67.",Lean Left,0,san-diego-union-tribune,45.68,-1.76
God tells us to honor our father and mother; Marxists claim that family ties interfere with the proletariat's love of the state.,Right,1,townhall,24.95,19.79
"Their policy choices mostly affect things only around the edges, especially in the short term.",Lean Left,1,washington-post,38.8,-6.85
"And, recognizing that Biden’s political focus is generally oriented toward working Americans, there is plenty he can do to improve their tax headaches, too.",Lean Right,0,fox-business,38.81,9.11
Light as Metaphor The biblical text is burgeoning with similes and metaphors.,Lean Right,0,the-christian-post,36.41,10.31
So the state’s admission that it drew a partisan gerrymander most likely will not kill South Carolina’s hopes.,Left,1,vox,39.59,-10.05
"Once you’re at the counter trying to pick up your car, you’re faced with a barrage of questions that can be tough to decipher, especially as the agent tries to upsell you.",Left,0,vox,39.59,-10.05
"Gallant’s background is in evidence-informed policy across public and social sectors, and her work has helped advance ideas like tiered funding and cost-effectiveness, which have come to define DIV’s approach.",Left,0,vox,39.59,-10.05
Cosmo just posted 'How to Get a Satanic Abortion’ This mocks the sanctity of motherhood and Christianity.,Right,1,newsbusters,19.99,20.48
"So why would they be nosing around, interviewing priests and choir directors?",Right,1,newsbusters,19.99,20.48
"In contrast, incendiary left-wing rhetoric seems to have little impact on an article’s reliability score, even if the article makes claims that would be impossible to definitively prove.",Right,1,newsbusters,19.99,20.48
Alex has spent years building his network both in the U.S and abroad.,Right,0,newsbusters,19.99,20.48
MARIA ELENA SALINAS: Let's fast forward to the day when the museum is going to open.,Right,0,newsbusters,19.99,20.48
"Contact Google at 650-253-0000 and demand it be held to account to mirror the First Amendment while providing transparency, clarity on so-called hate speech and equal footing for conservatives.",Right,1,newsbusters,19.99,20.48
The Orioles moved him to third base when he reached the Majors though.,Lean Left,1,usa-today,40.78,-4.12
"Whether it's an elementary, middle, or high school, what attracts you to kill children?",Center,1,wired,36.77,-7.24
"Los Angeles Police Department Investigators have now been able to connect Powell to the fatal shooting of 42-year-old Nicholas Simbolon, a Los Angeles County employee who was found by his wife after he shot inside of his Tesla in the garage of his San Dimas home on Tuesday, Nov. 28.",Lean Left,0,cbs-news,41.76,-2.84
Another way to save money is by working to increase your credit score before applying for the loan.,Lean Left,0,cbs-news,41.76,-2.84
Keep in mind that the government's not paying for any reproductive care services.,Lean Left,1,cbs-news,41.76,-2.84
Picked up the firearm ... and demonstrated how he could ... shoot himself ... and ... call 911.,Lean Left,1,cbs-news,41.76,-2.84
He failed to report the scare to the police out of embarrassment.,Lean Left,1,cbs-news,41.76,-2.84
"She throttles it to a trickle, to an occasional softness in her orders: be still, hush, don't cry, and the rest of her care is all hard slaps and fists.",Lean Left,1,cbs-news,41.76,-2.84
"Yes, he suffered a traumatic injury and no - he doesn't care for anyone who questioned his account of what happened on that Philadelphia street last month.",Lean Left,1,cbs-news,41.76,-2.84
"It’s a tale of bureaucratic obstruction, technical obstacles, and oil companies fighting to protect their profit margins.",Center,1,quartz,43.87,-4.77
"More than 2,000 pending pre-trial felony gun cases in Detroit's 36th District Court in January 2022 were reduced to 415.",Lean Left,0,abc-news,45.25,-2.91
A monumental Navajo Nation leader who guided the tribe through a politically tumultuous era and worked tirelessly to correct wrongdoings against Native Americans.,Lean Left,1,abc-news,45.25,-2.91
"On COVID-19, the governors battled for space to accuse each other of implementing harmful policies during the height of the pandemic.",Lean Left,1,abc-news,45.25,-2.91
"Israel soon vowed to eradicate Hamas, the terrorist organization that runs Gaza and is believed to operate with the backing of Iran.",Lean Left,1,abc-news,45.25,-2.91
"In an interview with investigators, Sisk said one night in the ‘80s, she was talking with Brenda Moore, his wife and Gebhardt’s sister, who she said sounded drunk.",Lean Left,0,abc-news,45.25,-2.91
"Choose between the classic or the DermaWand Pro, which delivers the same results as the original but with 50% more power.",Lean Left,0,abc-news,45.25,-2.91
"Danai Gurira Danai Gurira attends the 3rd Annual Academy Museum Gala at Academy Museum of Motion Pictures on December 03, 2023 in Los Angeles.",Lean Left,0,abc-news,45.25,-2.91
"Far too often, an empowering song with an ascendant chorus loses all tension and hits the ear like a too-sweet dessert.",Lean Left,0,abc-news,45.25,-2.91
Hamas actually wants the Palestinians on the surface to suffer because they know the media will dutifully do their public relations work for them.,Lean Right,1,hotair,24.77,12.78
"Well, that alone was inconceivable, but we both figured probably a domestic dispute gone tragically sideways.",Lean Right,0,hotair,24.77,12.78
"Morris and Hunter didn’t even meet until 2019, shortly before Joe Biden limped into the presidential race.",Lean Right,1,hotair,24.77,12.78
"California Governor Gavin Newsom doesn’t even care about his scam tram, the little train that couldn’t, the locomotive going from nowhere to nowhere that hasn’t seen Phase 1 coming close to completion, half as much as Joe Biden seems to care about his world peace train.",Lean Right,1,hotair,24.77,12.78
"But as we all know, Team Obama is not put off by lies.",Right,1,the-american-spectator,17.46,22.97
To celebrate freedom and democracy while forgetting America’s origins in a slavery economy is patriotism à la carte.,Left,1,the-atlantic,37.96,-9.01
"A human smuggler stood on US soil as he helped illegal aliens rush through a hole in the border wall in Lukeville, Arizona while Border Patrol agents did absolutely nothing to stop the invasion.",Right,1,the-gateway-pundit,14.91,23.64
"She was also physically assaulted back in April after she gave a speech at San Francisco State University, If the majority of Americans had the courage and wit of Riley Gaines, this transgender madness would be cast into the dustbin of history.",Right,1,the-gateway-pundit,14.91,23.64
"The Biden regime’s policies have stripped the Border Patrol of any respect by foreign governments, cartels and smugglers.",Right,1,the-gateway-pundit,14.91,23.64
The negative impacts of tourism on the environment have become so severe that some are suggesting drastic changes to our travel habits are inevitable.,Right,0,the-gateway-pundit,14.91,23.64
NLRB dropped a similar investigation against The Daily Wire following NCLA intervention.,Lean Right,0,just-the-news,33.31,10.7
Leavitt is president of the Empower Oversight center that represents the IRS whistleblowers.,Lean Right,0,just-the-news,33.31,10.7
"He has called for conditions on the U.S. aid to Israel, a proposal which received criticism from other lawmakers.",Lean Right,0,washington-times,34.92,11.31
"Beyoncé’s fashion is a fantasia of ecstatic color: a lime-green gown with a delicate hood and fabric bunched as if meant to resemble smoke unfurling; a glittering royal-blue bodysuit with thigh-high boots and garters; a bodysuit, gloves, a cowboy hat, and boots encrusted with jewels, their pattern evoking fire the colors of ice and ocean depths; a headpiece and cinched-waist number that resembles a couture queen bee.",Left,0,new-york-magazine,39.84,-9.95
"Jackson, River, and the Slough House gang could never be part of these Keystone Kop operations, which only the shrewd and politically adept likes of Diana and Ingrid could keep afloat.",Left,1,new-york-magazine,39.84,-9.95
"He’s not waxing poetic about all-time records, like breaking the mark for most F1 titles in a career, seven, held by Hamilton and Michael Schumacher.",Lean Left,1,time-magazine,41.12,-7.42
"Best lightweight Caraa Nimbus Large buy on Caraa Best stylish weekender bag: Mali and Lili Jamie Woven Weekend Duffle No matter your destination, carrying this chic bag will make you feel like you’ve booked the luxury suite.",Lean Left,0,time-magazine,41.12,-7.42
But it’s smart to maintain a healthy outlook about what work should realistically provide socially.,Lean Left,0,time-magazine,41.12,-7.42
"Beijing has long trumped up Kissinger’s image, honoring him with almost godlike appreciation.",Lean Right,1,rt,28.66,11.46
"The postponement of Swift’s ‘Eras Tour’ gig comes as Brazil faces record-breaking temperatures in its eighth heatwave of the year, a whole month before the official start of summer in the southern hemisphere.",Lean Right,1,rt,28.66,11.46
"But even by those standards, this year’s miss was a doozie, an epic failure.",Center,1,deseret-news,42.29,2.55
"In a considerably one-sided game, the Dixie Flyers dominated the Cyprus Pirates 97-22.",Center,0,deseret-news,42.29,2.55
The Bingham Miners (4-1) dominated the winless Layton Lancers (0-5) in an assertive 67-41 win.,Center,0,deseret-news,42.29,2.55
The Carbon Dinos (1-2) cruised past the Union Cougars (1-7) with an assertive 54-21 win.,Center,0,deseret-news,42.29,2.55
Eventually its transformation into critical race theory has provided an avenue for student indoctrination.,Right,1,american-thinker,13.67,24.85
If he were killing a mouse he would know how to make it seem like a dragon.,Left,1,esquire,27.41,-18.14
Alcaraz broke him with some ease-the kid only seemed to be getting stronger-and this was the time for Djokovic to gracefully but certainly check himself out of Cincinnati.,Left,1,esquire,27.41,-18.14
"While imitation should never be your style goal, you’d do well to take these five outfits into account as inspiration if you’re thinking of where to next take your look.",Left,0,esquire,27.41,-18.14
"Tuesday night’s election results probably won’t change the equation for Biden in 2024, given Ohio’s recent presidential electoral history.",Lean Left,0,cnn,42.06,-6.28
She began searching for answers about her father’s shadowy past His confession turned the Randele family upside down.,Lean Left,0,cnn,42.06,-6.28
"Avenue Plus Size Julie Plisse Dress Credit: Reviewed / Avenue Comfort comes first in this airy, lightweight dress from Avenue.",Center,0,az-central,42.22,-7.0
This was Kelly's second trip to the apprentice center because of his vested interest in this field.,Center,0,az-central,42.22,-7.0
The prognosis for Chagas disease varies depending on factors such as early detection and treatment.,Center,0,az-central,42.22,-7.0
"The closing will further separate members of the Tohono O’odham Nation, Cooper stated.",Center,0,az-central,42.22,-7.0
"Sam Ballesteros/The Republic ASU's basketball head coach Bobby Hurley reacts to a call at Desert Financial Arena in Tempe on Dec. 6, 2023.",Center,0,az-central,42.22,-7.0
Thursday's listed national average of $3.24 is 26 cents less than it was in October as well as this time last year.,Center,0,az-central,42.22,-7.0
"Little was known about the years that followed, other than O’Connor was living in Arizona, the state she cherished.",Center,0,az-central,42.22,-7.0
"The carbon emissions released from driving might make the artificial tree the better option in the long-run, assuming it’s used for at least a few years.",Left,1,salon,32.38,-13.86
