text,source_party,label,source,reliability,bias
Brown and Chen are planning to move the business out of their two-story loft to its own building in City Heights in the future.,Lean Left,0,san-diego-union-tribune,45.68,-1.76
One rationale for this was a ludicrous theory that the Soviet move into Afghanistan was an initial step toward Moscow’s ultimate goal: conquering the oil-rich Persian Gulf.,Left,1,alternet,32.71,-14.76
Senate Republicans claimed victory for pushing the branch to agree to a formal session which never occurred because the House did not move on the motion.,Lean Right,0,boston-herald,36.31,9.68
"But in 2023, girlhood is where the party is, and you don’t have to be young, or even female, to be invited.",Lean Left,1,the-guardian,40.67,-7.97
"What absurdity, what outrage, what assault on common sense (to say nothing of common decency) is safely beyond enactment that the satirist can rely on its being safely beyond the pale?",Right,1,american-greatness,18.93,22.45
To have America’s officers sourced only through the college pipeline is not only elitist but also dishonest to the needs of the military.,Right,1,townhall,24.95,19.79
Retired Adm. Brett Giroir told Newsmax on Thursday that the surge in respiratory illnesses in China doesn't indicate a new pandemic could be headed to the United States.,Right,0,newsmax,28.9,13.54
"On March 10, Russian foreign minister Sergei Lavrov met Ukraine’s foreign minister, Dmytro Kuleba, in Turkey.",Right,0,infowars,15.78,23.58
"He could remain in power for years and if he does, he will threaten war because that is his excuse for domestic repression and his own people’s suffering.",Lean Left,1,the-economist,42.4,-1.43
"Gradually implemented in the United States and Europe, RECAT next led to time-based separation.",Lean Right,0,reason,36.26,4.84
That’s good news for Mid-Atlantic ski resorts after rather paltry amounts of snow last winter.,Lean Left,0,washington-post,38.8,-6.85
"JOHN KERRY PLEDGES TO SLASH EMISSIONS FROM AC UNITS, REFRIGERATORS TO FIGHT CLIMATE CHANGE Meanwhile, manufacturing has been contracting for 13 straight months.",Lean Right,1,fox-business,38.81,9.11
One forecast has clear skies while another has mostly cloudy skies.,Lean Left,0,global-news,44.54,-4.26
"Just this summer PublicSquare launched its first wholly-owned subsidiary - EveryLife, a direct-to-consumer, pro-life diaper company.",Lean Right,0,the-christian-post,36.41,10.31
The push to control costs in the ’80s and ’90s led hospitals to start buying up more independent practices.,Left,0,vox,39.59,-10.05
"Kissinger’s version of events massaged away his emotionalism, his preference for the use of force, his indifference to human rights, and the moral compromises he had to make to keep close to a paranoid and bigoted leader such as Nixon.",Center,1,foreign-affairs,44.56,-6.55
