text,source_party,label,source,reliability,bias
"Years later, family members participating in genetic testing found they had a genetic mutation that increases the family’s risk of frontotemporal dementia.",Lean Left,0,san-diego-union-tribune,45.68,-1.76
"An exclusively white Jesus not only narrows our understanding of him, it sends a message that connects Jesus to the powerful, not the oppressed.",Left,1,alternet,32.71,-14.76
John Kerry continues to insult every American who works hard to put food on the table.,Lean Right,1,boston-herald,36.31,9.68
"Managed pubs, restaurants and bars had reported 13 consecutive months of like-for-like growth as of October.",Lean Left,0,the-guardian,40.67,-7.97
"In Miami, the hegemony of the United Teachers of Dade, an affiliate of Randi Weingarten’s American Federation of Teachers, is in trouble.",Right,1,american-greatness,18.93,22.45
"That influential book is one of the 19 Jerry co-authored with his long-time writing partner, the late great minister D. James Kennedy.",Right,1,townhall,24.95,19.79
"The 1989 revolution threw Romania into chaos and anyone having the Ceaușescu name was fair game for execution - including Iordana’s innocent son, even though she and Valentin had divorced a year earlier.",Right,1,newsmax,28.9,13.54
"Even as central banks elsewhere have raised interest rates in recent years, the b o j has stuck with its ultra-loose policy, designed to stimulate growth.",Lean Left,1,the-economist,42.4,-1.43
To think that a parent would attack a child is unimaginable and unthinkable.,Lean Right,1,reason,36.26,4.84
"There are several theories why exercise may improve immune function, Kohut says, such as muscle-secreted proteins that influence the immune response and exercise-induced changes in the production of metabolites - chemical compounds that the body generates during metabolism.",Lean Left,0,washington-post,38.8,-6.85
"It has gone on to notch more weeks in the top 10 of the Billboard 200 (109 weeks) than any other album by a single music act in the history of the chart, which goes back to March 1956.",Lean Right,0,fox-business,38.81,9.11
"And if you can help your kids get that leg up early, they're going to do everything they can,"" the CEO said.",Lean Right,0,fox-business,38.81,9.11
"The NIA found that while most older Canadians report they have a network of family and friends they can count on, more than four in 10 are considered to be socially isolated.",Lean Left,0,global-news,44.54,-4.26
"If true, this leads to the scary question of, do we even want to be good?",Lean Right,1,the-christian-post,36.41,10.31
"In those early days, the settlers themselves tended to be religious radicals, firmly committed to the idea that all of the land from the Jordan River to the Mediterranean Sea had been biblically granted to Jews and (by extension) to the state of Israel.",Left,1,vox,39.59,-10.05
And we are concerned that China can take advantage of America’s openness to use U.S. technologies against the United States and its allies.,Center,1,foreign-affairs,44.56,-6.55
"Watch as midday anchor Borja Voces squeed over the Biden administration’s announcement of the grant of an 18-month Temporary Protected Status for over 470,000 migrants from Venezuela, as aired on Univision’s midday Edición Digital newscast on September 21st, 2023 (The video and transcript reflect the totality of this report): BORJA VOCES: Let's start, truth be told, in the best way- the best way you can start today’s newscast.",Right,1,newsbusters,19.99,20.48
"Last the longest without accidentally picking a loser, and you could collect some serious cash.",Lean Left,1,usa-today,40.78,-4.12
"If not in size, at least we would try to act like one.",Lean Right,0,christianity-today,41.75,5.39
Does that feel like a different idea of a black hole than the one you had before we spoke?,Center,0,wired,36.77,-7.24
CBS Reports follows his unlikely path from a basement in Queens to seaside Brazil to Long Island’s wealthiest suburbs - unwinding a campaign of deceit that delivered him to the loftiest halls of power in Washington.,Lean Left,0,cbs-news,41.76,-2.84
"Her Lyda Hill Philanthropies supports museums, basic research, and programs like National Geographic Explorers.",Center,0,quartz,43.87,-4.77
"Once, the agency uploaded a photo of her 18-month-old child on a WhatsApp group, as part of its effort to intimidate her.",Center,1,quartz,43.87,-4.77
"Lilly J. Goren, professor of political science at Carroll University and host of the New Books Network political science podcast, claimed that Haley's political record showed her acumen at handling attacks.",Lean Right,0,washington-examiner,34.07,11.3
"Love is a pure source of good in the world, so share with whatever family you have how much they mean to you, and enjoy any time you can spend with them, in person or virtually.",Right,0,fox-news,35.44,11.06
CLICK HERE TO GET THE FOX NEWS APP Kelce said he was not privy to any matchmaking until he received a text from Swift herself.,Right,0,fox-news,35.44,11.06
"Not just in the event in the past, the shepherds are going to return in the future,"" he told host Scott Laird.",Right,0,wnd,13.06,21.0
"Namiko Hirasawa Chen, a home cook, recipe developer and founder of Just One Cookbook, shared this sweet and salty Japanese-inspired cookie recipe.",Lean Left,0,abc-news,45.25,-2.91
Youngkin made a fatal decision when he tried to get out in front of the abortion issue.,Lean Right,1,hotair,24.77,12.78
"He points to a program in Evanston, Illinois as an example.",Lean Right,0,hotair,24.77,12.78
"What is this new variant, and how bad could it get?",Left,0,the-atlantic,37.96,-9.01
"Millions of Americans watched in horror this week as the presidents of Harvard, MIT and Penn testified before Congress about the vile anti-Semitism we have seen on their campuses in recent weeks.",Right,1,the-gateway-pundit,14.91,23.64
"Should she show up, she is likely to get a well deserved taste of the condemnation she allowed others to suffer unjustly.",Left,1,daily-beast,33.54,-10.51
"Whether it was racial conflict (GTA: Vice City), explicit sex (GTA: San Andreas), or torture and drunk driving (GTA IV), each subsequent release seemed to usher in a new wave of opprobrium.",Lean Left,1,the-independent,38.37,-6.99
Activists from as far away as Colombia and the Marshall Islands are setting their eyes on militaries and war along with big oil as major spoilers to climate progress.,Center,0,christian-science-monitor,44.22,-2.47
"When Jayapal said it is unclear as for who is to blame for the situation, Bash pressed the congresswoman.",Lean Right,0,just-the-news,33.31,10.7
"Pros No early payoff fees Loans up to $50,000 Fixed interest rates (no surprises) Can pay creditors directly (may take up to two weeks) Fast funding in as little as four days Cons Origination fee of up to 8% (deducted from your loan) Not available in Washington D.C. Why Upgrade is the best for financial literacy: Free credit score simulator to help you visualize how different scenarios and actions may impact your credit Charts that track your trends and credit health over time, helping you understand how certain financial choices affect your credit score Ability to sign up for free credit monitoring and weekly VantageScore updates Learn More View More Who's this for?",Center,0,cnbc,43.82,-1.81
Mortgage demand is finally crawling out of the basement as interest rates continue to move lower.,Center,0,cnbc,43.82,-1.81
"Gates said it would be imperative to help the poorest adapt to human-induced climate change and to try to minimize damage to ecosystems, such as coral reefs.",Center,0,cnbc,43.82,-1.81
Repent for diminishing the value of marital fidelity and leaving our progeny clueless about how to defend the definition of marriage.,Lean Right,1,washington-times,34.92,11.31
Marjorie Taylor Greene points out slimming Republican House majority: ‘Hopefully no one dies’,Lean Right,1,washington-times,34.92,11.31
There is now no credible pathway to avoiding dangerous climate change.,Lean Left,1,the-conversation,40.75,-4.86
Kelce’s following a play from Swift’s book by leaving Easter Eggs for Swifties.,Left,0,new-york-magazine,39.84,-9.95
"They give their creations proud retro names: the Techno-Tort, the Blastoluxe.",Left,0,the-new-yorker,40.91,-12.25
"We are increasingly getting our news from video clips, and doctoring those clips has become alarmingly simple.",Left,0,the-new-yorker,40.91,-12.25
"For example, a criminal defendant can waive his constitutional right to representation by counsel and to a trial by jury.",Right,0,the-american-conservative,31.63,14.44
"Not surprisingly, Trump’s political opponents have picked up on the idea that Trump has lost it.",Lean Left,1,washington-monthly,35.78,-12.08
"The convention, through bitter compromises, papered over differences temporarily, but the fissures would recur and sometimes widen into chasms in the decades ahead.",Lean Left,1,washington-monthly,35.78,-12.08
"Messi’s shot continued bending, bending, past the outstretched arms of the diving Cruz Azul goalkeeper, sending the 20,000-plus fans at DRV PNK Stadium-and millions more watching around the world-into absolute hysterics.",Lean Left,0,time-magazine,41.12,-7.42
"Cosigning your child’s mortgage Another option, Kyle said, is cosigning a mortgage.",Center,0,fortune,36.93,-2.44
"However, most renters and buyers expect windows in their apartment units-and most jurisdictions actually require that all apartments have them.",Center,0,fortune,36.93,-2.44
Infowars provocateur Alex Jones released an arcade-style video game called New World Order Wars based on his political escapades on Thursday.,Lean Right,0,rt,28.66,11.46
"Addressing COP28 in Dubai on Friday, the Indian prime minister highlighted New Delhi’s contribution to fighting climate change Indian Prime Minister Narendra Modi on Friday underscored India’s focus on sustainable development and climate change, pitching his country as a host for the Conference of the Parties in 2028.",Lean Right,0,rt,28.66,11.46
"The traditional appeal of military service, anchored in notions of patriotism and duty, now competes with a changing job market and a new generation’s redefined sense of purpose.",Right,0,the-federalist,21.77,18.67
"Founded by Marcel Rochas in 1925, the house flourished in the golden era of haute couture, in the 1950s.",Left,0,vogue,39.13,-10.91
Its ultra-pigmented rosewood shade emulates the blooming roses in the iconic Tuileries and is accompanied by lavish baroque motifs emblazoned across its powdery formula.,Left,1,vogue,39.13,-10.91
