text,source_party,label,source,reliability,bias
"Court records show that Lyle and Linda Cocking, who own the playhouse property, filed a commercial eviction action against the Connards in March 2022.",Lean Left,0,san-diego-union-tribune,45.68,-1.76
"Even after being confined to western reservations, many tribes had maintained their traditional governance structures and tried to preserve their cultural and religious practices, including communal ownership of property.",Left,0,alternet,32.71,-14.76
Shrinking utility profit margins and transferring social costs to general government could actually work to lower California’s crazy electric rates.,Lean Right,1,boston-herald,36.31,9.68
Nicole Flattery Author of the short story collection Show Them a Good Time (Bloomsbury) and the novel Nothing Special (Bloomsbury) Emma Cline’s The Guest (Chatto & Windus) is a panic-inducing beach read that could be directed by the Safdie brothers.,Lean Left,0,the-guardian,40.67,-7.97
"Many are dressed casually and move in a lackadaisical fashion, much like tourists.",Right,0,american-greatness,18.93,22.45
We know President X could not be criminally prosecuted while in office.,Right,0,townhall,24.95,19.79
"Wasabi maker Kinjirushi Co. funded the study, although the researchers said the company had no role in the study itself.",Right,0,newsmax,28.9,13.54
Lankford noted that Homeland Security Secretary Alejandro Mayorkas has even called for reforms to the asylum system.,Right,0,infowars,15.78,23.58
"America will also only support pauses, as will the G7 group of rich countries.",Lean Left,0,the-economist,42.4,-1.43
"What you just don't see in U.S. sex trafficking cases is people being kidnapped in mall parking lots after being distracted by candy bar wrappers (as one weirdly prevalent social media myth goes) or being smuggled en masses across the southern border, a la the paranoid rantings of Ron DeSantis.",Lean Right,1,reason,36.26,4.84
Advertisement How programs will value coaches monetarily will be affected by the actual size of their player payroll.,Lean Left,0,washington-post,38.8,-6.85
Communities of color would also be disproportionately impacted by the new reporting requirement.,Lean Right,1,fox-business,38.81,9.11
"In 2017, he was sentenced in absentia to 30 years in jail in Iran.",Lean Left,0,global-news,44.54,-4.26
"The unchurched will recognize many Christmas songs, so they are more likely to sing with the congregation.",Lean Right,0,the-christian-post,36.41,10.31
But how voluntary is accepting an undesirable job when the alternative is eviction or food insecurity?,Left,0,vox,39.59,-10.05
"But their strategy has not worked, and continued confrontation will only make things worse for Venezuelans.",Center,0,foreign-affairs,44.56,-6.55
"Once Beyoncé’s Jew-hating fans caught word of this, they started slamming the singer on social media, Newsweek reported.",Right,1,newsbusters,19.99,20.48
Ken Tran: So House Republicans have been investigating since September in an impeachment inquiry into allegations that President Joe Biden financially and personally benefited from his family's foreign business dealings.,Lean Left,1,usa-today,40.78,-4.12
"We've waved to people on the curb, sadly, as they cashed out on their homes and moved to the Midwest.",Lean Right,1,christianity-today,41.75,5.39
"And the idea is you're poking a hole in your daily intake of calories, so you wind up eating fewer calories, and that tends to help people with weight loss and weight control.",Center,0,wired,36.77,-7.24
Neither Feldman nor his attorneys have responded to multiple requests for comment.,Lean Left,0,cbs-news,41.76,-2.84
Advertisement A spokesperson for Tallahassee Memorial did not address the allegations in their statement.,Center,0,quartz,43.87,-4.77
The U.S. can and should lead the charge on this here at home.,Lean Right,1,washington-examiner,34.07,11.3
Those charged include dozens of former and active duty military or members of the reserve.,Right,0,fox-news,35.44,11.06
Not even during the Great Depression of the 1930s did we see anything like this.,Right,1,wnd,13.06,21.0
Secretary Mayorkas continues to be laser-focused on the safety and security of our nation.,Lean Left,1,abc-news,45.25,-2.91
"She does have lots of things to say about what Israel can’t do once they stop fighting, and that a terrorist group with a long history of being so is to take over in order to uphold the aspirations of Palestinians.",Lean Right,1,hotair,24.77,12.78
They first discuss the TV show Sister Wives and how it has single-handedly cured America of its fascination with polygamy.,Right,1,the-american-spectator,17.46,22.97
"A group text can be a refuge, and a reminder that you’re part of something.",Left,0,the-atlantic,37.96,-9.01
Joe Biden on Wednesday delivered remarks at the White House Tribal Nations Summit at the Department of Interior.,Right,0,the-gateway-pundit,14.91,23.64
She is on the Saratoga County School Board and served as its chair until her term expired last week.,Left,0,daily-beast,33.54,-10.51
Marvel is talking about bringing back a near-60-year-old Robert Downey Jr to revive a character they killed in a movie that was literally called Endgame.,Lean Left,1,the-independent,38.37,-6.99
"Furthering negative views of immigration are the beliefs that immigrants commit more crimes than native-born residents and take jobs from them, experts say.",Center,1,christian-science-monitor,44.22,-2.47
"My administration remains committed to a data-driven plan to improve the asylum seeker response, and we will continue to coordinate with the City of Chicago as we work to expand available shelter through winter.""",Lean Right,0,just-the-news,33.31,10.7
Then came 2023 and another 180-degree turn in favor of the heavyweight index names.,Center,1,cnbc,43.82,-1.81
"Ellis won eight conference regular season titles, two conference tournament titles, six conference Coach of the Year honors and an AP National Coach of the Year award in 1999 when he led Auburn to a 29-4 record and the Sweet 16 of the NCAA Tournament.",Lean Right,0,washington-times,34.92,11.31
"Alongside his art he progressively developed his writing skills in the 1970s, becoming fully immersed in the world of theatre.",Lean Left,0,the-conversation,40.75,-4.86
"This sets up a greater problem, one that never really gets resolved in the book.",Left,0,new-york-magazine,39.84,-9.95
It’s the kind of thing that keeps you up at night.,Left,1,the-new-yorker,40.91,-12.25
"The Bulldogs have beaten just two teams in the Anderson & Hester top 25, neither of them on the road, and haven’t beaten any of the top eight teams (after which there is a big gap in the rankings).",Right,0,the-american-conservative,31.63,14.44
"Brands’s historical narrative stays firmly in the late 18th and early 19th centuries, not venturing to address present-day ramifications of the Connecticut Compromise or other events he writes about.",Lean Left,1,washington-monthly,35.78,-12.08
"Instead of answering questions about specific products, you get to use websites and apps and provide your feedback.",Lean Left,0,time-magazine,41.12,-7.42
"At least, that’s according to the executives that Fortune spoke to.",Center,1,fortune,36.93,-2.44
"Most headgear seen on TikTok, however, resembles the type that was popular in Russia in the ‘90s and early ‘00s.",Lean Right,0,rt,28.66,11.46
"Tuberville may have partially released his hold on mass confirmations of three-star officers and below, but the abortion travel issue remains unresolved.",Right,1,the-federalist,21.77,18.67
And Dune is of course famous also because many people tried to do a movie.,Left,0,vogue,39.13,-10.91
