text,source_party,label,source,reliability,bias
"Liyan Chen is joined by her son, Kai, as she chops roast duck for her congee, a thick porridge of leftover roast meat, jasmine rice and water, at home in Montclair, N.J. (Rachel Vanni / The New York Times) Instant Pot Congee Makes 4 to 6 servings 2 to 3 cups diced roasted duck, chicken or turkey (preferably dark meat), with some of the skin 1 cup jasmine rice, rinsed 1½ teaspoon fine salt, plus more to taste ½ teaspoon ground white pepper, plus more to taste 2 cups chopped romaine (optional) Thinly sliced scallions, for garnish Thinly slivered ginger, soy sauce, sesame oil or chile crisp, for garnish (optional) In the pot of an electric pressure cooker, add roasted meat, rice, salt, pepper and 6 cups water.",Lean Left,0,san-diego-union-tribune,45.68,-1.76
He was bleeding from his ear when police officers arrived at the One Brigham Circle mall on Friday morning.,Lean Right,0,boston-herald,36.31,9.68
"One proposal would charge the lowest-income users a fixed $15 a month (Edison and PG&E) or $24 (SDG&E), while the highest-income users would pay $85 a month (Edison), $92 (PG&E) or $128 (SDG&E).",Lean Right,0,boston-herald,36.31,9.68
"Even though we’ve got five games left and are not going to the playoffs, you don’t wanna put (expletive) on film and look bad.",Lean Right,1,boston-herald,36.31,9.68
"But the deadliest attack of 2023 happened in Lewiston, Maine, on 25 October when an army reservist murdered 18 people in a bowling alley and a bar.",Lean Left,0,the-guardian,40.67,-7.97
"Citizens would argue with family, friends, and strangers on the street during times of both national turmoil and relative tranquility.",Right,0,american-greatness,18.93,22.45
"Still, for a vast portion of my generation, Gen Z, that definition is foreign.",Right,0,townhall,24.95,19.79
"And it is all funded by the federal government through grants from Homeland Security, the Justice Department, the State Department, and other agencies.",Right,0,newsmax,28.9,13.54
"We have virtually no navy, but in parts of the Black Sea our drones, missiles and other high-tech weapons have kept the Russian fleet at bay or even forced their retreat.",Right,1,newsmax,28.9,13.54
"Besides, now that they had their own climate disasters to cope with, they did not much like paying for other people’s.",Lean Left,1,the-economist,42.4,-1.43
"As we were talking, Rachmani received a phone call from a member of Im Tirtzu, a right-wing campaign group.",Lean Left,1,the-economist,42.4,-1.43
