text,source_party,source_name,label,sentence_id,source,reliability,bias
"The Blob generally regards Kissinger as a foreign policy guru who got the big ideas right, such as his establishing relations between the US and communist China after decades of mutual hostility.",Lean Left,cnn,0,493db4de-40b9-45bc-9674-b02057b012ed,cnn,42.06,-6.28
"Motivated by this rejection, Bernice Sandler researched her rights and found what she needed -- a 1967 executive order signed by President Lyndon Johnson that barred organizations with federal contracts from discriminating on the basis of sex.",Lean Left,pbs-newshour,0,ab6c6404-5195-4b36-9b78-9ad967d8e191,pbs-newshour,43.07,-9.07
"This news, reported by the Florida Center for Government Accountability, adds a layer of controversy to the Zieglers, who are prominent in GOP politics.",Lean Left,the-advocate,1,3902d41c-b166-4687-9f49-e33c51a98dcd,the-advocate,45.85,-4.0
"McKenzie is brilliant at spotlighting moments of love, romance and charming detail, in even the strangest, most difficult life.",Lean Left,the-guardian,1,dd5cdfda-a43d-4115-a70f-f644f6044a65,the-guardian,40.67,-7.97
Photograph: Dusan Martincek/AP (Disney+) This lovely second world war drama explored a side of the Anne Frank story that had long gone untold.,Lean Left,the-guardian,0,79ff9143-9fa7-4123-a420-29fa1500328e,the-guardian,40.67,-7.97
"By November 5, the Gaza death toll was nearly 10,000, including at least 4,000 children, rendering absurd the claim that Israel was merely targeting Hamas.",Lean Left,fair,1,9f7086cb-49e2-47f6-a9d0-01267e37e06d,fair,32.6,-19.36
"Even in the final stages of a camp The Economist witnessed in early October, pain was never far away.",Lean Left,the-economist,0,ac89b42f-f631-48c4-894d-256e3d47bc68,the-economist,42.4,-1.43
The prince alleged bias on the part of the royal-linked Ravec in earlier hearings.,Lean Left,politico,0,5d09c306-19c7-4d82-84e1-1abc18568052,politico,42.32,-5.58
Yet Santos's expulsion differed from how the House handled the cases of Myers and Traficant.,Lean Left,abc-news,0,21fe523f-c4af-4746-85fc-318a392372ec,abc-news,45.25,-2.91
Recipe reprinted with permission from Bake Your Heat Out: Foolproof Recipes to Level Up Your Home Baking by Dan Langan © 2023.,Lean Left,abc-news,0,e53f266e-0d42-463e-927e-37cd24d4cd00,abc-news,45.25,-2.91
