text,source_party,source_name,label,sentence_id,source,reliability,bias
"Forced to gather in exile, Afghanistan’s resistance movement is working in the shadows on ways to oust the Taliban from its grip on Kabul, knowing it can no longer trust or rely on the Western allies who so hastily pulled out of the country in August 2021.",Lean Left,the-independent,1,5011e61f-706a-4996-b86e-376b3f7fd5e9,the-independent,38.37,-6.99
"In this early and highly influential slasher, focusing on a group of sorority sisters whose festive celebrations are interrupted by a violent intruder.",Lean Left,detroit-free-press,0,39761b39-03fd-4bee-901e-cae3e1ae706d,detroit-free-press,43.46,-5.43
"Other artists in the top 10 include Simone Leigh, Isaac Julien and Ibrahim Mahama.",Lean Left,the-guardian,0,8b53e174-8386-421f-878d-7d14d3f4eeb5,the-guardian,40.67,-7.97
Deus Ex (2000) Absolutely loaded with rogue AIs ... Deus Ex screenshot.,Lean Left,the-guardian,0,6b62ee2f-a433-43f7-b3b3-571b5240f7f0,the-guardian,40.67,-7.97
"Story continues below advertisement On Saturday, a woman in Mexico was found dead after an apparent shark attack in Melaque Bay.",Lean Left,global-news,0,f71b48a3-ebe8-429f-83fa-4c03364b8f07,global-news,44.54,-4.26
The deceptive lightness and accessibility of Maconie’s writing lead us gently though what is actually a deep dive into this most mysterious of peoples.,Lean Left,the-guardian,0,f08327c9-00e8-4dfa-82eb-03cf4c1fbff6,the-guardian,40.67,-7.97
"The interesting thing even then was people felt [AI] was enormously promising technology, but we may be overhyping how quick it’s going to come.",Lean Left,the-verge,0,74cbdc56-4b7a-4bbc-944d-54763435e2ed,the-verge,39.43,-4.75
"On Wednesday 8 November, Rockstar publicly announced it will be celebrating 25 years as a game developer in December 2023 and also dropping a new trailer for the GTA sequel.",Lean Left,the-independent,0,81decdb5-27ab-4581-addb-b56c2c5615b3,the-independent,38.37,-6.99
The Bath Christmas Market has a multitude of wooden chalets selling distinctively British handmade crafts in a quaint Georgian setting.,Lean Left,cnn,0,8224702c-c8bb-4115-a148-b40a24007430,cnn,42.06,-6.28
"Since October 7, universities have been embroiled in painful fights over institutional statements on terrorist attacks and war in the Middle East.",Lean Left,washington-monthly,0,5156c654-1bf5-4e1c-9777-c0437b4c4861,washington-monthly,35.78,-12.08
"For Kroger, the first step down that road began in 2015 when it set up a data science unit called 84.51-the longitude of its headquarters in Cincinnati-that started selling research reports about its customer buying habits.",Lean Left,washington-monthly,0,41bfaef4-cc86-407b-a762-83c15f09fa62,washington-monthly,35.78,-12.08
But there’s one final claim that makes this ruling a significant thorn in Apple’s side.,Lean Left,the-verge,1,f5495487-966b-455f-9ab0-17b211c3e39b,the-verge,39.43,-4.75
"When this happens, the company ceases to trade and a liquidator is appointed.",Lean Left,the-conversation,0,a58fee07-ee6e-45a2-b6b0-f69cb75e7954,the-conversation,40.75,-4.86
"By focusing on developing Talent, generating Insights and forging Connections across campuses and communities, SSHRC strategically supports world-leading initiatives that reflect a commitment to ensuring a better future for Canada and the world.",Lean Left,the-conversation,0,3dd515b6-0222-4865-926f-a8f38c4f10d8,the-conversation,40.75,-4.86
In the next 12 months a stumble by either candidate could determine the race-and thus upend the world.,Lean Left,the-economist,1,338c789e-f4a7-469d-b44c-51748b5189c9,the-economist,42.4,-1.43
It made a lot more sense when you consider that Fury’s plan was to hand over the Harvest to Gravik and then presumably drop dead from radiation poisoning.,Lean Left,the-guardian,0,2314eb4c-5e82-410c-828d-61679cb28b67,the-guardian,40.67,-7.97
"To protect scarce dollars, the government imposes capital controls, prohibiting Argentines from buying more than $200 a month, even though the greenback is the currency most people save in.",Lean Left,the-economist,1,34d7c4dc-6f23-4c41-b9be-cfc8d408998b,the-economist,42.4,-1.43
"The aim of these coalition partners is a full Israeli armed occupation of Gaza, followed by a re-founding of all the settlements that were destroyed when Israel pulled out of Gaza in 2005.",Lean Left,the-economist,1,ffbf32d3-0726-41aa-851a-8acc4c08a24c,the-economist,42.4,-1.43
"He must have drunk the Liffey in Guinness over the years, and that was before he got on to the shorts.",Lean Left,the-guardian,1,aef1f47f-810e-4db9-82da-94fa842cd662,the-guardian,40.67,-7.97
Children receive free Magic Glasses to view the light show in assorted colors.,Lean Left,san-diego-uniontribune,0,573ec106-6889-4ab2-b768-1a07c9fc91c8,san-diego-uniontribune,45.68,-1.76
Even many hardline wonks have come to realise the limits to pure economic reasoning.,Lean Left,the-economist,1,b366968e-07fd-4aa6-ac4d-457c50c0ce35,the-economist,42.4,-1.43
The police arrived and moved people out of the classroom quickly.,Lean Left,nbc-news,0,6782d2cd-0e61-41bc-9665-b26bb8ff0e0f,nbc-news,43.21,-5.79
"A brutal candy consortium led by Arthur Slugworth (Paterson Joseph) sees Wonka’s wondrous confections-they make you float, they regrow the hair of bald men-as an existential threat.",Lean Left,vanity-fair,1,acbdee4a-bb3a-4518-a187-d8e2a30604d2,vanity-fair,33.19,-13.87
"Action, reaction If Mr Trump has his way, other countries will probably respond by slapping their own tariffs on America.",Lean Left,the-economist,0,0090bbe4-17a6-4ba7-bc48-13c1f850d7e1,the-economist,42.4,-1.43
"UA was easy to identify, though Amlogic got creative with their baud-rate, setting it to 921600 , in contrast to previous Amlogic SoC’s which utilize 115200 .",Lean Left,the-verge,0,1165a21f-6ccc-4420-8c70-83633426fe98,the-verge,39.43,-4.75
"They can uplift and inspire others to tackle the challenges and hardships in their lives, they can break a person slowly over time or deliver instant heartache with a simple sentence.",Lean Left,usa-today,1,463504b8-955c-443f-aec7-95a64054279b,usa-today,40.78,-4.12
"J Street-which has criticized AIPAC’s support for MAGA insurrectionists, and its attack ads associating progressive Democrats with terrorism-is a notable outlier against the official Israeli stance, as the liberal lobbying group has called for humanitarian pauses that Israel has fiercely resisted.",Lean Left,fair,1,e5fbad77-d663-4d8c-9329-afe1d22c8ae0,fair,32.6,-19.36
"After his unfortunate death at the hands of Native Hawaiians, Captain Cook was supposedly baked (not to eat) and his bones hidden; also in the Pacific during the same era, The Bounty was scuppered and sunk at Pitcairn by the mutineers.",Lean Left,the-guardian,1,3a7870db-0780-48a0-b76b-13a712f069eb,the-guardian,40.67,-7.97
"This kind of incident is common in At-Tuwani, a village of 300 people.",Lean Left,the-economist,1,2f99ad84-ad99-422b-8abd-c8089a9fbee4,the-economist,42.4,-1.43
