text,source_party,source_name,label,sentence_id,source,reliability,bias
"A party needs 218 seats to control the House and they’re now separated by single digits, 220 Democrats to 212 Republicans, with three seats vacated this year: Jackie Walorski, R-Ind., who died Aug. 30, Charlie Crist, D-Fla., who resigned Sept. 2, and Ted Deutch, D-Fla., who resigned Sept. 30.",Right,newsmax,0,469852c6-81d5-41f5-88c3-1743effa15e5,newsmax,28.9,13.54
No one will celebrate harder if he pulls it off in 2024.,Right,townhall,1,2092f02e-3c21-48d6-85ba-297f24a0472f,townhall,24.95,19.79
"Then they know their doom-deep black, and burning fire, are fixed seals of their death-warrant.",Right,american-thinker,1,dc807fb3-6b92-423b-a5af-f1e7176d7ed3,american-thinker,13.67,24.85
"Top 10 2022 Live Action: Corsicana Empire of Light My Son Hunter Top Gun: Maverick Glass Onion Confess, Fletch All Quiet on the Western Front The Scottish Play Where the Crawdads Sing Dragon Eats Eagle Top 10 2022 Documentaries: 1.",Right,newsmax,0,1d5f1a5b-f6b3-4360-943b-c5af689a6cec,newsmax,28.9,13.54
"The monks of New Camaldoli Hermitage in Big Sur, California, offer a fruitcake soaked in brandy and aged for three months.",Right,national-catholic-register,0,02d2d6a1-be9e-4ba5-bdb7-1020cf123c00,national-catholic-register,22.39,11.81
"THE 8 BIGGEST ALZHEIMER’S DISEASE MYTHS - AND THE TRUTHS BEHIND THEM In the study, a total of 50 blood plasma samples were tested.",Right,fox-news,0,c427f958-8761-4512-b458-acec9fa0caa1,fox-news,35.44,11.06
"Blinken and Biden, however, want to lay out the rules of war for the Israelis: when and what they must do.",Right,townhall,1,2626acb9-9a45-4be1-82f0-29224e5a6e0e,townhall,24.95,19.79
"While the worst interpretations of this hidden agenda may be overstatements, we would be well advised to hear them out.",Right,american-greatness,1,1224bc15-5683-47b1-86cd-70f70631eef7,american-greatness,18.93,22.45
"Ransomware Threats: Disguised as holiday-themed apps or email attachments, ransomware can lock users out of their systems, demanding payment for access restoration.",Right,newsmax,0,45fc986e-39f9-43a9-bd35-2221a75f6e72,newsmax,28.9,13.54
The region is in a Level 2 out of 5 on the SPC's thunderstorm risk scale.,Right,fox-news,0,ef61b813-117f-424c-8564-5f18001d00fd,fox-news,35.44,11.06
"All of this begs the question: who is running the world, and the related questions, who or what is motivating them, and what is their goal?",Right,american-greatness,0,28c44bf0-9465-4054-80d6-68d77b47ddd6,american-greatness,18.93,22.45
"Reading statements like that from Kennedy, Clark regretted passing on the chance to sit on the U.S. Supreme Court, giving way to O’Connor.",Right,national-catholic-register,1,dc762877-0856-47cf-8bb4-48cc496a7743,national-catholic-register,22.39,11.81
"He shuttered thousands of businesses permanently by determining who was deemed essential from earning a living and who wasn’t, as well as who could open their doors to patrons and who couldn’t.",Right,townhall,1,5ea7e233-5228-4173-9e9f-c0d580a712d4,townhall,24.95,19.79
"Not to mention, allowing biological men to enter vulnerable and closed spaces like locker rooms or bathrooms where girls are present poses a safety risk to girls.",Right,newsbusters,1,02d46c19-29c9-4efd-b751-1d7c1d336524,newsbusters,19.99,20.48
"Lenders provide feedback in minutes, and you can get excellent deals provided you’re eligible and can afford to repay the amount you borrow.",Right,newsmax,0,5fe4b27a-e090-45e7-819e-6a9afbdfac8e,newsmax,28.9,13.54
"In fact, he was so bad throughout the interview, he even quoted Alejandro Mayorkas, Biden’s controversial homeland security secretary, as a role model on immigration enforcement.",Right,the-federalist,1,2d370a16-0ccd-42b4-ad6a-2503cf5dc7f4,the-federalist,21.77,18.67
Here’s Newsmax’s list of the top 10: One: GOP House Majority: We often hear fellow Republicans and conservatives complain that we only control one-half of one branch of government - the House of Representatives.,Right,newsmax,1,85b8022c-3491-4523-9a31-f108c8ae5701,newsmax,28.9,13.54
"But as Farrell and Newman show, what the United States can do with its control over data chokepoints is arguably more remarkable.",Center,foreign-affairs,1,f4b7eeeb-f236-43ff-ba10-69741336e8df,foreign-affairs,44.56,-6.55
"Daisy Jones & the Six Spanning a decade, Daisy Jones & the Six follows the formation, stratospheric success, and crushing breakup of the greatest band the 1970s never saw.",Center,wired,0,a727f544-8f8b-49bf-870e-d7efdd215b62,wired,36.77,-7.24
"The enemy’s base camps are empty and undefended, so we need to occupy them and destroy their support infrastructure to deny the North Vietnamese their use.",Center,military-times,1,a029f9ca-6928-4f3b-a866-d3e438a0d10c,military-times,46.49,-0.19
"Even so, he swept 21 of 24 provinces and received a higher percentage of the popular vote than any presidential candidate since 1983.",Center,christian-science-monitor,0,2c0995dc-8197-4b9a-bc55-3d3441acdf67,christian-science-monitor,44.22,-2.47
And how would you like to manage my money for nothing?,Center,cnbc,1,127ba06f-0f0a-417d-8fc8-7dbbcd4594c9,cnbc,43.82,-1.81
"If you’ve got other Sonos products in the house, even better, as this is still the brand to beat for multi-room audio and app control.",Center,wired,0,9cc17dbe-8937-48c5-9c5b-2ad27ba7f1f0,wired,36.77,-7.24
The prognosis for Chagas disease varies depending on factors such as early detection and treatment.,Center,az-central,0,651e0adc-b837-46a0-988f-2f2721fb3208,az-central,42.22,-7.0
