text,source_party,source_name,label,sentence_id,source,reliability,bias
"In March 2023, SLED publicly acknowledged it was treating Stephen's case as a homicide.",Lean Left,cbs-news,0,33d312be-b93f-4992-b89a-879551111d93,cbs-news,41.76,-2.84
"For those providing regular sitting services, this fee amounts to just pennies a day.",Lean Left,san-diego-uniontribune,1,883e944f-ea94-40e7-961b-6249a23cedcc,san-diego-uniontribune,45.68,-1.76
But so far its quality has not risen with its quantity.,Lean Left,the-guardian,0,5e99851e-4181-4e77-9a1b-7fe30360bdee,the-guardian,40.67,-7.97
"Here, though, many of those gambles work out well, and they’re buttressed by enough heightened, yet still very practically-created moments of action that it all comes together as a better-than-average Netflix original aimed at the geek set.",Lean Left,the-verge,1,7e42fd3d-e35e-4dd6-bcfb-e8559b6cf947,the-verge,39.43,-4.75
"As with anything, there is a limit to this new, sex-positive world.",Lean Left,the-independent,0,6ddc1485-0c19-455d-a003-92a6f78e81aa,the-independent,38.37,-6.99
"In her ruling, DeGroote said the court lacked personal jurisdiction over the case and reaffirmed a previous court ruling that found downloading a free app does not count as consumer transaction under the Indiana Deceptive Consumer Sales Act.",Lean Left,abc-news,0,529bdd10-a087-40a5-a3ee-1d0b1b918b6a,abc-news,45.25,-2.91
Because it’s on the myth more than the man that we must focus.,Lean Left,politico,1,beced633-7cb8-4c3f-8226-a72918b0dc65,politico,42.32,-5.58
The two-time gold-medalist -- who was one of the first Jan. 6 riot defendants to plead guilty to a felony -- was seen in videos wearing a Team USA jacket in the Capitol rotunda surrounded by other members of the pro-Donald Trump mob.,Lean Left,abc-news,1,a4510475-ab2d-4985-97e4-c31df4024387,abc-news,45.25,-2.91
Miracle Babies Toy Drive: Local nonprofit Miracle Babies holds a toy drive to serve families with hospitalized infants through Dec. 20.,Lean Left,san-diego-uniontribune,0,b6ab6b22-f76a-422b-ae62-733788203f09,san-diego-uniontribune,45.68,-1.76
"Nazism was, seen through this lens, what Franz Fanon suggested it was: a form of colonial rule extended into Europe.",Lean Left,the-conversation,1,b9469bef-8530-4a80-a4d1-b10d34bdbab6,the-conversation,40.75,-4.86
"Dushane, Sully, Jamie, Jaq: they’re all ruthless, reprehensible bastards, who you desperately want the best for.",Lean Left,the-guardian,1,e0d884a0-d395-482d-bd17-0df8eede74f3,the-guardian,40.67,-7.97
"A Roosevelt Democrat, he believed in an activist federal role, and he despised the tax-cutting, anti-government drift of the Republican Party.",Lean Left,the-economist,1,1a8bbac4-5157-4c8e-8781-24df298d1266,the-economist,42.4,-1.43
"Not too long ago, some Americans feared an inexperienced and mercurial President Donald Trump would start World War III.",Lean Left,time-magazine,1,7963f7f3-9274-4e21-80b7-35f72438dc47,time-magazine,41.12,-7.42
Children are voting with their feet: staying away from school has become all too common.,Lean Left,the-guardian,0,ba747d2d-660c-4738-8ab4-fe84e9dbcc50,the-guardian,40.67,-7.97
"They even may be exposed through miticides that beekeepers use to control Varroa mites, a devastating bee parasite.",Lean Left,the-conversation,0,09335251-4366-4912-b579-9ec788979fa7,the-conversation,40.75,-4.86
My major concern was that somehow the crew would screw up.,Lean Left,npr,0,bb2cda44-570c-494d-88c8-c53f6b97de5d,npr,42.99,-4.27
On the way the artist told jokes (how many performance artists does it take to change a lightbulb?,Lean Left,the-guardian,0,64595ef2-f23c-4e85-9742-8f9e262bebfb,the-guardian,40.67,-7.97
Just now three extra ingredients make that emotional mixture even more heady.,Lean Left,the-economist,0,ab3a21a9-f3a5-4ae5-af8e-6bb4a093d897,the-economist,42.4,-1.43
Alicia Zheng and Kaz Fantone produce the Dear Life Kit video series for Instagram.,Lean Left,npr,0,8bc0888f-45ac-4110-ac48-34271ac90c2c,npr,42.99,-4.27
"Nothing, though, quite prepared me for my next sighting of him as he led the Pogues - then called Pogue Mahone (an anglicisation of the Irish for kiss my arse) on stage in a long-gone dive in Brixton on a chill winter’s night in 1983.",Lean Left,the-guardian,1,8af02a60-295a-41a5-a279-a88640da6de7,the-guardian,40.67,-7.97
He added the the entire hospital is without fuel and the Israeli troops were firing on people.,Lean Left,nbc-news,1,948c685d-0454-464e-9ef0-79766a795a01,nbc-news,43.21,-5.79
"If frozen, don’t forget to allow time to defrost, or add extra minutes to the cooking time.",Lean Left,the-guardian,0,41121338-64d1-4555-8c93-543383773df4,the-guardian,40.67,-7.97
"However, Omidvar’s recent speech outlining the SEMA amendment explicitly noted that the Ukraine war is just the first conflict that will be affected, with belligerent states in future wars very much a target.",Lean Left,the-conversation,0,ad3faae9-9363-47c4-9a51-ae871566b8e7,the-conversation,40.75,-4.86
"Tuesday night’s election results probably won’t change the equation for Biden in 2024, given Ohio’s recent presidential electoral history.",Lean Left,cnn,0,cded840a-4998-4d4e-b646-88fd0214c742,cnn,42.06,-6.28
"Because it is actually worth it, even when we can’t afford it.",Lean Left,the-guardian,1,dfd70196-2209-4fa2-b5a5-69e08073d7d4,the-guardian,40.67,-7.97
"And despite these bottom-up efforts, the tech behemoths refuse to recognize creators’ fledgling organizations.",Lean Left,the-conversation,1,87b34410-90f8-4ed8-8789-b2141610ddd5,the-conversation,40.75,-4.86
So she's kind of a combo of a lot of different ideas put together.,Lean Left,vanity-fair,0,39f39ab4-5d97-4fd3-8777-8d6e4d4d0403,vanity-fair,33.19,-13.87
The reforms also included what passes for an electrifying innovation in India’s hidebound bureaucracy.,Lean Left,the-economist,0,e364b65a-0300-410b-923f-786c7b17a7dc,the-economist,42.4,-1.43
"Hamas is not someone, some organization that is going to abide by a cease-fire.",Lean Left,abc-news,1,cc1704e6-b1ab-48f1-a6af-98ba9a65279a,abc-news,45.25,-2.91
"In a John Waters-pink bathroom cubicle, I’m shocked to see a camera pointed at me.",Lean Left,the-guardian,1,404dbd35-057a-4f7d-94c1-695cff6add0b,the-guardian,40.67,-7.97
He also equated medical procedures for trans children to child abuse.,Lean Left,politico,1,c73e0dfa-e348-4049-b13e-bd5032b3a9ff,politico,42.32,-5.58
She cited Trump’s threats to pull out of the NATO alliance and the refusal of many House Republicans to commit more U.S. aid to Ukraine as examples of grave threats to America’s security interests.,Lean Left,washington-post,1,94e1691e-4b8d-49be-8df7-2199270f37bd,washington-post,38.8,-6.85
"He could remain in power for years and if he does, he will threaten war because that is his excuse for domestic repression and his own people’s suffering.",Lean Left,the-economist,1,32516ff4-4660-4952-ab50-e54ea99ff2e8,the-economist,42.4,-1.43
Whether the bouffant-haired veteran MP will nab the premiership is still very much an open question.,Lean Left,the-economist,0,42de5353-dbeb-47ae-963f-9e134c88e690,the-economist,42.4,-1.43
The road from Jerusalem to Qusra shows how far beyond reach a two-state solution seems to be.,Lean Left,npr,1,39a2b462-1576-409f-83ab-85c5f530efd2,npr,42.99,-4.27
Monumental misfortune Yet the story of the past two decades has been one of conflict and despair.,Lean Left,the-economist,1,cd044a58-420b-4966-a41d-6e3866135f40,the-economist,42.4,-1.43
"Horrible, horrible attitudes that have no place in a modern society, said sources very close to Harry and Meghan.",Lean Left,the-guardian,1,d0185c02-18c8-4f43-b451-ef5473a45c3c,the-guardian,40.67,-7.97
"In deciding whether to ostracise, imitate or forge alliances with the nationalist hard right, Europe’s mainstream centre-right parties must choose between potentially losing voters and losing their souls.",Lean Left,the-guardian,1,c0cd6cd7-950a-48b0-84c2-cb43feb57378,the-guardian,40.67,-7.97
"OK. That explains the film’s thin characterisation, and the way it seems archly delighted with its own performative transgression: at various points, characters slurp each other’s semeny bathwater, perform oral sex on menstruating women, and - it gives me no pleasure to write this - have sex with a freshly filled grave.",Lean Left,the-guardian,1,8edfcd91-d712-48ad-88dc-de3029aa723e,the-guardian,40.67,-7.97
Its heavenly Como Shambhala Urban Escape is just that: an escape.,Lean Left,the-independent,1,46ac57d8-253e-4d6f-bece-29034caf8874,the-independent,38.37,-6.99
"Men from Downing Street to the football terraces now look smaller, pinched - look to Browne’s tight grey cardigan recently worn by the former Bournemouth manager Scott Parker, or to the short-short trousers that have recently landed Rishi Sunak in sartorial hot water.",Lean Left,the-guardian,1,f26b0804-f6da-4f8f-9713-d02f5464dddb,the-guardian,40.67,-7.97
"In team meetings, conflicts and resentments play out in the language of politeness.",Lean Left,the-economist,1,86e40e71-3807-4001-ab32-c80c17f06e1d,the-economist,42.4,-1.43
"Five Murmurations National Museum of African Art, 950 Independence Ave. SW. africa.si.edu.",Lean Left,washington-post,0,00ba3293-0e7b-454f-a037-a8d04cb75e56,washington-post,38.8,-6.85
Palestinians brace for more violence after reprisal attacks in the West Bank Enlarge this image toggle caption Tanya Habjouqa/NOOR for NPR Tanya Habjouqa/NOOR for NPR QUSRA - Palestinians in the West Bank and inside Israel are wondering how much harder their lives may become as they watch the punishing Israeli airstrikes raining down on Gaza.,Lean Left,npr,1,2bab0f81-4d57-46f9-8d64-6fd53ee3c446,npr,42.99,-4.27
