text,source_party,source_name,label,sentence_id,source,reliability,bias
"In March 2023, SLED publicly acknowledged it was treating Stephen's case as a homicide.",Lean Left,cbs-news,0,33d312be-b93f-4992-b89a-879551111d93,cbs-news,41.76,-2.84
Big complex molecules are the unique and wonderful stuff of life.,Lean Left,the-economist,1,b3b3c78b-fe94-4735-85b1-d0469cbd1afd,the-economist,42.4,-1.43
The fact that this economy only works for the privileged minority is never questioned.,Lean Left,the-guardian,1,84c8bd00-a719-4b4d-95a5-8c180b0edd74,the-guardian,40.67,-7.97
"The Education Department announced on Monday that it has instructed servicers to place all borrowers affected by these mistakes into forbearance, for any interest that accrued to be zeroed out and for that forbearance time to count as credit toward Public Service Loan Forgiveness.",Lean Left,npr,0,eb7eb75a-438f-475b-b450-dc94dcba35b7,npr,42.99,-4.27
Electrons behave in a way so that they are heads and tails and everything in between.,Lean Left,cbs-news,1,040531d7-0f2b-4b4f-8948-c808b17129b1,cbs-news,41.76,-2.84
And we follow what’s the instruction that - what we receive.,Lean Left,truthout,0,ebf62f94-5eca-4ccf-abde-594985a75cda,truthout,34.51,-16.87
"No, the kicker is an errant cellphone, which he left on during his appointment (this is why we have airplane mode!).",Lean Left,the-guardian,0,3ef6b881-0099-423c-a660-29d22693cdfe,the-guardian,40.67,-7.97
Kevin Stitt continues to publicly support Israeli Prime Minister Benjamin Netanyahu.,Lean Left,washington-blade,0,e49d1e8d-b1cd-42e7-8df3-6fd70cd7db96,washington-blade,42.71,-7.49
"There’s supposed to be a 40 percent uptake, not a 20 percent decline, so that’s what really scares me.",Lean Left,the-verge,1,ed1346cd-c335-4d61-b635-2a71dac5acac,the-verge,39.43,-4.75
"Israel is currently playing by al-Assad’s rules of war, in large part because to date the Syrian leader has not been held to account for those war crimes, or the dehumanisation of his people that enabled them.",Lean Left,al-jazeera,1,b8dbcd67-d94a-4a35-a7a8-b69c590f9c4c,al-jazeera,41.34,-7.05
"No recording was allowed at the screening, in a nondescript auditorium on an army base: this was a sadistic snuff film not for the public’s eyes.",Lean Left,the-economist,1,e9a8087b-9b8d-47fd-8129-a3525515cfa4,the-economist,42.4,-1.43
"Spending grew 2.9% year on year in November, the credit card company said.",Lean Left,the-guardian,0,1957fbd0-948b-4d37-8d66-8db08cc68b0b,the-guardian,40.67,-7.97
They lost key players such as Sander Berge and Iliman Ndiaye ahead of their return to top-flight football.,Lean Left,the-independent,0,11a4cb62-7f67-42b8-8f16-2cf49e3f513a,the-independent,38.37,-6.99
Or will it just mean your kitchen walls will fall down and you’ll have a nervous breakdown while locked in a freezer?,Lean Left,the-guardian,1,3bb6f7ec-04ac-4e2d-b57e-8e52fd23411c,the-guardian,40.67,-7.97
"She plays a production assistant interviewing potential subjects for a workplace-safety-training video-everyone she speaks to has been somehow injured on the job, and is now mired in a hell of legal bureaucracy.",Lean Left,vanity-fair,0,d06103e7-c1b6-4ec6-8bc7-982876df9000,vanity-fair,33.19,-13.87
"For instance, deciding to distribute food to women and children first, resulting in a series of assaults on them.",Lean Left,the-conversation,1,119a0dba-b483-470b-8081-5a648e2db8ce,the-conversation,40.75,-4.86
"This racism is evident in the reduction of budgets allocated to cities and towns with Arab majorities and the lack of essential facilities like hospitals, universities and train stations in Arab cities.",Lean Left,al-jazeera,1,4ee7efba-888c-490b-b61e-da1d1be35395,al-jazeera,41.34,-7.05
"But even before this infernal summer, the cheap, spontaneous August holiday on our islands was becoming unattainable for many ordinary mainlanders.",Lean Left,the-guardian,1,caa5bc0c-bff0-48db-bed0-e200d2f4757f,the-guardian,40.67,-7.97
That binge explains why interest rates are increasingly expected to stay high.,Lean Left,the-economist,0,e1b234a9-9816-472d-af38-0a53e8153be5,the-economist,42.4,-1.43
"Your father is the first guy to throw a baseball to you... and take you for walks in the park, holding you by the hand.",Lean Left,pbs-newshour,0,a4427b4f-c332-4539-acde-b7101b907ac6,pbs-newshour,43.07,-9.07
"The savouries are so good (seasonal examples include sandwiches such as chicken with gem lettuce and tarragon, and smoked salmon with crème fraîche on rye bread) that you’d be happy to leave it there.",Lean Left,the-independent,1,096e0031-8673-49c6-bf41-5cc1771694c0,the-independent,38.37,-6.99
Soon the din of women talking will be too loud for anyone to hear the music.,Lean Left,the-guardian,1,683d0733-8d5a-44c1-8c39-83d0734a6588,the-guardian,40.67,-7.97
"Like Marie Antoinette, she is married to a king and surrounded by lavish boorishness, yet lonely; she exists at a psychic remove.",Lean Left,the-guardian,1,2ae8b1aa-db93-48af-9706-cfb725bd75e2,the-guardian,40.67,-7.97
"Reinstitute and expand his Muslim ban, which barely passed Supreme Court muster after it was watered down.",Lean Left,washington-monthly,1,0d048746-d6b2-43da-baaf-b97b1ce2bbf6,washington-monthly,35.78,-12.08
"Mr Netanyahu’s defiance, especially as he feels that he might be reaching the end of his political career, means the United States has much less leverage in negotiations.",Lean Left,the-independent,1,13292bfc-fff7-40b5-b300-e4eacbd0ad04,the-independent,38.37,-6.99
"Other apps, such as Uber and the video game Asphalt 9, are still in the process of rolling out their updates, Apple said.",Lean Left,cbs-news,0,c87e07af-c649-4f5b-b215-b7bb36eeee55,cbs-news,41.76,-2.84
Project Hug targeted a who’s who of mobile game developers - and 20 of them signed.,Lean Left,the-verge,0,2d0b4a88-5419-454f-91e9-18570f769af0,the-verge,39.43,-4.75
"Photograph: PictureLux/The Hollywood Archive/Alamy The film’s soaringly scored moments like these are memorable, sure, but Love Actually has more to say about inaction when it comes to love.",Lean Left,the-guardian,1,95774485-a374-4721-b0a6-d778962dea78,the-guardian,40.67,-7.97
"After finishing boot camp, Melvin returned to East Orange and joined an Air National Guard reserve unit.",Lean Left,nj,0,902f21bc-4f74-41f7-aa31-7faa47ce7a0c,nj,43.92,-2.88
"Haley responded: ""In terms of these donors that are supporting me, they're just jealous.",Lean Left,npr,1,30422435-da6d-409f-8499-c4e22b5c4837,npr,42.99,-4.27
"Find huge savings on apparel, accessories, beauty and home when you shop these 57 incredible sales -- perfect for gifting yourself or loved ones this holiday season.",Lean Left,abc-news,1,2f83ed9c-9be6-4a3d-b96b-3d22333934c5,abc-news,45.25,-2.91
Donald Trump has been telling us exactly what he will do if he’s re-elected and tonight he said he will be a dictator on day one.,Lean Left,the-independent,1,1e55f647-38c5-4c39-aa66-637afde65fd3,the-independent,38.37,-6.99
Tarlov spoke after Watters tore into Biden and accused him of lying about not being involved in shady business deals with his son Hunter.,Lean Left,mediaite,1,befa50d0-5d66-4858-b367-25dfd662ce1b,mediaite,37.25,-8.64
But we are not finished -- there is not yet a deal in place.,Lean Left,abc-news,0,3f4550a9-409a-4312-8056-c4362ca06d0b,abc-news,45.25,-2.91
"Led by CCPS Foundation Executive Director Nina Packer and CCPS Foundation Board Chair Hayelom Tadesse the Foundation presented the $25,000 in the JHS band room.",Lean Left,atlanta-journalconstitution,0,4fe8b026-12a7-40a5-bef7-be7f31645644,atlanta-journalconstitution,44.83,-3.84
"But those who are romantic about NY will love the Empire State Building, with its Art Deco detailing and (caged) outdoor viewing deck as seen in a million movies.",Lean Left,the-independent,1,a9173632-2d1e-42d7-b12b-9f211fd7735f,the-independent,38.37,-6.99
"Voters in Ireland gave that the thumbs down, too, before being bullied into ratifying it.",Lean Left,the-economist,1,f0a09940-7369-49fd-911f-bb81f2e5788c,the-economist,42.4,-1.43
"His entire show was about us versus them, and this approach extended to the rest of Fox, where Tucker Carlson Tonight had the appearance of a rogue unit.",Lean Left,vanity-fair,1,df55cdc3-e769-4f56-884f-989659242f9a,vanity-fair,33.19,-13.87
"Getty Images November 1, 2023 Bioprospecting the unknown: how bacterial enzymes encoded by unknown genes might help clean up pollution Bacterial DNA extracted from soil includes many genes whose function remains unknown.",Lean Left,the-conversation,0,ab158ea3-b5e9-428d-b091-758ae17127ab,the-conversation,40.75,-4.86
"Real gross domestic product - an inflation-adjusted measure that reflects the value of all goods and services produced by an economy - surged to grow 4.9% at a seasonally adjusted annualized rate in the third quarter of 2023, up from 2.1% in the second quarter.",Lean Left,detroit-free-press,0,7a7bb40f-bc68-4e65-bad9-afabaec85c09,detroit-free-press,43.46,-5.43
"As he says, there were only a handful of people who knew where they were going and, once they’d collected Brogan (Ben Peel), all of them were in that car, but she does a good job of deflecting and saying it was definitely Brogan while being tortured.",Lean Left,the-guardian,1,7e8c4a83-37b7-4556-9a23-e1d4423f4582,the-guardian,40.67,-7.97
Did the traumatised 15-year-old German Jew who washed up in New York as a refugee ultimately find the acceptance and security he craved?,Lean Left,the-guardian,0,4089b121-f6fa-433c-aa83-1fd6abafb4b5,the-guardian,40.67,-7.97
"The American citizen, meanwhile, is not identified in the indictment, but the document says he had been living with his wife in the village of Mylove near the southern Ukrainian city of Kherson since 2021.",Lean Left,npr,0,e9b44737-5431-456e-92ee-3cf37c02b7b1,npr,42.99,-4.27
"And as citizens, we have an obligation to think carefully about who is the person we're going to entrust with that awesome power and authority.",Lean Left,npr,1,920ed225-143d-4950-9d70-1d00d1c88a19,npr,42.99,-4.27
"Best Overall HelloFresh The wallet-friendly HelloFresh has become one of the most recognizable names in meal kit delivery services, and it’s easy to see why.",Lean Left,usa-today,1,eca0eaf0-dcd5-42ab-91c3-28ba18b93e76,usa-today,40.78,-4.12
