text,source_party,source_name,label,sentence_id,source,reliability,bias
But what is really needed is a debate about scrapping or radically revising the debt brake itself.,Lean Left,the-economist,1,57f9b7a6-9208-4324-9f5b-079e7ec11c51,the-economist,42.4,-1.43
"There is a catch-the required computation rises non-linearly with the length of the input, meaning slightly longer inputs need much more computing power.",Lean Left,the-economist,0,3afe2677-28b7-43f7-952f-09099ff73409,the-economist,42.4,-1.43
"Abortion was the key issue In my view as a political scientist, the effectiveness of the Democratic position on abortion shouldn’t be a surprise to Virginia voters and politicians.",Lean Left,the-conversation,1,6ef639b3-c794-4fd5-a37b-8f83e8bdb45a,the-conversation,40.75,-4.86
"The child, who had no say in these decisions, might only know, viscerally, that the country of their birth is openly and actively hostile towards them, and that they are largely strangers to their parents’ country of birth.",Lean Left,the-guardian,1,240a570c-8a19-4aff-b3c2-8f15311ec611,the-guardian,40.67,-7.97
The psychoanalytic answer is that there is nothing we fear more than feeling helpless - and this fear stalks us far more often than we might think.,Lean Left,the-economist,1,f5cefd0c-e8a5-4ed6-b7a4-b6b3fbf01e81,the-economist,42.4,-1.43
They said there was going to be a big red wave; it was going to be monumental.,Lean Left,usa-today,0,039c268c-70f4-41fa-92bb-a6d9b87ac0aa,usa-today,40.78,-4.12
"China uses these outbursts of nationalism, whipped up by state media, to punish offending countries.",Lean Left,the-economist,1,a3cf820d-a1eb-415e-b199-913577dc505f,the-economist,42.4,-1.43
Each child is paired with a pilot who volunteering their time.,Lean Left,cbs-news,0,d9b9ee7b-ad35-4629-ad57-7e577b4fd385,cbs-news,41.76,-2.84
The government’s efforts to stimulate demand have so far been both piecemeal and grudging.,Lean Left,the-economist,1,c0647e00-ffb5-4c2a-a982-ba592e3ba49c,the-economist,42.4,-1.43
"A serial killer is on the loose, and closeted desire makes the world a shifting, treacherous place.",Lean Left,the-guardian,1,eb7ed777-560f-4a27-a9e9-ce62b5fafb31,the-guardian,40.67,-7.97
"And since the February 2022 invasion, and a subsequent wartime tightening of civil liberties, it has arguably become even less free.",Lean Left,politico,1,59cc7c64-1d70-4320-b01b-0cc2cd832695,politico,42.32,-5.58
They have partnered with brands including New Balance and Mulberry to pilot their idea.,Lean Left,the-guardian,0,5ac9f1a8-b7f1-4cf5-a850-2de9d40d2074,the-guardian,40.67,-7.97
"In Manitoba, Indigenous people are subject to overpolicing, racial profiling and over incarceration.",Lean Left,the-conversation,1,870670d6-be94-469d-9baf-ef043de565ad,the-conversation,40.75,-4.86
"In an industry where the product is basically broadcast rights and lucrative stability, it is in many ways surprising these charges have even got this far.",Lean Left,the-guardian,1,6df128ac-3aac-4d9a-a0be-81ef03ae1566,the-guardian,40.67,-7.97
