text,source_party,source_name,label,sentence_id,source,reliability,bias
"Bumatay said that if the courts cannot keep Congress in check with a realization requirement, Congress could yet start taxing wealth and billionaires.",Left,mother-jones,0,ee0bb63d-faae-4f2e-9185-ae8197a51635,mother-jones,37.08,-15.12
She filed the editorial shortly before a trip to the North.,Left,the-atlantic,0,d0efd3fa-731b-4f3a-a00a-14cf98fc473a,the-atlantic,37.96,-9.01
"The former president's legal team has stunned presiding Judge Arthur Engoron in court by asking him to throw out the entire case, requests that have at times sparked muted laughter in the courtroom.",Left,salon,1,990dcddc-86c2-48c5-9d00-bfbf05ddf5cc,salon,32.38,-13.86
Biden has driven historic investments in auto industry Compare that to what we have seen over the past few years under President Joe Biden.,Left,alternet,1,068323d9-24c6-475d-b8b5-7abaaa2c9f83,alternet,32.71,-14.76
There’s bipartisan support among US politicians to restrict or ban TikTok as a national security risk.,Left,vox,0,1f40b519-c5c9-4fe8-bb6a-e5f8f8f193ab,vox,39.59,-10.05
The issue teed up in Moore may be so intellectually stimulating that nobody seems to have noticed that the case has been fundamentally misframed.,Left,the-atlantic,1,4a250b2b-345c-4388-9c48-3cf6ac82b81c,the-atlantic,37.96,-9.01
If the board finds the scientific basis for the rule is unsound - and even if it doesn't - advocacy groups could sue to block the rule.,Left,alternet,0,556635b3-847f-4f6b-b0c8-7953bda05d09,alternet,32.71,-14.76
The ease with which many of us can shop now - through the same digital panopticon that encourages us to always present ourselves as something new - is a quick comfort.,Left,vox,1,0775f93c-2e57-47a0-b3b9-ab5ad4a1f534,vox,39.59,-10.05
"Menendez also sports an atrocious favorability rating, with just 10% of respondents saying they have a positive view of the senator, compared to 68% who see him negatively.",Left,daily-kos,1,e03d1f94-d05d-4efe-b906-f583b17a7c44,daily-kos,28.4,-17.51
"Courtesy of The New York Times Following in the footsteps of Gay Talese, who as a Times sports reporter in the 1950s fought institutional rigidity to bring voice, point of view, and a novelist’s attention to detail, into his feature writing, Lipsyte held people accountable, challenged every traditional trope in the business, and gave no shits about attacking the sports hype machine.",Left,esquire,0,6e109793-7949-487c-8405-7d1b0f3e26c7,esquire,27.41,-18.14
"Because if the investment isn't there, but you still want to make a project, then this is a tool.",Left,vogue,0,80a22474-0bd3-4e8e-87c2-ce51ec98ef63,vogue,39.13,-10.91
"Similarly, states that did the most to protect animal rights also did the most to protect and expand human rights.",Left,vox,1,956e2850-ce89-41ae-88bc-cf4eafb92afc,vox,39.59,-10.05
"Education Americans Don’t Want Books Banned, But They’re Divided Over What Schools Teach PHOTO ILLUSTRATION BY DAN DAO / GETTY IMAGES Welcome to Pollapalooza, our weekly polling roundup.",Left,alternet,1,b0b17eb0-1d66-462f-a037-9a7864936f29,alternet,32.71,-14.76
"But in an NBC national survey released earlier this week, Trump narrowly led Biden among those disenchanted voters, a result more in line with historic patterns.",Left,the-atlantic,0,6580bfb0-ea78-40a6-9708-21f346e33129,the-atlantic,37.96,-9.01
The last scenes are a rhetorical gesture calculated to knock us flat.,Left,vox,1,c88930bd-abce-48c2-82cc-16a8cfe1e973,vox,39.59,-10.05
"Those disparities are worse in communities of color and even more extreme, the study found, among Indigenous people - whose households are 19 times more likely to lack indoor plumbing than those of white families.",Left,alternet,0,504b5d65-2410-4d9b-a33f-16ddb285e54a,alternet,32.71,-14.76
"Chalamet as Paul feels distant amid the spectacle; he’s serious, internal, sometimes cold.",Left,new-york-magazine,1,ef06da8e-b4b9-4bba-b98c-e6f83d37f210,new-york-magazine,39.84,-9.95
"One only need remember that similar oppression and similar war went on, no matter who was at the head of the Government- Nicholas or Alexander, Frederick or Wilhelm, Napoleon or Louis, Palmerston or Gladstone, McKinley or anyone else-in order to understand that it is not any particular person who causes these oppressions and these wars from which the nations suffer.",Left,alternet,1,34e0b139-6fcb-46b7-a333-2a5fedbf1d2f,alternet,32.71,-14.76
"But right now, he’s thumbing through the book for proof that Jeffrey Goldberg, editor-in-chief of The Atlantic, was a guard at Israel’s biggest prison camp during the early 1990s, when many Palestinians were tortured there.",Left,new-york-magazine,0,191a5f19-f0f6-4be8-b46e-6968efb0e5b8,new-york-magazine,39.84,-9.95
"Speaking on the Senate floor Thursday, Minority Leader Mitch McConnell (R-Ky.) referred to the decision to direct the Federal Emergency Management Agency to help with surge of migrants as a way to mock the administration’s refusal to call it a crisis.",Left,alternet,1,d175c6fb-ed22-4315-bdf1-388b4ed4c911,alternet,32.71,-14.76
Republicans who take Eastman’s arguments seriously are gaining ground in state legislatures and key election administration posts.,Left,alternet,1,2fc5bbbf-565b-44de-9b59-01863a85ad1a,alternet,32.71,-14.76
"Along the way, the plastered chums had bought a pair of giant stuffed pandas.",Left,the-new-yorker,0,b05be10d-5a1b-459f-8382-179d476602f5,the-new-yorker,40.91,-12.25
