text,source_party,source_name,label,sentence_id,source,reliability,bias
"One nay voter explained their reasoning in a Free Press letter to the editor, declaring that subways were obsolete in the age of mass car ownership.",Lean Left,detroit-free-press,0,ebd198cc-8d1f-4ee1-9203-8844ca968a8a,detroit-free-press,43.46,-5.43
This must have been a monumental sadness and humiliation for him.,Lean Left,the-guardian,1,d24c981d-8178-4f1f-bc2c-d86721a9b5e4,the-guardian,40.67,-7.97
"Photograph: David Panos, commissioned by NN Contemporary Art Panos though is on the devil’s side and knows it.",Lean Left,the-guardian,1,db6bbbbd-2fef-4ea7-afef-f0052cd3e249,the-guardian,40.67,-7.97
"Crucially, he is undermining the conviction in the West that Ukraine can-and must-emerge from the war as a thriving European democracy.",Lean Left,the-economist,1,7c5584fe-d6b8-4007-922b-1847d1b6f872,the-economist,42.4,-1.43
The post-war liberal world order has contained conflict better than any previous system of alliances.,Lean Left,the-economist,1,720db919-494c-4bac-b09d-6ab39d209222,the-economist,42.4,-1.43
"Kiciński made clear CD Projekt Red North America therefore won't need hundreds of developers immediately, but likely only around 40 or 50 team members within the next year.",Lean Left,the-verge,0,f36f5b17-6fa8-4254-8967-c26f2ad26d5f,the-verge,39.43,-4.75
"It’s safe to assume, then, that dramatic federal intervention into this marketplace is probably not in the cards.",Lean Left,time-magazine,0,40af7c25-b54c-4b53-bbb4-6e3198a0759a,time-magazine,41.12,-7.42
"Rarely a paragraph goes by without a dishy mention of celebs and politicos she’s friends with, slept with, argued with, been mistreated by, or worked with: from her BFFs Bill and Hillary Clinton to Warren Beatty to Stephen Sondheim to Larry Kramer to Sydney Chaplin.",Lean Left,washington-blade,1,43897db6-c5fc-4eba-a5f3-3a66accdd036,washington-blade,42.71,-7.49
"By contrast, there’s a huge social stigma attached to out of control or struggling teenagers.",Lean Left,the-guardian,1,33d183dd-be47-47ef-8f71-2d96de959013,the-guardian,40.67,-7.97
"In Alaska land, ice and oil stack neatly one over the other.",Lean Left,the-economist,0,b347b6ba-8b21-4e29-b668-e8f152fe2d61,the-economist,42.4,-1.43
"And rather than withdraw, Russian forces held their positions even under heavy artillery bombardment, meaning the Ukrainians would have to engage in close combat with small arms to advance.",Lean Left,washington-post,0,b22a9407-1543-42d1-a878-682b591ab0d2,washington-post,38.8,-6.85
But the tension between Israel’s stated war aims-to destroy Hamas’s military capabilities and remove it from power in Gaza and and to rescue the hostages-is becoming ever more acute.,Lean Left,the-economist,0,2cf3d7a0-7369-4537-bab6-c8a9a76b9492,the-economist,42.4,-1.43
Then a pair of advertisements led many to accuse the brand of the exploitation of children and even the celebration of child pornography.,Lean Left,washington-post,1,9cc43ed0-a0fa-4034-b01d-749812dab4cf,washington-post,38.8,-6.85
Brussels sprout and garam masala tart This tart might convince even the most stubborn Brussels hater (Gousto) Serves: 2 Time: 40 minutes Ingredients: 40g cheddar cheese 1 tsp garam masala 1 tsp turmeric 200g Brussels sprouts 1 tsp nigella seeds 160g puff pastry 5g coriander 2 garlic cloves 1 red chilli 50g lamb’s lettuce 1 brown onion 300g waxy potatoes 20g mango chutney Method: Preheat the oven to 200C/180C (fan)/gas 6.,Lean Left,the-independent,0,9c117c7a-b353-4472-a2a6-d963dcac8567,the-independent,38.37,-6.99
Introducing a new homepage view in Google Drive We’ve added a new streamlined homepage for Drive called Home that makes it easier and faster for you to find files that matter most.,Lean Left,the-verge,0,fafc16e5-7aeb-482b-ab9e-735fe39607ba,the-verge,39.43,-4.75
Google has been the subject of three separate competition investigations by the EU and fined €8.2bn ($9.7bn).,Lean Left,the-economist,0,09f78f5c-cd90-43e5-b871-abde1e5c72f1,the-economist,42.4,-1.43
"The BBC’s inability to let go of this specific iteration of their most iconic character is symptomatic of a wider trend in movies and television, where studios are so terrified of creating new things that they hold on to what they know works until the wheels come off.",Lean Left,the-independent,1,85c185bb-ab94-48bb-9d60-c6dea738f978,the-independent,38.37,-6.99
"Meanwhile, Gazzetta adds that Ferrari talks are ongoing with Carlos Sainz, whose deal also runs out at the end of 2024.",Lean Left,the-independent,0,e79a3838-0cf6-4a94-bc39-ad05be2d8032,the-independent,38.37,-6.99
Only a human author can bring their intentions to meet our own.,Lean Left,the-guardian,1,fa7f26c6-8c1c-47d4-8660-d7cc70ab8f49,the-guardian,40.67,-7.97
"Haley named the provinces during the debate, but it was drowned out by the bickering of other candidates.",Lean Left,nbc-news,0,c31cddcd-8e8b-4d48-a262-bcd3425d2ca0,nbc-news,43.21,-5.79
Seeing that halfwit Liz Truss on Tuesday was the final straw.,Lean Left,the-guardian,1,d563099f-5206-4e59-958c-23ba2766d1b3,the-guardian,40.67,-7.97
