,mcc,f1,precision,recall,roc_auc,subsample
0,0.5025727909864295,0.7723214285714285,0.7061224489795919,0.8522167487684729,0.7452038517711712,alpha_10_idx_2
1,0.5114028849493999,0.771362586605081,0.7260869565217392,0.8226600985221675,0.7530385919746516,alpha_1_5_idx_3
2,0.5245710392981898,0.7800453514739228,0.7226890756302521,0.8472906403940886,0.7578161744684011,alpha_10_idx_3
3,0.5329879441606025,0.782608695652174,0.7307692307692307,0.8423645320197044,0.7628908087234201,alpha_1_5_idx_2
4,0.5120800789753414,0.7724137931034483,0.7241379310344828,0.8275862068965517,0.7529890833477733,alpha_1_idx_1
5,0.5181407796805537,0.7684964200477328,0.7453703703703703,0.7931034482758621,0.7583607693640617,alpha_100_idx_3
6,0.5432471774275385,0.780952380952381,0.7557603686635944,0.8078817733990148,0.7707750575537787,alpha_10_idx_1
7,0.5640258472660389,0.7924528301886793,0.7601809954751131,0.8275862068965517,0.7806272743025473,alpha_5_idx_1
8,0.5680336112968186,0.7923627684964201,0.7685185185185185,0.8177339901477833,0.7832388543703741,alpha_0_01_idx_3
9,0.5236266762990874,0.7725118483412322,0.7442922374429224,0.8029556650246306,0.7607743149243756,alpha_1_idx_2
10,0.5223193343261714,0.7647058823529411,0.7609756097560976,0.7684729064039408,0.7611208753125231,alpha_2_idx_1
11,0.5252847891567213,0.7831858407079647,0.7108433734939759,0.8719211822660099,0.7550560685199397,alpha_5_idx_3
12,0.5535632159969147,0.7946428571428572,0.726530612244898,0.8768472906403941,0.7700819367774835,alpha_100_idx_2
13,0.5550488879969925,0.7897196261682242,0.7511111111111111,0.8325123152709359,0.7755526400475282,alpha_0_5_idx_1
14,0.5107804091695507,0.7703016241299304,0.7280701754385965,0.8177339901477833,0.7530881006015299,alpha_5_idx_2
15,0.5073997649526305,0.7706422018348623,0.721030042918455,0.8275862068965517,0.750476520533703,alpha_1_5_idx_1
16,0.5254945046569645,0.781038374717833,0.7208333333333333,0.8522167487684729,0.7577666658415229,alpha_inf_idx_2
17,0.5013469291799977,0.7667436489607392,0.7217391304347827,0.8177339901477833,0.7480629749733891,alpha_100_idx_1
18,0.5275225029252844,0.7829977628635346,0.7172131147540983,0.8620689655172413,0.7576676485877664,alpha_inf_idx_3
19,0.5236266762990874,0.7725118483412322,0.7442922374429224,0.8029556650246306,0.7607743149243756,alpha_2_idx_3
20,0.4954369114163501,0.7627906976744185,0.7224669603524229,0.8078817733990148,0.7456494294130752,alpha_0_1_idx_1
21,0.49015477613452413,0.7599067599067599,0.7212389380530974,0.8029556650246306,0.7431863752258832,alpha_0_01_idx_2
22,0.5236266762990874,0.7725118483412322,0.7442922374429224,0.8029556650246306,0.7607743149243756,alpha_0_001_idx_2
23,0.5255420615734578,0.7767441860465117,0.73568281938326,0.8226600985221675,0.7605762804168625,alpha_0_01_idx_1
24,0.4984815543376117,0.7600950118764848,0.7339449541284404,0.7881773399014779,0.7483600267346586,alpha_0_1_idx_3
25,0.5223496608738759,0.7658536585365854,0.7584541062801933,0.7733990147783252,0.761071366685645,alpha_0_001_idx_1
26,0.5114028849493999,0.771362586605081,0.7260869565217392,0.8226600985221675,0.7530385919746516,alpha_inf_idx_1
27,0.5276354445966106,0.7710843373493976,0.7547169811320755,0.7881773399014779,0.7634354036190806,alpha_2_idx_2
28,0.5456121616781964,0.786046511627907,0.7444933920704846,0.8325123152709359,0.7705275144193876,alpha_0_5_idx_2
29,0.5388120748472979,0.7801418439716312,0.75,0.812807881773399,0.7682129861128302,alpha_1_idx_3
30,0.5592625975427947,0.7905882352941176,0.7567567567567568,0.8275862068965517,0.7781147114884768,alpha_0_5_idx_3
31,0.5540254771958697,0.7877358490566038,0.755656108597285,0.8226600985221675,0.7756516573012846,alpha_0_001_idx_3
32,0.491184929547061,0.7692307692307692,0.6944444444444444,0.8620689655172413,0.7375671460752036,alpha_0_1_idx_2
