subsample,mcc,f1,precision,recall,roc_auc,vs
babe_topic_subsamples,0.5892880880924146,0.7682119205298013,0.8467153284671532,0.703030303030303,0.7897504456327986,2.444
babe_topic_subsamples,0.617825311942959,0.8060606060606059,0.806060606060606,0.806060606060606,0.8089126559714794,1.209
babe_topic_subsamples,0.6269987120885643,0.7866666666666667,0.8740740740740741,0.7151515151515152,0.8075757575757577,1.685
babe_topic_subsamples,0.5999001904739949,0.7951070336391437,0.8024691358024691,0.7878787878787878,0.7998217468805704,1.505
babe_topic_subsamples,0.6185902481079657,0.8,0.8258064516129032,0.7757575757575758,0.8084670231729056,2.924
babe_topic_subsamples,0.6208693366880252,0.8179271708683473,0.7604166666666666,0.8848484848484849,0.8071301247771837,1.459
babe_topic_subsamples,0.6609014105086641,0.8092105263157896,0.8848920863309353,0.7454545454545455,0.825668449197861,4.439
babe_topic_subsamples,0.651344648750363,0.7999999999999999,0.8888888888888888,0.7272727272727273,0.8195187165775402,1.989
babe_topic_subsamples,0.6132585210713221,0.7949526813880127,0.8289473684210527,0.7636363636363637,0.8053475935828877,2.885
babe_topic_subsamples,0.6060610264687608,0.7962962962962964,0.8113207547169812,0.7818181818181819,0.8026737967914438,5.444
babe_topic_subsamples,0.6178654241835176,0.8036809815950922,0.8136645962732919,0.793939393939394,0.8087344028520499,3.164
babe_topic_subsamples,0.6180180608543341,0.8024691358024691,0.8176100628930818,0.7878787878787878,0.8086452762923351,5.041
babe_topic_subsamples,0.6118482620440774,0.8012232415902141,0.808641975308642,0.793939393939394,0.8057932263814617,4.405
babe_topic_subsamples,0.6135564808597173,0.8093841642228738,0.7840909090909091,0.8363636363636363,0.8064171122994653,4.09
babe_topic_subsamples,0.6598224826522138,0.8288288288288289,0.8214285714285714,0.8363636363636363,0.829946524064171,4.947
babe_topic_subsamples,0.6300798533053713,0.8143712574850299,0.8047337278106509,0.8242424242424242,0.8150623885918004,7.193
babe_topic_subsamples,0.618803109674424,0.8106508875739644,0.791907514450867,0.8303030303030303,0.8092691622103386,5.592
babe_topic_subsamples,0.6537625246807997,0.8253012048192772,0.8203592814371258,0.8303030303030303,0.8269162210338681,9.367
babe_topic_subsamples,0.62379633361416,0.8073394495412846,0.8148148148148148,0.8,0.8117647058823529,7.984
babe_topic_subsamples,0.6357444051842425,0.8134556574923547,0.8209876543209876,0.806060606060606,0.8177361853832441,9.762
babe_topic_subsamples,0.6303704532085345,0.8154761904761906,0.8011695906432749,0.8303030303030303,0.8151515151515152,10.643
babe_topic_subsamples,0.6481283422459893,0.8238805970149253,0.8117647058823529,0.8363636363636363,0.8240641711229947,12.57
babe_topic_subsamples,0.6185902481079657,0.8,0.8258064516129032,0.7757575757575758,0.8084670231729056,12.689
babe_topic_subsamples,0.6058553125311321,0.7987804878048781,0.803680981595092,0.793939393939394,0.8028520499108734,12.954
babe_topic_subsamples,0.6122994652406417,0.8059701492537314,0.7941176470588235,0.8181818181818182,0.806149732620321,16.521
babe_topic_subsamples,0.6484684436950345,0.8249258160237388,0.8081395348837209,0.8424242424242424,0.8241532976827094,15.198
babe_topic_subsamples,0.6300798533053713,0.8143712574850299,0.8047337278106509,0.8242424242424242,0.8150623885918004,15.82
babe_topic_subsamples,0.6144487521531603,0.7923322683706071,0.8378378378378378,0.7515151515151515,0.8051693404634582,16.985
babe_topic_subsamples,0.6359391188825226,0.8168168168168167,0.8095238095238095,0.8242424242424242,0.8180035650623887,16.063
babe_topic_subsamples,0.6058553125311321,0.7987804878048781,0.803680981595092,0.793939393939394,0.8028520499108734,16.325
babe_topic_subsamples,0.6420219608503387,0.8203592814371257,0.8106508875739645,0.8303030303030303,0.8210338680926916,17.314
babe_topic_subsamples,0.617825311942959,0.8060606060606059,0.806060606060606,0.806060606060606,0.8089126559714794,16.94
babe_topic_subsamples,0.6118993313712418,0.8036253776435045,0.8012048192771084,0.806060606060606,0.8059714795008913,16.205
babe_topic_subsamples,0.5941039920831875,0.7901234567901235,0.8050314465408805,0.7757575757575758,0.7967023172905525,16.25
babe_topic_subsamples,0.5940541152565717,0.7951807228915663,0.7904191616766467,0.8,0.7970588235294119,15.057
babe_topic_subsamples,0.637244697902483,0.807570977917981,0.8421052631578947,0.7757575757575758,0.8172905525846704,14.153
