,mcc,f1,precision,recall,roc_auc,subsample
0,0.3203529119634227,0.7171171171171171,0.5653409090909091,0.9802955665024631,0.6057256726984677,alpha_10_idx_2
1,0.5532295957356187,0.7857142857142857,0.7603686635944701,0.812807881773399,0.7757506745550412,alpha_1_5_idx_3
2,0.5569713246285231,0.7955056179775282,0.731404958677686,0.8719211822660099,0.7726440082184322,alpha_10_idx_3
3,0.53272081644045,0.7740384615384616,0.755868544600939,0.7931034482758621,0.7658984578062727,alpha_1_5_idx_2
4,0.5214588407188021,0.7759815242494227,0.7304347826086957,0.8275862068965517,0.758014208975914,alpha_1_idx_1
5,0.5281193460038067,0.7732696897374701,0.75,0.7980295566502463,0.7633363863653242,alpha_100_idx_3
6,0.5393029371814295,0.7863636363636363,0.729957805907173,0.8522167487684729,0.7653043542837339,alpha_10_idx_1
7,0.5376376518198971,0.7844036697247706,0.7339055793991416,0.8423645320197044,0.7654033715374904,alpha_5_idx_1
8,0.5540254771958697,0.7877358490566038,0.755656108597285,0.8226600985221675,0.7756516573012846,alpha_0_01_idx_3
9,0.5475667966665071,0.7807228915662651,0.7641509433962265,0.7980295566502463,0.7733866376216056,alpha_1_idx_2
10,0.5432471774275385,0.780952380952381,0.7557603686635944,0.8078817733990148,0.7707750575537787,alpha_2_idx_1
11,0.5616826637964109,0.7944572748267898,0.7478260869565218,0.8472906403940886,0.7779166769809639,alpha_5_idx_3
12,0.541209427550977,0.7882882882882883,0.7261410788381742,0.8620689655172413,0.7652053370299774,alpha_100_idx_2
13,0.5392515993930659,0.7811764705882352,0.7477477477477478,0.8177339901477833,0.7681634774859519,alpha_0_5_idx_1
14,0.5176697685616625,0.766265060240964,0.75,0.7832512315270936,0.7584597866178182,alpha_5_idx_2
15,0.5107804091695507,0.7703016241299304,0.7280701754385965,0.8177339901477833,0.7530881006015299,alpha_1_5_idx_1
16,0.5384406010870645,0.7853881278538812,0.7319148936170212,0.8472906403940886,0.7653538629106121,alpha_inf_idx_2
17,0.5376011206315588,0.7759036144578313,0.7594339622641509,0.7931034482758621,0.768411020620343,alpha_100_idx_1
18,0.5084680780515417,0.7648456057007127,0.7385321100917431,0.7931034482758621,0.753335643735921,alpha_inf_idx_3
19,0.5274727674782361,0.7699757869249394,0.7571428571428571,0.7832512315270936,0.7634849122459589,alpha_2_idx_3
20,0.546255365585189,0.7870370370370371,0.74235807860262,0.8374384236453202,0.7704780057925094,alpha_0_1_idx_1
21,0.5663528036454321,0.7962962962962963,0.7510917030567685,0.8472906403940886,0.7804292397950343,alpha_0_01_idx_2
22,0.5322225634908098,0.7816091954022988,0.7327586206896551,0.8374384236453202,0.7629403173502982,alpha_0_001_idx_2
23,0.5635902101872138,0.7914691943127963,0.7625570776255708,0.8226600985221675,0.7806767829294254,alpha_0_01_idx_1
24,0.5043235541519707,0.7709750566893424,0.7142857142857143,0.8374384236453202,0.7478649404658764,alpha_0_1_idx_3
25,0.5175578660129857,0.780701754385965,0.7035573122529645,0.8768472906403941,0.7499814342649207,alpha_0_001_idx_1
26,0.5202406199872438,0.7738927738927738,0.7345132743362832,0.8177339901477833,0.7581132262296706,alpha_inf_idx_1
27,0.5325290640210648,0.7729468599033816,0.7582938388625592,0.7881773399014779,0.765947966433151,alpha_2_idx_2
28,0.5523925043938906,0.7761194029850745,0.7839195979899497,0.7684729064039408,0.7761962521969453,alpha_0_5_idx_2
29,0.5368932568968382,0.7834101382488479,0.7359307359307359,0.8374384236453202,0.7654528801643686,alpha_1_idx_3
30,0.5490489971284077,0.7928730512249444,0.7235772357723578,0.8768472906403941,0.7675693739634133,alpha_0_5_idx_3
31,0.5331670459927206,0.7857142857142857,0.7183673469387755,0.8669950738916257,0.7601307027749584,alpha_0_001_idx_3
32,0.5516267080270086,0.789838337182448,0.7434782608695653,0.8423645320197044,0.7729410599797014,alpha_0_1_idx_2
