text,source_party,label,source,reliability,bias
"21 Limitation of Liability; Disclaimers Except with respect to indemnification and confidentiality obligations, in no event will Client, on the one hand, and Publisher, any Service Provider, any Vendor and any of their respective affiliates, on the other hand, be liable to the other or any third party for any consequential, incidental, indirect, exemplary, special or punitive damages whatsoever (including damages for loss of use, revenue or profit, business interruption and loss of information or data), whether arising out of breach of contract, tort (including negligence) or otherwise, regardless of whether such damage was foreseeable and whether or not such party has been advised of the possibility of such damages.",Lean Left,0,san-diego-union-tribune,45.68,-1.76
"ArtReach received $74,501 in combined grants for its programs, which use visual art in schools and the community to promote the advancement of social, racial, and economic equity.",Lean Left,0,san-diego-union-tribune,45.68,-1.76
"Liyan Chen is joined by her son, Kai, as she chops roast duck for her congee, a thick porridge of leftover roast meat, jasmine rice and water, at home in Montclair, N.J. (Rachel Vanni / The New York Times) Instant Pot Congee Makes 4 to 6 servings 2 to 3 cups diced roasted duck, chicken or turkey (preferably dark meat), with some of the skin 1 cup jasmine rice, rinsed 1½ teaspoon fine salt, plus more to taste ½ teaspoon ground white pepper, plus more to taste 2 cups chopped romaine (optional) Thinly sliced scallions, for garnish Thinly slivered ginger, soy sauce, sesame oil or chile crisp, for garnish (optional) In the pot of an electric pressure cooker, add roasted meat, rice, salt, pepper and 6 cups water.",Lean Left,0,san-diego-union-tribune,45.68,-1.76
"Years later, family members participating in genetic testing found they had a genetic mutation that increases the family’s risk of frontotemporal dementia.",Lean Left,0,san-diego-union-tribune,45.68,-1.76
SPRING VALLEY Enchanted Village: Noah Homes hosts its Enchanted Village from 5 to 8 p.m. Dec. 15 through Dec. 22 at 12526 Campo Road.,Lean Left,0,san-diego-union-tribune,45.68,-1.76
"Donald Parham dropped a huge, easy catch that could have ended things.",Lean Left,0,san-diego-union-tribune,45.68,-1.76
"And in the new Washington governed by President Barack Obama and a Democratic Congress, K Streeters with Democratic credentials are poised to exploit their party ties more than ever.",Left,1,alternet,32.71,-14.76
"Flores, who is Black, was fired last month by Miami after leading the Dolphins to a 24-25 record over three years.",Left,0,alternet,32.71,-14.76
The company moved its alfalfa-growing operations out of Saudi Arabia - another water-scarce region suffering from longterm drought.,Left,0,alternet,32.71,-14.76
"Police have also detained at least 28 people in riots in Réunion, a French territory in the Indian Ocean, according to authorities there.",Left,0,alternet,32.71,-14.76
"Investigated by Review Board 2005 after woman reported her brother, who died by suicide in 1993, may have been abused in the 1970s.",Left,0,alternet,32.71,-14.76
"The lawyer who argued against Trump’s immunity in the appeal heard last December, Joseph Sellers, told POLITICO last week that he had no update from the court on where it stands.",Left,0,alternet,32.71,-14.76
"Only about half the states, mostly in the Western U.S., allow some form of citizen ballot initiative.",Left,0,alternet,32.71,-14.76
"Disclosure: The Association of Electric Companies of Texas (AECT), CenterPoint Energy, Rice University, the Texas Alliance of Energy Producers and Texas Pipeline Association have been financial supporters of The Texas Tribune, a nonprofit, nonpartisan news organization that is funded in part by donations from members, foundations and corporate sponsors.",Left,0,alternet,32.71,-14.76
And they have ignored their sworn duty to protect the American public so they can pander to perceived political constituencies.,Lean Right,1,boston-herald,36.31,9.68
"Part of the stress from the reintroduction is the potential to lose animals and income, Deal said.",Lean Right,0,boston-herald,36.31,9.68
And then - in a game that featured 16 lead changes and incredible shot-making on both sides - he made the difference late.,Lean Right,0,boston-herald,36.31,9.68
"When that happens, Breslow said the Red Sox will be ready.",Lean Right,0,boston-herald,36.31,9.68
"He plays with so much passion and energy, playing on a back-to-back and with a little bit of fatigue ... I’m so happy for him.",Lean Right,0,boston-herald,36.31,9.68
Obviously you guys have been here longer than me watching Patriots games.,Lean Right,0,boston-herald,36.31,9.68
"People just love a good story She has the unenviable task of performing Don’t Rain on My Parade by Jewish pop culture’s ultimate icon, Barbra Streisand.",Lean Left,1,the-guardian,40.67,-7.97
"Holly is trying to get into the Teamsters union by working on commercial shoots so she can better look after her ailing teenage son, and is meant to be an ace driver who takes part in desert drag races with her souped-up black truck.",Lean Left,0,the-guardian,40.67,-7.97
"People shower the band with cash, an act of showing off, but done in the spirit of fun.",Lean Left,0,the-guardian,40.67,-7.97
"Until that becomes clear, patients and the NHS will continue to be caught in the middle.",Lean Left,0,the-guardian,40.67,-7.97
"But even before this infernal summer, the cheap, spontaneous August holiday on our islands was becoming unattainable for many ordinary mainlanders.",Lean Left,1,the-guardian,40.67,-7.97
"Meet the Fockers is the sequel to the cringe-comedy Meet the Parents, in which Stiller’s girlfriend’s insufferably attractive and charismatic ex-boyfriend (Wilson) turns up, again briefly, playing a New Age interfaith priest.",Lean Left,1,the-guardian,40.67,-7.97
