text,source_party,label,source,reliability,bias
"Donald Parham dropped a huge, easy catch that could have ended things.",Lean Left,0,san-diego-union-tribune,45.68,-1.76
"In private Facebook messages with San Marcos Mayor Rebecca Jones, he made a sexually explicit comment about her partner.",Lean Left,1,san-diego-union-tribune,45.68,-1.76
"Add the milk to the hot butter; the mixture should be warm to the touch (if it’s hot, let cool until warm to the touch).",Lean Left,0,san-diego-union-tribune,45.68,-1.76
"The problem requires comprehensive and innovative solutions as well as major changes to agricultural and other water-use practices on both sides of the Rio Grande basin to preserve adequate water supply for people, food production, economic activity, and a vital biodiversity-rich ecosystem and to prevent the emergence of systematic theft and smuggling of water that plagues countries such as Pakistan, India, Nigeria, and Brazil.",Left,0,alternet,32.71,-14.76
"Governments tend to overspend, elites tend to fight taxation and accumulate resources.",Left,1,alternet,32.71,-14.76
"So does every second that Senator Mitch McConnell, 81, stands frozen and speechless before a group of journalists.",Left,1,alternet,32.71,-14.76
"Martinez and others gained the support of longshoreman’s union workers sympathetic to the cause, ensuring the critical boat line of supplies stayed open.",Left,0,alternet,32.71,-14.76
"X, the website and app formerly known as Twitter, had around 350 million users as of 2023; however, research from 2019 found that 75% of its users were lurkers .",Left,0,alternet,32.71,-14.76
"Mastriano’s appearance is brief, but he delivers a rapid-fire prayer, dense with violent imagery.",Left,1,alternet,32.71,-14.76
"The latest right-wing media poster-victim, Cliven Bundy, is just the latest in a long line of desert dwellers who thinks he or she should not have to follow the law and has a god-given right to unlimited use of public resources, in this case, rangeland.",Left,1,alternet,32.71,-14.76
Consequences of Privatization The consequences of turning over health care to the private sector and underfunding public health have been diabolical.,Left,1,alternet,32.71,-14.76
"In the eight weeks since 3,000 Hamas terrorists invaded Israel and slaughtered 1,200 Israelis and mutilated 5,800 others, it’s become clear that Hamas’ purpose was not merely genocidal.",Lean Right,1,boston-herald,36.31,9.68
"While the European illegal immigration problem is serious, it pales in significance to what is happening in the U.S. Where Europe talks of thousands of illegal immigrants knocking down the doors, the U.S. talks of millions.",Lean Right,1,boston-herald,36.31,9.68
"If not immediately after Iowa, then after the first several primary states.",Lean Right,0,boston-herald,36.31,9.68
"Streep stole every scene she was in, Rudd’s supremely game turn as an excruciatingly awful Hollywood star was a riotous pleasure and Tina Fey’s evil true-crime podcast host was as brilliant as ever.",Lean Left,1,the-guardian,40.67,-7.97
Caine has a great ear for dialogue and his story zips along.,Lean Left,0,the-guardian,40.67,-7.97
