text,source,label,reliability,bias
"Hundreds of unarmed Washington, D.C., National Guard troops are on standby to assist law enforcement personnel with protecting monuments, after protesters tried to tear down a statue of former President Andrew Jackson in a park near the White House on Monday.",reuters,0,45.18,-1.17
"Those fighting for Black racial equality in Britain need to put realistic reform over dreams of revolution, said Imarn Ayton, an activist who has had a prominent role in protests that swept London in recent weeks.",reuters,1,45.18,-1.17
Gay and bisexual men in Scotland prosecuted for consensual same-sex activity will receive an automatic pardon under a law which came into effect on Tuesday aiming to correct a “historic wrong” but stopped short of offering compensation.,reuters,0,45.18,-1.17
"Thousands marched through U.S. cities on Friday in Juneteenth observances marking the abolition of slavery more than a century and a half ago, an occasion freighted with special resonance this year amid America’s reckoning with its legacy of racism.",reuters,0,45.18,-1.17
"deadline for the U.S. Internal Revenue Service to turn President Donald Trump’s tax returns over to a congressional tax oversight committee expired on Tuesday without lawmakers receiving the documents, a committee aide said.",reuters,0,45.18,-1.17
NBA teams bowed their heads and knelt during the playing of the U.S. national anthem while wearing Black Lives Matter T-shirts on Thursday as the league returned for the first time since the coronavirus halted play in March with two thrilling games.,reuters,0,45.18,-1.17
Police in Milwaukee on Thursday identified the five brewery employees shot and killed by a co-worker who later took his own life in the latest spasm of gun violence plaguing U.S. workplaces and schools.,reuters,1,45.18,-1.17
"Trump, who has faced criticism over his handling of the pandemic, said China must be “held accountable” for failing to contain the disease.",reuters,0,45.18,-1.17
"After regaining control of the House of Representatives in the 2018 midterm elections, some Democratic lawmakers have been calling for higher taxes on the wealthy.",reuters,0,45.18,-1.17
"Trump, whose first rally of the coronavirus pandemic on Saturday in Tulsa, Oklahoma, drew fewer supporters than expected and was seen as exposing weaknesses in his campaign, pushed a law-and-order theme in Phoenix before a cheering audience of several-thousand young people.",reuters,0,45.18,-1.17
"A Multnomah County, Oregon, court had charged Reinoehl with the murder of Aaron Danielson on Saturday, and Portland police issued a warrant for his arrest, asking U.S. marshals to locate him.",reuters,0,45.18,-1.17
"Russia trying to steal COVID-19 vaccine data, say UK, U.S. and Canada",reuters,0,45.18,-1.17
"Floyd died after a white police officer, Derek Chauvin, knelt on his neck for nearly nine minutes while detaining him on May 25.",reuters,0,45.18,-1.17
"Protests, including in Portland, have at times erupted into arson and violence, and federal officers sent into the Northwestern city have repeatedly clashed with crowds targeting the federal courthouse there.",reuters,0,45.18,-1.17
"Last week, black transgender woman Iyanna Dior was beaten by a mob at a gas station in Minneapolis, and video of the attack has gone viral online with millions of viewers.",reuters,0,45.18,-1.17
"Northam, who is leading the push for stronger gun laws in his state, said he wants to avoid a repeat of violence that erupted at a 2017 white supremacist rally in Charlottesville, when a march by white nationalists erupted and led to the death of a counterprotester.",reuters,1,45.18,-1.17
Durkan is among Democratic mayors who have called for an end to violence at protests against racism and police brutality after Republican President Donald Trump used images of the destruction for his re-election campaign.,reuters,0,45.18,-1.17
"U.S. President Donald Trump sought to turn nationwide protests to his political advantage in a campaign appearance in the election swing state of Arizona on Tuesday, vowing to prevent “the left-wing mob” from pushing the United States into chaos.",reuters,0,45.18,-1.17
