text,source,label,reliability,bias
"Defense lawyer Damon Cheronis asked one group whether they would consider the cross-examination of a woman who said she was assaulted as “victim-shaming,” and whether they thought it was possible that a woman might “reframe” a consensual sexual encounter as an assault years later.",reuters,0,45.18,-1.17
Harvey Weinstein’s rape trial took a dramatic turn on Tuesday as the judge threatened to revoke his bail and jail the former film producer after catching him using his cellphone just as jury selection got underway.,reuters,0,45.18,-1.17
"After the first Black president, Barack Obama, was elected in 2008, the number of hate groups “ballooned,” Miller-Idriss said, just as Ku Klux Klan activity grew again after the 1954 Brown v. Board of Ed. decision desegregating schools, and during the 1960s civil rights movement.",reuters,1,45.18,-1.17
The case was sent back to lower courts to determine whether the gun owners may seek damages or press claims that the amended law still infringes their rights. ,reuters,0,45.18,-1.17
"The impeachment trial of President Donald Trump begins in earnest in the U.S. Senate on Tuesday, after he was formally charged by the Democratic-controlled House of Representatives on Dec. 18 with “high crimes and misdemeanors.”",reuters,0,45.18,-1.17
"With many formal Juneteenth events canceled due to coronavirus concerns, activists instead organized a host of virtual observances online, as well as street marches and “car caravans” through several major cities.",reuters,0,45.18,-1.17
Biden wrote a Fourth of July opinion piece that struck a contrasting note with the Republican president and accused him of finding “new ways to tarnish and dismantle our democracy” every day.,reuters,0,45.18,-1.17
"The idea of imposing a wealth tax on the richest Americans has elicited sharply divergent views across a spectrum of politicians, with President Donald Trump branding it socialist and progressive Democratic presidential contenders Senators Elizabeth Warren and Bernie Sanders prominently endorsing it.",reuters,0,45.18,-1.17
"Yet Biden finds himself in an increasingly competitive race with Sanders, the U.S. senator who came close to winning the 2016 Nevada caucus and finds support with some of the same voters.",reuters,0,45.18,-1.17
"In Kalamazoo, the all-male Proud Boys group staged a rally in support of police, clashing with members of the anti-fascist Michigan People’s Defense League and other counter protesters, leading to several arrests, according to a statement by the city’s Department of Public Safety.",reuters,0,45.18,-1.17
"With protests over racial injustice continuing to roil the United States, “Queer Eye” star Karamo Brown has called on LGBT+ people to recognize the racism and transphobia in the community, and remember the radical roots of the gay rights movement.",reuters,0,45.18,-1.17
"The Republican legislation would phase out the Obamacare expansion of Medicaid health insurance for the poor and disabled, sharply cut federal Medicaid spending beginning in 2025, repeal most of Obamacare’s taxes, end a penalty on Americans who do not obtain insurance and overhaul Obamacare’s subsidies to help people buy insurance with tax credits.",reuters,0,45.18,-1.17
"California Governor Gavin Newsom said on Monday he would ease the state’s stay-at-home orders by Thursday, expanding the number of retail businesses that can provide curbside services.",reuters,0,45.18,-1.17
The Times reported that Bill Gates had met in with Epstein multiple times ,reuters,0,45.18,-1.17
