text,source,label,reliability,bias
"Scotland legalised same-sex activity between men in 1980, though it was not until 2001 that the age of consent was equalised between gay and heterosexual couples.",reuters,0,45.18,-1.17
The Times reported that Bill Gates had met in with Epstein multiple times ,reuters,0,45.18,-1.17
President Donald Trump fueled controversy on Monday over his decision to kill Iranian commander Qassem Soleimani by saying “it doesn’t really matter” whether Soleimani posed an imminent threat to the United States.,reuters,0,45.18,-1.17
South Africans have taken to the streets in recent weeks to protest police brutality in townships in an echo of the Black Lives Matter protests in the United States.,reuters,0,45.18,-1.17
"U.S. lawmakers will try this week to revive efforts to enact police reform legislation in Congress, a Republican senator said on Sunday, after moves to address police misconduct following the death of George Floyd deteriorated into partisan bickering.",reuters,0,45.18,-1.17
"Democrats want to talk about taxes, but they are divided on what tax rates for the middle class should look like.",reuters,0,45.18,-1.17
"A fifth of U.S. trans people reported discrimination when seeking a home, and more than one in 10 say they have been evicted for being trans, according to the National Center for Transgender Equality.",reuters,0,45.18,-1.17
The White House issued an emailed statement after a spokesman for the House of Representatives committee holding the hearing said the panel had been informed by Trump administration officials that Fauci had been blocked from testifying.,reuters,0,45.18,-1.17
"Just steps from where Trump spoke, peaceful protesters marched down blocked-off streets around the White House, Black Lives Matter Plaza and the Lincoln Memorial.",reuters,0,45.18,-1.17
"A cop shoots a Black man, and a police union flexes its muscle",reuters,1,45.18,-1.17
Trump has been criticized for cozying up to autocratic leaders such as North Korea’s Kim Jong Un and Russia’s Vladimir Putin.,reuters,0,45.18,-1.17
"The percentage of U.S. adults under age 65 who skip essential prescription drugs because of price has declined, a five-year study found. ",reuters,0,45.18,-1.17
"Communist-run Cuba will deliver its verdict in a closely watched case against Jose Daniel Ferrer, one of the country’s leading dissidents, on March 12, his wife told Reuters on Thursday, the day after his trial.",reuters,0,45.18,-1.17
Trump acknowledged there might be a resurgence of the virus as states loosen the restrictions on businesses and social life aimed at curbing its spread.,reuters,0,45.18,-1.17
Anti-racism activists poured red paint on a statue of an Italian colonial-era general and pasted over the name of a street in Rome on Friday to show solidarity with the Black Lives Matter movement in the United States.,reuters,0,45.18,-1.17
Blacks with disabilities were at greatest risk of arrest – nearly double the 28 percent risk of whites with disabilities.,reuters,0,45.18,-1.17
"Navalny was poisoned with a military-grade nerve agent, according to German, French and Swedish laboratories.",reuters,0,45.18,-1.17
"Andreyah Garland, a 44-year-old single mother of three daughters, bought a shotgun in May for protection in the quaint middle-class town of Fishkill, New York. ",reuters,1,45.18,-1.17
"A team of scientists in Australia said on Wednesday they have successfully developed a lab-grown version of the new coronavirus, the first to be recreated outside of China, in a breakthrough that could help quicken the creation of a vaccine.",reuters,0,45.18,-1.17
A senior Democrat on a congressional panel seeking President Donald Trump’s tax returns warned on Saturday that the current Congress may not see the long-sought tax documents without launching an impeachment inquiry.,reuters,0,45.18,-1.17
